q,p,lo,hi,coverage,n_local,method,cond_number
253,0,0.875592862420293,0.939747334436975,0.06418922079834175,331,interval,2395352.1784639508
253,1,0.479164357056897,0.772330914756804,0.29321085407400593,1000,interval_capped,1268726.163770976
254,0,0.114700824145734,0.926641119923828,0.8123800770617963,1000,interval_capped,1665417.0129932882
254,1,0.196678196250451,0.548942089082913,0.3523171185936158,1000,interval_capped,1344538.3371175542
255,0,0.255325252805375,0.551686905988032,0.2965221752172876,1000,interval_capped,1291087.7742147313
255,1,0.206170150418753,0.287513574930051,0.08135571519953645,373,interval,2326150.6934119808
256,0,0.952878279690611,0.992601209580526,0.03974444551266489,207,interval,2215750.150154442
256,1,0.580042435645126,0.609468697236167,0.0294307077894819,155,interval,2169900.597721627
257,0,0.676303250170779,0.837498067628416,0.1612821274040904,777,interval,2247786.989499441
257,1,0.342478728839514,0.90192746527344,0.5595332670526727,1000,interval_capped,1032934.1087091204
258,0,0.687442697837045,0.80662378338239,0.11924563907356217,571,interval,2283358.0121973827
258,1,0.442362228861204,0.592684653656722,0.1503451379535822,720,interval,1454174.290999268
259,0,0.474645636792392,0.720247308657356,0.24573470014191218,1000,interval_capped,1147578.4609885407
259,1,0.809637637041669,0.894374981692278,0.08475014814752979,448,interval,1129878.3237882731
260,0,0.508928478176047,0.878803985904412,0.3700758479829928,1000,interval_capped,1210299.8106904386
260,1,0.784113938395704,0.846418428578367,0.06231390415889152,328,interval,1800808.847687087
261,0,0.192808542746642,0.975950002153249,0.7835656420196996,1000,interval_capped,1211336.8064418323
261,1,0.0556127561845132,0.0806798801316166,0.025070911496094854,111,interval,2314619.686896901
262,0,0.734491127927779,0.9548116830082,0.22043989003280975,1000,interval_capped,1026540.403026324
262,1,0.0598878729812793,0.164476506174768,0.10460443614611323,527,interval,1167060.7212865404
263,0,0.519733956434024,0.944448557351878,0.42494464435007434,1000,interval_capped,2233573.465937532
263,1,0.542766892713512,0.719927738832284,0.17718761446225884,904,interval,1257517.5523452694
264,0,0.000664769087088473,0.197975332356794,0.19741743503509757,937,interval,2541714.3701676787
264,1,0.0131086664413318,0.798832515321853,0.7858425688253249,1000,interval_capped,2242105.956345424
265,0,0.24303682371511,0.334069036562109,0.09108151975248488,470,interval,1363424.2471812817
265,1,0.0899172096132221,0.865783927590822,0.7759839485466663,1000,interval_capped,2233408.066451723
266,0,0.494797512486028,0.635939839838244,0.14121877601996957,750,interval,2488679.260442239
266,1,0.643350783075426,0.87748530338351,0.23416989716137315,1000,interval_capped,1144435.4326804923
267,0,0.365320926595414,0.405608856784547,0.04030975183999628,204,interval,1900372.1142379318
267,1,0.220549989996678,0.532006982125894,0.31150405211978016,1000,interval_capped,1570105.136652109
268,0,0.588848995428032,0.859432468790202,0.27073003284182945,1000,interval_capped,1526550.6833609948
268,1,0.267610431507293,0.563456550555912,0.2958908202944497,1000,interval_capped,1077130.5294933524
269,0,0.621702637406213,0.832484487119607,0.21089601809859435,1000,interval_capped,1815280.5838212513
269,1,0.790175725100664,0.977155921476453,0.1870084483864983,927,interval,2545999.2267486746
270,0,0.659424967601953,0.779876922284848,0.12051719656771126,586,interval,1927629.710638593
270,1,0.773754158970383,0.867929046579582,0.09418911708368269,488,interval,1405338.0172416258
271,0,0.360889957081654,0.793017408250482,0.43236150971498727,1000,interval_capped,1510913.3028749987
271,1,0.107657802786407,0.333400792779129,0.22577709891705963,1000,interval_capped,2512668.1461911444
272,0,0.432180533329397,0.854728867719282,0.4227772044803221,1000,interval_capped,1768202.7246355754
272,1,0.43597196746433,0.809700292443112,0.3737847939356252,1000,interval_capped,1098284.948031039
273,0,0.779076907427003,0.991403584457207,0.21244168215936698,1000,interval_capped,977104.777903907
273,1,0.0999908162762268,0.375266243392961,0.2753170202076906,1000,interval_capped,2193899.4301261846
274,0,0.729228202091529,0.847081659764216,0.11791729210136791,568,interval,2103104.626692988
274,1,0.166320567312878,0.505479526945331,0.3392102052870486,1000,interval_capped,1957757.2004438248
275,0,0.352389933933862,0.4799454675338,0.12762462308422845,655,interval,1619166.121834321
275,1,0.185793441582935,0.77351059090243,0.5878059511900591,1000,interval_capped,1271047.7143800987
276,0,0.61369414786833,0.837403448750605,0.22383047132304476,1000,interval_capped,1964597.9232793394
276,1,0.837968185311477,0.903962500689377,0.06600428687296178,333,interval,1291710.6965869959
277,0,0.0508202098038903,0.133729386314667,0.08295408363543377,410,interval,1244677.2098392688
277,1,0.440401878846267,0.886244924392088,0.44591041076813637,1000,interval_capped,1337798.8572117097
278,0,0.935182489339084,0.966747647606026,0.03158225529475936,158,interval,1023794.409529575
278,1,0.231641072531096,0.238530411081485,0.006890379503764168,42,interval,1676610.5473201405
279,0,0.0926397159498601,0.11920871523606,0.026583390182517673,136,interval,1422320.769781398
279,1,0.613872140683722,0.967822741856638,0.35400408178941295,1000,interval_capped,1027284.183118415
280,0,0.0869053663309284,0.937176045383087,0.8507312216963312,1000,interval_capped,1014222.063407391
280,1,0.365638122942699,0.787280196756351,0.421705782359347,1000,interval_capped,2455155.884923815
281,0,0.889570226877287,0.993319855497253,0.10380582381694702,535,interval,1189929.5241186912
281,1,0.648471002861328,0.750444744074194,0.10198914906505926,540,interval,1284196.2804062404
282,0,0.363293992690709,0.719757435522643,0.3566565185436541,1000,interval_capped,1969531.2225808287
282,1,0.238217455656347,0.620634062248013,0.38247438831547553,1000,interval_capped,1158614.2273250737
283,0,0.0500330825220954,0.447595218185415,0.3977774721693195,1000,interval_capped,2301007.34950399
283,1,0.563218106313884,0.659409926245813,0.09620635415736851,500,interval,1336274.2463299574
284,0,0.684600135773805,0.905833394242886,0.2213530877803162,1000,interval_capped,2644877.0715610837
284,1,0.257528368967719,0.260882064203114,0.0033542019662442407,19,interval,1558184.7984585974
285,0,0.315038629835331,0.731303227379539,0.41649006409639133,1000,interval_capped,1852673.5783466967
285,1,0.421621774102596,0.976828280158734,0.5552903956896874,1000,interval_capped,1216396.0096834851
286,0,0.629187559490927,0.719977138683453,0.09083875467733903,442,interval,1504099.6524349956
286,1,0.0841783748426927,0.235566490247581,0.15141098958483132,766,interval,993113.9792843008
287,0,0.336355784317098,0.769139863089391,0.43301849297579786,1000,interval_capped,2488428.3919086317
287,1,0.35647749392561,0.951833384700369,0.5954458468306838,1000,interval_capped,2417626.3085274543
288,0,0.36001606614577,0.409656670007448,0.04966749131707782,259,interval,1785499.1879265097
288,1,0.104046251271164,0.310182810761636,0.20616770595624315,1000,interval_capped,1375702.777760028
289,0,0.771317741107856,0.968882290389985,0.19767155861711225,997,interval,1805229.7473080142
289,1,0.824290116478902,0.931666005500778,0.10739211311846679,538,interval,1113070.4814101413
290,0,0.351300338741008,0.51127197634968,0.16005828502906647,815,interval,1489516.7442890352
290,1,0.35363348519905,0.359775837569111,0.006143280456608681,35,interval,1580965.6791255763
291,0,0.470334895098202,0.798423733428983,0.3282665451538562,1000,interval_capped,1383116.8686403697
291,1,0.231436959136565,0.424771655425262,0.19336390844065693,1000,interval,1574544.5843313395
292,0,0.321716220138131,0.561371131217459,0.23978471833854154,1000,interval_capped,1150758.6727965872
292,1,0.535984002373122,0.694667620418149,0.1587075945482251,816,interval,949369.5117716138
293,0,0.528477166006069,0.634094268196102,0.10567430888986501,563,interval,2432362.8754718383
293,1,0.403462435568647,0.679169931789649,0.27574915459598953,1000,interval_capped,1036658.7595295362
294,0,0.656419397437434,0.909395541759919,0.2531131669263324,1000,interval_capped,2733471.702265818
294,1,0.0329690211857765,0.541713485699664,0.5088213339061458,1000,interval_capped,1011655.4096649264
295,0,0.857093388196045,0.923085602935432,0.06602795892041034,323,interval,1126704.4927399838
295,1,0.682374268581836,0.823390545267832,0.14103758371976924,716,interval,1939991.1993612377
296,0,0.296681451830355,0.912699843952358,0.6163520537972276,1000,interval_capped,1963442.8491385821
296,1,0.247218083933508,0.534713066302663,0.28753842178936206,1000,interval_capped,1070087.0577899606
297,0,0.186033271259344,0.258580206876456,0.07258623011282832,343,interval,1325281.3193249549
297,1,0.536243331341705,0.634053213030849,0.09782466039768388,496,interval,2119265.824780979
298,0,0.643349404923164,0.896180760065622,0.2529682993223477,1000,interval_capped,1075555.2502662637
298,1,0.165263122438815,0.373958916541474,0.2087273272592406,1000,interval_capped,1421608.640555227
299,0,0.236764818609016,0.729643195323154,0.4931453405369062,1000,interval_capped,1834675.0999337935
299,1,0.0566066280200164,0.390908808661691,0.3343526924550682,1000,interval_capped,2454276.264013825
300,0,0.0571953299645826,0.367837086318037,0.3108100130973197,1000,interval_capped,1451042.0459354864
300,1,0.4090370494515,0.998416799045487,0.5894688026772552,1000,interval_capped,2668797.780196085
301,0,0.845056592744199,0.931360070275077,0.08635022315285763,433,interval,2078000.0636673092
301,1,0.0964897746055479,0.747107354569994,0.6507158858556212,1000,interval_capped,1645084.4986063757
302,0,0.490870475966007,0.609801744893035,0.11899568714397446,622,interval,992645.1454767493
302,1,0.19566685617263,0.537867466777345,0.3422523158414348,1000,interval_capped,1499703.6098780655
303,0,0.0539279286965811,0.55406869210139,0.5004116608440734,1000,interval_capped,1134815.4459521556
303,1,0.229729321812361,0.626268504358887,0.39659909813892086,1000,interval_capped,1400720.8161317063
304,0,0.842883676996331,0.961966186974659,0.1191470101138392,607,interval,1253749.5901769723
304,1,0.013777290344463,0.252804568463568,0.23906339424986178,1000,interval_capped,1852786.1727958203
305,0,0.835196172789471,0.959525140183601,0.12439630923338381,622,interval,2099283.3069023592
305,1,0.132827908331767,0.435105546652251,0.30232331134490337,1000,interval_capped,1886780.5905536283
306,0,0.257765961541021,0.354564065144876,0.09685053356020056,494,interval,1161585.6971501457
306,1,0.0695139228921884,0.64115319176875,0.5717256414393206,1000,interval_capped,1111100.3781378902
307,0,0.408808945945996,0.979014532443615,0.5705144340152358,1000,interval_capped,1281187.7801623945
307,1,0.114025963599652,0.145522192186868,0.031500987549954264,184,interval,1563570.8878465209
308,0,0.468233138684969,0.974551691919087,0.5065927968262408,1000,interval_capped,1263429.163384343
308,1,0.0751793131197792,0.483058795674299,0.4079411116239752,1000,interval_capped,1022288.228055168
309,0,0.192190308223069,0.25724997824949,0.06509490910169563,322,interval,1144225.4299028234
309,1,0.125749881004961,0.284331510489284,0.15860559057742982,773,interval,1394889.639250696
310,0,0.0706896389709566,0.21010290141209,0.13948877457403316,679,interval,1384736.746561795
310,1,0.02587088937327,0.849381667053661,0.8236352070892867,1000,interval_capped,1485800.3367943887
311,0,0.558033126873948,0.791737704312259,0.23383116174457996,1000,interval_capped,2534772.9867688194
311,1,0.290591154014906,0.42966940954246,0.13909926973355421,742,interval,1088328.1885029348
312,0,0.216342381333371,0.905616126287208,0.6896470848335723,1000,interval_capped,1050457.5286685796
312,1,0.0807808524698529,0.499376469788889,0.4186588655565104,1000,interval_capped,1442835.6020813105
313,0,0.673011314945667,0.907993844008147,0.2351098055615231,1000,interval_capped,2602000.0883599943
313,1,0.603362938627169,0.886319709979334,0.28299952506560333,1000,interval_capped,2765774.6989429216
314,0,0.0527656659355833,0.148676396735722,0.09596268011775655,460,interval,2222263.1864661383
314,1,0.581305737706844,0.60038657443456,0.019083719771022297,101,interval,1274990.685596329
315,0,0.539180981499805,0.744388965824104,0.20531913366771912,1000,interval_capped,1507388.9544135637
315,1,0.0264055920196251,0.919247276237014,0.8929765892678334,1000,interval_capped,2058254.952335241
316,0,0.11679073284974,0.154071612350482,0.03730107240547852,194,interval,1088337.9406059214
316,1,0.384364518427865,0.392595061015733,0.00823178619217391,40,interval,1736116.4089723066
317,0,0.16069233854981,0.182544660631489,0.02186415822567497,99,interval,1373027.6150030487
317,1,0.655350059599786,0.784193839478982,0.12886324769407445,653,interval,1718424.495923436
318,0,0.122331324382715,0.17191934782336,0.049614882416259797,263,interval,1005659.0484984507
318,1,0.522576802103877,0.831538276320901,0.30900815714413354,1000,interval_capped,1871800.7624958623
319,0,0.314906000577198,0.568734934557981,0.2539664184916606,1000,interval_capped,983473.9561302033
319,1,0.331764682272627,0.383262406384037,0.05150550522556702,267,interval,2001328.797199534
320,0,0.487770701062755,0.697053916241454,0.2093965718399057,1000,interval_capped,1403775.6523092105
320,1,0.0918849384335554,0.272729061241556,0.18087144768086585,910,interval,2559924.2957679355
321,0,0.406022532784588,0.519912358180315,0.11395151295314175,576,interval,1074050.8164882076
321,1,0.183133823269804,0.984570177533805,0.8015574483098004,1000,interval_capped,1550226.856201799
322,0,0.589683957530934,0.709336346524534,0.11971719779974406,611,interval,1864118.3267043117
322,1,0.421367988007579,0.533274220157809,0.11192314076478076,551,interval,2281981.7905743774
323,0,0.785745550434407,0.859432468790202,0.07372683031448836,356,interval,1740792.297518509
323,1,0.563456550555912,0.811366810398835,0.2479477181591071,1000,interval_capped,1420789.5261117246
324,0,0.581019454012105,0.972464935972846,0.3916575054278005,1000,interval_capped,1405486.5057894303
324,1,0.366548390515363,0.790175647709258,0.42369126569339904,1000,interval_capped,994334.6587065043
325,0,0.0799426001579557,0.299320848441139,0.21949707284226477,1000,interval_capped,2781821.822982113
325,1,0.756295891906458,0.934990678142082,0.1787217863517448,904,interval,1459260.7305996218
326,0,0.073753450062682,0.431434243319148,0.35787452833678146,1000,interval_capped,1170034.8481237588
326,1,0.41040166334759,0.779951842308268,0.36960601661523174,1000,interval_capped,1052165.0837829432
327,0,0.206039088028369,0.49498021835305,0.2890976330895632,1000,interval_capped,1061565.328471579
327,1,0.123488595394246,0.915716488851855,0.7923475961393047,1000,interval_capped,1188074.4834951935
328,0,0.232703087073187,0.489113413482264,0.2565492091115233,1000,interval_capped,1676683.6364134268
328,1,0.413128729802282,0.51455851150587,0.1014451073655269,519,interval,2312354.211614691
329,0,0.196896849415394,0.828819044083127,0.6322644705166052,1000,interval_capped,2027364.529908141
329,1,0.853563893267704,0.989953938834515,0.13641065359430635,657,interval,1292800.9840612598
330,0,0.0791347896847692,0.963252081021805,0.8845961667412365,1000,interval_capped,1606472.3239338307
330,1,0.427908776566574,0.837509367472044,0.40966248002798183,1000,interval_capped,1200060.519608236
331,0,0.490874845008261,0.520743784849093,0.029885118124844172,151,interval,1737796.434465685
331,1,0.50972700840153,0.961283408332411,0.45162462841974765,1000,interval_capped,1557185.0353753467
332,0,0.131344542929544,0.383710242627742,0.25250239165935917,1000,interval_capped,1327079.446722646
332,1,0.205300260138396,0.89603268226586,0.6908367892217631,1000,interval_capped,1182791.1250196015
333,0,0.847081659764216,0.9989521934768,0.15195279323168895,777,interval,1519832.983912795
333,1,0.505479526945331,0.735808717126949,0.2303639920637092,1000,interval_capped,1114904.1686367511
334,0,0.603394152697943,0.896838150091674,0.29360293910230184,1000,interval_capped,1491605.0892374716
334,1,0.660097842002971,0.83186472286465,0.1717928341971213,880,interval,1277128.9248967739
335,0,0.109308383904586,0.944781871974993,0.8359260159286662,1000,interval_capped,2462258.3770051817
335,1,0.474233968602421,0.737782639497963,0.2635884921173445,1000,interval_capped,1138685.793729812
336,0,0.64048408785967,0.826690228657864,0.1863069979376404,906,interval,1724281.293205387
336,1,0.198731881689018,0.629253543595855,0.43058671212519445,1000,interval_capped,1891312.8280302403
337,0,0.154447089680245,0.882966051442542,0.7289135585151263,1000,interval_capped,1415668.9011707318
337,1,0.728437936296268,0.946002941867036,0.21759787883214277,1000,interval_capped,1424412.0994853226
338,0,0.557985885374029,0.999850482386587,0.4421039296096802,1000,interval_capped,1092339.8719974353
338,1,0.576045142884641,0.820357823571604,0.24434959542234658,1000,interval_capped,1841283.9834920045
339,0,0.154447089680245,0.290368298174475,0.13599482918267813,654,interval,1449648.675441079
339,1,0.52201121513847,0.728437936296268,0.20645791146591544,1000,interval_capped,2223469.588931082
340,0,0.108032283694915,0.560060385522266,0.4522729394095289,1000,interval_capped,1269188.0287299152
340,1,0.199148018841565,0.772320838844516,0.5732594242795689,1000,interval_capped,1520249.0518429542
341,0,0.221446908104735,0.529388227289036,0.30810811325691945,1000,interval_capped,1037728.2537511386
341,1,0.125994610668061,0.326364040485138,0.2003997048910513,996,interval,1340241.5572597228
342,0,0.763899714554799,0.822986419796003,0.05911870910554698,298,interval,1213482.4365203439
342,1,0.289316536477545,0.646917696310252,0.35765519203501006,1000,interval_capped,1203678.5115061898
343,0,0.848748304328727,0.984655639233824,0.1359809480790211,682,interval,1687462.9636440768
343,1,0.703115570377345,0.791230486505037,0.08812822996307325,446,interval,2365139.9676519632
344,0,0.067800249805125,0.192672041307858,0.12493942735853523,604,interval,2535555.726381444
344,1,0.231085089287868,0.45843322857965,0.22738249074819564,1000,interval_capped,1087156.8402692743
345,0,0.0739331412577038,0.406166522280943,0.33241333270633083,1000,interval_capped,1730127.4145661038
345,1,0.917314787709262,0.932617929277813,0.015305453816199955,60,interval,1564234.7895517587
346,0,0.301672184242442,0.340460993872906,0.03880981929408245,206,interval,2106769.620387988
346,1,0.213850985249929,0.416543492158831,0.2027231329911657,1000,interval_capped,1835532.270363649
347,0,0.336660906249732,0.610389427832101,0.2738767845534685,1000,interval_capped,1258719.4679730474
347,1,0.828465933948833,0.981539439840677,0.15309663472800733,759,interval,1765635.9705763792
348,0,0.925414502306784,0.989928164365444,0.06454860539287308,331,interval,981590.6323228127
348,1,0.0631305303503208,0.339202069701869,0.2761132527320958,1000,interval_capped,1435641.041279464
349,0,0.0673527262536361,0.472958022879052,0.40582498964835595,1000,interval_capped,1449761.5346654723
349,1,0.323333891287486,0.559710685529871,0.2364125098949076,1000,interval_capped,1396357.2550733357
350,0,0.531806305480073,0.603974616092035,0.07220740002832492,380,interval,1410225.9652098983
350,1,0.00489595935639704,0.340437960365558,0.3355927001547907,1000,interval_capped,1047670.0177880385
351,0,0.080584927765279,0.48762008951862,0.40725562925184877,1000,interval_capped,2674130.787190746
351,1,0.678168642309907,0.976188352371644,0.2980647397290678,1000,interval_capped,2134582.9351224164
352,0,0.600745257198273,0.820383284353512,0.21975699242157012,1000,interval_capped,2418878.881891981
352,1,0.0925092665747018,0.622039849392546,0.5296105929150985,1000,interval_capped,2357543.0880162055
353,0,0.0799426001579557,0.441681432123857,0.3619347650520089,1000,interval_capped,1094455.1932713548
353,1,0.186322292326592,0.756295891906458,0.5700597204662029,1000,interval_capped,1109515.1272188968
354,0,0.0261879825240924,0.317293255194953,0.29126294762697913,1000,interval_capped,2431378.1009471957
354,1,0.382681433082756,0.578033908124995,0.1953819920730474,975,interval,1681032.0163702052
355,0,0.709546311540281,0.730989436885196,0.02145473985061179,113,interval,2332683.0613878993
355,1,0.224186746439056,0.794033997214592,0.5699333525710396,1000,interval_capped,1932729.3174553406
356,0,0.443733313791041,0.472475767244497,0.02875802158468718,142,interval,1290017.826279499
356,1,0.115342149849394,0.724062483472703,0.6088123089967326,1000,interval_capped,2256781.8290019617
357,0,0.322922723471777,0.968349105296504,0.6457759721138284,1000,interval_capped,1966565.9961241316
357,1,0.256414691909532,0.494798244397522,0.2384195713542034,1000,interval_capped,1396679.4299259828
358,0,0.0113094474069314,0.421413119677415,0.41032580180436673,1000,interval_capped,2542030.1987734246
358,1,0.128278128852845,0.205595615874974,0.07732916940621941,399,interval,2161872.5794518176
359,0,0.128638566222514,0.251513517719266,0.12294150577935761,595,interval,1924655.951470024
359,1,0.0752174769816451,0.97622348518226,0.9011421468499811,1000,interval_capped,1800187.9581887252
360,0,0.781208634039171,0.950233720107291,0.169116637219991,841,interval,1288535.945724408
360,1,0.334769341944679,0.862766412743467,0.5280768491880924,1000,interval_capped,1274719.9856928056
361,0,0.470334895098202,0.505474934863782,0.035159073100762224,177,interval,1438454.534852565
361,1,0.116688797270331,0.231436959136565,0.11476549988577166,583,interval,2440263.9769368623
362,0,0.750431747771687,0.931233248801445,0.18089943078719412,888,interval,1828341.2638157087
362,1,0.161895761443923,0.234638068099398,0.07275329774686586,347,interval,1590517.3494471223
363,0,0.135359567991854,0.175984716871575,0.04064715318252234,205,interval,2297462.582416341
363,1,0.229531082117241,0.496776856620306,0.26728615434344183,1000,interval_capped,1943336.7572332388
364,0,0.303094713011787,0.332632062268723,0.029553347937431272,157,interval,1102177.9195589307
364,1,0.775902891422308,0.919182190031856,0.14330094757749862,736,interval,1572180.3139089013
365,0,0.0756653939636419,0.453407151740979,0.377946358726455,1000,interval_capped,1238736.1316884009
365,1,0.60904636378547,0.700014754212288,0.09098213541152958,485,interval,1356289.1590725388
366,0,0.0781241555233958,0.0954810096184485,0.0173662553030167,81,interval,1233236.9648258912
366,1,0.816759200026495,0.879535634389145,0.06278591964788482,339,interval,1793939.7996943435
367,0,0.733974498265536,0.797218495055205,0.0632782524193493,306,interval,2034115.5418866852
367,1,0.417478336659636,0.716172769497968,0.2987395644537593,1000,interval_capped,1645164.9984679804
368,0,0.668614555108517,0.742384281562505,0.07380968326505777,353,interval,968246.9888724576
368,1,0.0250148755682991,0.222803376596389,0.19781838613334451,985,interval,1699057.905014401
369,0,0.0213857145585851,0.20592804355175,0.18464228494160598,883,interval,1026643.7686369354
369,1,0.631090072758577,0.645813670108049,0.014725822030149776,69,interval,1754716.6268708198
370,0,0.717133353903691,0.741487230752867,0.02436706794127914,120,interval,1380336.4385750568
370,1,0.379346626627287,0.652937731378082,0.27363244334692016,1000,interval_capped,1023270.9196705603
371,0,0.120198673793856,0.907059721074092,0.7872872445798006,1000,interval_capped,1080086.6976369924
371,1,0.0181807428000875,0.718958380205327,0.7008835222941238,1000,interval_capped,1300609.5986827686
372,0,0.408349413148976,0.832338131989253,0.4242183691039927,1000,interval_capped,1485003.0240458134
372,1,0.141637407943718,0.602618832379923,0.4610510770111428,1000,interval_capped,2281620.7716746056
373,0,0.474645636792392,0.663646431716127,0.1891031657663259,993,interval,1036504.9322328422
373,1,0.809637637041669,0.957321395237439,0.14770607266114655,738,interval,1121749.8553491542
374,0,0.518106039304177,0.771306829981033,0.2533379349586921,1000,interval_capped,1314210.4413792512
374,1,0.467902348699999,0.545701701268729,0.07781110776090831,388,interval,1665967.6809336112
375,0,0.0062935826684257,0.792370241120202,0.7865024308930997,1000,interval_capped,1275981.7379221823
375,1,0.28147893224455,0.286904570706319,0.005426458255516635,26,interval,1914454.6990725796
376,0,0.810935848711058,0.894921382775323,0.08403102418980164,401,interval,993915.9722421686
376,1,0.164953365140603,0.319052464784995,0.1541223834439485,748,interval,1705042.0878509055
377,0,0.29136637973203,0.958344830410415,0.6673397144816058,1000,interval_capped,1243829.651729907
377,1,0.441921844989399,0.46626667418127,0.024348507604817247,116,interval,1275167.814663222
378,0,0.515129363895685,0.62474461448355,0.10967462285435746,594,interval,1304874.4439949358
378,1,0.57806341658464,0.811744065173901,0.23371595686422517,1000,interval_capped,1897087.3597610064
379,0,0.0941975048208723,0.77573300832882,0.6819046520280789,1000,interval_capped,1398185.7841675945
379,1,0.0570168823114529,0.293560191221239,0.23657904972205426,1000,interval_capped,1331160.098455117
380,0,0.52619626952573,0.763899714554799,0.23783219529154387,1000,interval_capped,1510415.6291484802
380,1,0.359140989670353,0.646917696310252,0.2878201886275932,1000,interval_capped,1398971.6937582295
381,0,0.717985046018192,0.822662662195111,0.10473431401129982,511,interval,2108693.352405885
381,1,0.115097632544183,0.209938644235685,0.09485534181485157,497,interval,1258367.8934230097
382,0,0.543232058924543,0.746618734905816,0.20349683882688627,1000,interval_capped,2393200.739068163
382,1,0.0127924060943631,0.899180785920288,0.8865223098061306,1000,interval_capped,984683.511951408
383,0,0.0848041383195542,0.775691203596146,0.6912612789990051,1000,interval_capped,1547754.8076359886
383,1,0.420555852045088,0.621554123946286,0.20102864199086717,1000,interval_capped,1551706.3797670587
384,0,0.797753431193363,0.918599054982118,0.12091107890144742,585,interval,2146460.7586041032
384,1,0.00160312115745768,0.182471873767062,0.1808960812039408,908,interval,1753187.8265325294
385,0,0.907059721074092,0.943145638132098,0.03610546272042697,192,interval,2067705.2086011032
385,1,0.718958380205327,0.979394566370214,0.2604755371018485,1000,interval_capped,1868105.0232901047
386,0,0.785449099463337,0.908621112738606,0.12323872845912685,593,interval,1540553.982909037
386,1,0.293852312749205,0.836805396245196,0.5430351216830659,1000,interval_capped,1491631.8183375604
387,0,0.504540311718215,0.674067608489909,0.16961911994217152,908,interval,1901339.6600747297
387,1,0.45195618867109,0.576221622831149,0.12428421020396488,596,interval,1309562.4895617878
388,0,0.121940316497931,0.230020459544436,0.10813868383367725,516,interval,2166182.767518874
388,1,0.127173370295274,0.746351712320566,0.6192718975648033,1000,interval_capped,1774887.1445017988
389,0,0.50860124176476,0.77395541185483,0.2654978971573984,1000,interval_capped,1157483.5147292516
389,1,0.619079880912811,0.703784293033613,0.08471721064174033,442,interval,1356315.887957909
390,0,0.283831396105305,0.410896519536038,0.12713394728808647,676,interval,2075577.4872407685
390,1,0.305412212265051,0.428894123527732,0.12350056891919765,654,interval,1723306.1600271033
391,0,0.802641678503536,0.943256039778391,0.14069052397379975,692,interval,1743691.4925163775
391,1,0.00511886587875387,0.64726546689781,0.6422436269768879,1000,interval_capped,1394954.0661308405
392,0,0.729852061410062,0.835196172789471,0.1054011702158454,516,interval,1001791.0429060335
392,1,0.132827908331767,0.573490820116111,0.44072949430775676,1000,interval_capped,1802379.6366141418
393,0,0.261385102081122,0.936722697339083,0.6757033867282443,1000,interval_capped,1642731.6925586876
393,1,0.829352127045343,0.89972396861351,0.07038247449111902,362,interval,1133857.467994751
394,0,0.799461958175464,0.869892399137155,0.07046858907418023,333,interval,2007957.0141799196
394,1,0.736510769125439,0.816413769631116,0.07991507355121737,394,interval,2012420.5906211964
395,0,0.158411882097458,0.802629733183978,0.6445667867841419,1000,interval_capped,1455736.4958265517
395,1,0.000679344830376863,0.728748448535117,0.7281791122324541,1000,interval_capped,1740779.6600810152
396,0,0.350406364549975,0.876678652213681,0.5265573390442683,1000,interval_capped,1403636.6127719525
396,1,0.577278518834182,0.809128900941346,0.23188541383568506,1000,interval_capped,1316137.8386001692
397,0,0.432753709638788,0.46373709336211,0.031000165637384062,146,interval,2431898.638935211
397,1,0.395476342547541,0.518798806322651,0.1233410973397056,631,interval,1925143.4574423842
398,0,0.79177450026107,0.809922441572346,0.01815777100561187,95,interval,1052328.6485082568
398,1,0.467392849123807,0.911202697112671,0.44387690600260715,1000,interval_capped,1088066.5833892731
399,0,0.401559098530092,0.914190438631117,0.5129090029661247,1000,interval_capped,956865.9330568917
399,1,0.655298394509278,0.883863061841145,0.22859920260113298,1000,interval_capped,1414839.317441129
400,0,0.269943701136174,0.329793069632664,0.05988178545158268,301,interval,1312666.699143042
400,1,0.109264929261066,0.664677727174519,0.5554967187169332,1000,interval_capped,1051162.1753643407
401,0,0.386242710490877,0.437153192766289,0.05093805755079297,258,interval,1471986.3922001084
401,1,0.424703386234953,0.733135187749767,0.3084784044103526,1000,interval_capped,1813732.1876451992
402,0,0.0218706308243376,0.487139844713533,0.4655212234189789,1000,interval_capped,1854499.0770880317
402,1,0.67566229209055,0.813466816929221,0.1378253465887119,692,interval,1075357.8380636168
403,0,0.0291727158084956,0.924436167313032,0.8957483641415882,1000,interval_capped,1381705.0276776466
403,1,0.0205222854469406,0.957805135631116,0.9374244701291445,1000,interval_capped,1263688.6938863087
404,0,0.084620944087284,0.71926248182969,0.6349852865027648,1000,interval_capped,979985.9806952884
404,1,0.544121429543491,0.691821746838356,0.14772263426225973,750,interval,1942820.5916560784
405,0,0.35630133452643,0.785449099463337,0.4293802095586892,1000,interval_capped,1786791.830701809
405,1,0.436384117969693,0.836805396245196,0.40048178043809207,1000,interval_capped,1988303.5870175583
406,0,0.118110302976598,0.246994327670734,0.12895383374552,634,interval,1628425.7899734103
406,1,0.126283415414906,0.160375992678206,0.034097728524645404,185,interval,2235977.067626633
407,0,0.754472000266119,0.937176045383087,0.1828030053729337,907,interval,1946742.9930528896
407,1,0.787280196756351,0.830761361141161,0.043487734226673784,224,interval,1943045.111152097
