q,p,lo,hi,coverage,n_local,method,cond_number
506,1,0.366815327443278,0.997563069621633,0.6308430458111047,1000,interval_capped,1716032.0458062983
507,0,0.627374725441368,0.894571836303518,0.26734183614432594,1000,interval_capped,1021686.1224623147
507,1,0.247021467360661,0.415018240571739,0.1680221568973073,855,interval,990852.4696955404
508,0,0.776205933825188,0.87119724740588,0.09504276490296817,467,interval,1106084.586639759
508,1,0.643826052046481,0.675653005365908,0.031831762253439526,175,interval,971067.0674692325
509,0,0.263417303112239,0.997232464082542,0.734212626369138,1000,interval_capped,2165127.85372957
509,1,0.490456159469022,0.644310640889469,0.15387772825910165,759,interval,1834984.784072439
510,0,0.359441787877794,0.78566147048019,0.4264505412506595,1000,interval_capped,1386693.7454349715
510,1,0.568350099096187,0.614725755891538,0.04638266398422895,246,interval,1237626.5682407056
511,0,0.927287663597825,0.9282559240504,0.0009687849034823282,10,interval,1978561509.627194
511,1,0.7861040001008,0.942150236520387,0.15606981442425236,788,interval,2006064.8278113205
512,0,0.205148992867707,0.513972427522144,0.3089907065181884,1000,interval_capped,1560233.8966729303
512,1,0.888140587066522,0.946545221626854,0.0584134592829125,273,interval,2289268.404044111
513,0,0.536919297588276,0.723428860528046,0.18661058442551093,953,interval,2016112.3282241088
513,1,0.0957082783688351,0.213244599293492,0.1175540802246355,608,interval,1722397.0072349932
514,0,0.0516675754411729,0.184784452072064,0.13318897837432173,650,interval,1065511.0716092738
514,1,0.0790681612856366,0.588199881491734,0.5092086481112473,1000,interval_capped,2095383.8056014772
515,0,0.243818173068314,0.560467381177459,0.3168207187435471,1000,interval_capped,1175179.9544970996
515,1,0.910642970905441,0.969503888551896,0.05886981131170903,272,interval,1197428.592840168
516,0,0.0820639189246344,0.521009938478272,0.43918377132548475,1000,interval_capped,1181573.2126158138
516,1,0.613264931818529,0.751418631864886,0.1381745745554702,725,interval,1283856.5804784065
517,0,0.426103668931437,0.777610584824097,0.35169730693927426,1000,interval_capped,2670402.9963988285
517,1,0.60115350052675,0.923655068187813,0.3225502964458216,1000,interval_capped,1160482.1798620415
518,0,0.566401943408,0.911445207104458,0.34523015375503774,1000,interval_capped,977996.6974524399
518,1,0.17150312196673,0.350995557852183,0.1795195565234626,890,interval,1001806.2733198191
519,0,0.804544660607768,0.883666334179637,0.07916452922437582,382,interval,1035898.9324281306
519,1,0.409221602843382,0.639523166839066,0.23033636170356153,1000,interval_capped,1316707.8423756284
520,0,0.773699677112677,0.848936605036133,0.07527767943303876,373,interval,2053300.2303669273
520,1,0.24348614227035,0.260048460135027,0.016564820369170827,70,interval,1096994.2560114402
521,0,0.777610584824097,0.880700827902839,0.10314608112456153,505,interval,1506144.1115453378
521,1,0.923655068187813,0.978335526145988,0.05468871997155271,255,interval,1095898.8203131596
522,0,0.0951853573080464,0.863324379850117,0.7685550791993788,1000,interval_capped,1754405.6681274087
522,1,0.14239073897495,0.17159080443488,0.029204477480978635,157,interval,2322617.729695616
523,0,0.0979489876132341,0.41954902220228,0.32177422680094336,1000,interval_capped,1930715.100185143
523,1,0.301989887359846,0.811539107015212,0.5096262106431265,1000,interval_capped,2361553.0896224426
524,0,0.419378322944328,0.677771830662174,0.2585334645953595,1000,interval_capped,1988086.3344849062
524,1,0.20656251073224,0.884071513653244,0.6776113720059509,1000,interval_capped,1391625.7572107424
525,0,0.509180785761672,0.796265169213268,0.28723988052366106,1000,interval_capped,2505538.435927207
525,1,0.467601011872128,0.485559089966142,0.017960791492675814,93,interval,1111946.3018438485
526,0,0.262544655973366,0.307343423125407,0.04482303206342531,226,interval,2446456.3429803727
526,1,0.331838186334893,0.966205473551879,0.6344631377494995,1000,interval_capped,1768462.8809730513
527,0,0.254874737968237,0.5047415346086,0.2500021350896954,1000,interval_capped,1539728.467851415
527,1,0.118692025535475,0.521518140139901,0.4028869801288205,1000,interval_capped,2418665.318608974
528,0,0.471288165682524,0.506757043466554,0.03548808923182297,180,interval,1227684.2842518205
528,1,0.120994818219546,0.210959985386901,0.08997876056877152,459,interval,1643752.301300567
529,0,0.464964655844575,0.60532787744412,0.14043924827059528,732,interval,1142428.9522247375
529,1,0.61601731218081,0.88356781366495,0.26759092736762774,1000,interval_capped,1934640.758393107
530,0,0.419378322944328,0.540944904416756,0.12163242708636449,620,interval,1264095.7614978703
530,1,0.20656251073224,0.477863621597874,0.27134210345221904,1000,interval_capped,1185424.2422112257
531,0,0.132673891339653,0.999312561137362,0.8671080780395359,1000,interval_capped,1469403.2826660892
531,1,0.261998984618968,0.55917002714701,0.2972159439648719,1000,interval_capped,1448336.9498846468
532,0,0.331191197784504,0.579089831239557,0.2480329058637705,1000,interval_capped,2383506.4703103662
532,1,0.159330167563414,0.180602849653544,0.021275896313100534,116,interval,1277463.260515572
533,0,0.0231265801225737,0.203140693282009,0.18011161643422216,860,interval,1004783.9084630891
533,1,0.375152379977111,0.622173012055377,0.24705795597501104,1000,interval_capped,2352061.4386996487
534,0,0.340414639966257,0.48785487697374,0.14752009689008486,764,interval,981284.5022904763
534,1,0.679415068734122,0.735870956115088,0.0564644176551116,296,interval,1174544.1572197983
535,0,0.764784267625678,0.880700827902839,0.11597934560010423,575,interval,1912455.3768688797
535,1,0.290365982859807,0.978335526145988,0.6880734929197857,1000,interval_capped,1243144.9324065822
536,0,0.174909416757877,0.205148992867707,0.03025595514615735,128,interval,2192414.9959308244
536,1,0.791254505467813,0.888140587066522,0.09690072072449864,506,interval,1114049.2062539798
537,0,0.473944863079265,0.935182489339084,0.4614874521108367,1000,interval_capped,2362879.0671812803
537,1,0.231641072531096,0.535344607107086,0.30374942304801855,1000,interval_capped,1532828.2135547954
538,0,0.0861070433637504,0.176240804037266,0.09018258093921742,460,interval,2300485.8465820714
538,1,0.651985617547371,0.906778015052713,0.254830895686874,1000,interval_capped,1155187.2277045154
539,0,0.194653107317348,0.234632805487098,0.04000135286908509,172,interval,1591331.004559752
539,1,0.283646016739339,0.748342682819084,0.46476688001384675,1000,interval_capped,2361804.5347626507
540,0,0.013736988322504,0.29136637973203,0.27777976725708825,1000,interval_capped,2910154.7270811065
540,1,0.387815620790248,0.46626667418127,0.07846290705276542,411,interval,1402011.7491789802
541,0,0.377930640214531,0.813901621257462,0.4362071214078038,1000,interval_capped,1200657.0559974979
541,1,0.332882602101902,0.866506821678184,0.5337048482067916,1000,interval_capped,2280753.5172359385
542,0,0.718654194729309,0.846522228512643,0.12793729253097114,623,interval,2819719.1043387596
542,1,0.832100830518737,0.860223969953802,0.028127388736605537,147,interval,1237456.2648255848
543,0,0.536756138622602,0.699893621237514,0.16322584479116733,849,interval,2807294.652364818
543,1,0.126244404224255,0.236184834382317,0.1099570417472592,556,interval,1142852.5417328512
544,0,0.38865357378842,0.923309778566763,0.5349457972438227,1000,interval_capped,1593308.9177570252
544,1,0.0331887725321511,0.0940749448192246,0.06089537196075469,281,interval,2133724.7875457434
545,0,0.330004918068736,0.607694330440453,0.2778398207291767,1000,interval_capped,1813782.430514158
545,1,0.141007172625036,0.716379150455885,0.5754589143920174,1000,interval_capped,1841566.042858865
546,0,0.580995791012583,0.912876398123665,0.332060367716868,1000,interval_capped,1300085.3756763062
546,1,0.552946172369464,0.881418945934805,0.3285224045770543,1000,interval_capped,2044977.8400780666
547,0,0.624185575510555,0.677322820771082,0.0531660266451369,281,interval,2059085.6341883307
547,1,0.0483441878375355,0.56619118778709,0.5179252447009877,1000,interval_capped,1076896.4568613518
548,0,0.11961085978105,0.579089831239557,0.459727844747532,1000,interval_capped,1592742.3238917242
548,1,0.180602849653544,0.409260685655554,0.22869238534871467,1000,interval_capped,1598453.89342222
549,0,0.419280920149198,0.809289540451333,0.3902198655040091,1000,interval_capped,2369328.262818404
549,1,0.289692271408933,0.3513909766984,0.06170802773385619,334,interval,1754074.2713275612
550,0,0.100404420305119,0.177132845673763,0.0767699847364701,396,interval,2443847.941821598
550,1,0.541265886837754,0.731881159688031,0.19064407410749196,979,interval,1642139.5465064642
551,0,0.243751386865209,0.287184334120409,0.04345647238062878,220,interval,1512193.9980680875
551,1,0.253020111094767,0.503231733902037,0.25024942885081985,1000,interval_capped,1050037.1161382706
552,0,0.174909416757877,0.820345203085441,0.6457853817105429,1000,interval_capped,2221403.576332457
552,1,0.791254505467813,0.923443000465996,0.13220846818704865,674,interval,2286891.683041496
553,0,0.106986946536788,0.267676259721791,0.16077634932891305,789,interval,1347851.1601419768
553,1,0.173024392373677,0.660073014096333,0.48712221295393915,1000,interval_capped,1354402.0268930672
554,0,0.610503354427111,0.611546413994597,0.0010436245327647522,10,knn_fallback,1187248.190388175
554,1,0.697597624623428,0.823783889260632,0.1262053309114351,640,interval,957595.3301517728
555,0,0.311659193265484,0.52619626952573,0.2146532786353344,1000,interval_capped,1311283.1787017928
555,1,0.359140989670353,0.641953216677534,0.28285495888050766,1000,interval_capped,1068640.13961696
556,0,0.714851907511908,0.943174795403324,0.22844655724648763,1000,interval_capped,1278926.4692006116
556,1,0.329998121865532,0.599725460102458,0.26976809303233296,1000,interval_capped,1812724.0479698782
557,0,0.0645449689238289,0.612035907834251,0.5477874832119938,1000,interval_capped,1796310.0036799181
557,1,0.0195217275774737,0.47928880887367,0.4598365503884121,1000,interval_capped,1025340.2361306481
558,0,0.679261749049802,0.779076907427003,0.09986922249830982,471,interval,972519.2477440608
558,1,0.00467008165636088,0.0999908162762268,0.0953351372275618,440,interval,1079425.7994844394
559,0,0.124026676194799,0.932519240989434,0.8089304786410815,1000,interval_capped,1778355.407036765
559,1,0.580562965617277,0.871082030266607,0.2905629609970974,1000,interval_capped,1238724.7835003878
560,0,0.374239819195631,0.893559748301453,0.5196012147942672,1000,interval_capped,1387994.442484839
560,1,0.255743545108726,0.798461942329086,0.5428003999472134,1000,interval_capped,2261156.2222096417
561,0,0.276919191183648,0.620583794361926,0.3438507464958774,1000,interval_capped,1496808.5398295694
561,1,0.224097803500225,0.8682154643406,0.6442149846179988,1000,interval_capped,2656452.003379313
562,0,0.526997081569822,0.727956464193485,0.20106823074429683,1000,interval_capped,1313892.263985053
562,1,0.0675967090932146,0.455766308244455,0.3882282501307816,1000,interval_capped,1630726.0838222618
563,0,0.150887070676611,0.401403908698858,0.2506525285615481,1000,interval_capped,1771480.02437248
563,1,0.912411259860826,0.997165356034145,0.0847669022013324,383,interval,1326197.3550799682
564,0,0.212180463890441,0.651424114739022,0.43948156383015446,1000,interval_capped,1991710.6696707977
564,1,0.068444228008668,0.202465630042876,0.1340416521684946,678,interval,1432890.1193727127
565,0,0.224793494389291,0.584385676911731,0.359786952892209,1000,interval_capped,2193716.480698487
565,1,0.571118946501598,0.710192165519002,0.13909423246240626,732,interval,1456339.7412504137
566,0,0.192190308223069,0.518838344438904,0.3268249626394067,1000,interval_capped,1643417.5069532332
566,1,0.125749881004961,0.663752314583771,0.5380837237411359,1000,interval_capped,1928474.7674148357
567,0,0.500077474411373,0.899531878666329,0.39967076569384163,1000,interval_capped,1862003.8269648042
567,1,0.18060366806327,0.970896399301204,0.7904121415238315,1000,interval_capped,2470361.9251159374
568,0,0.408626133070308,0.46380608150888,0.055209836237816744,273,interval,2262671.756346286
568,1,0.705598653263414,0.803329701356772,0.09774581489043532,493,interval,1285749.0689771373
569,0,0.248760041431848,0.883294913056129,0.6348785626097484,1000,interval_capped,1362870.4886261062
569,1,0.0249407148433046,0.194854008214471,0.16993896663644806,870,interval,1795130.743474538
570,0,0.210223176919927,0.233603508438502,0.023392995297256858,95,interval,1665507.4618896137
570,1,0.203682067967549,0.297969379732829,0.0943015582266346,444,interval,1025656.2384001628
571,0,0.496653105396991,0.704211773359995,0.20767109053633226,1000,interval_capped,2340740.6893514534
571,1,0.0972037873936145,0.121137468506668,0.023937297403057597,137,interval,2363739.5106331757
572,0,0.100404420305119,0.568606236591808,0.46845541423824894,1000,interval_capped,2326914.589735082
572,1,0.267918124356865,0.541265886837754,0.27338906430890425,1000,interval_capped,1315273.7325009396
573,0,0.421214482613725,0.531806305480073,0.11065172408578498,564,interval,976340.5316573627
573,1,0.00489595935639704,0.632639151566395,0.627838041866447,1000,interval_capped,1362671.9711774264
574,0,0.064161707239308,0.481793897134481,0.41785839719334816,1000,interval_capped,2722369.426582638
574,1,0.648834498870962,0.712640511645667,0.06381565362540025,332,interval,1281155.8625310613
575,0,0.738130263209478,0.779876922284848,0.041769270835635905,206,interval,1347487.4133590797
575,1,0.867929046579582,0.898442118816854,0.030517682648750443,153,interval,1228639.3167319084
576,0,0.804128133587324,0.866661300065563,0.06256703709208918,295,interval,1987746.5007602174
576,1,0.179891714526396,0.997994237414194,0.8182261351295538,1000,interval_capped,2208215.445101192
577,0,0.00177579090696088,0.0283960161725594,0.026634643908078296,120,interval,1886727.4220323884
577,1,0.886560630787261,0.971948124371495,0.08540039531623528,405,interval,1325000.3106436778
578,0,0.101325624691674,0.888391685545834,0.787492369197767,1000,interval_capped,1108203.8190252532
578,1,0.700126009982629,0.967768466353973,0.2676828961488725,1000,interval_capped,1392182.565793905
579,0,0.261226585257603,0.853266928679555,0.592361017569531,1000,interval_capped,1568624.0710921716
579,1,0.0279048271662399,0.177716740741981,0.14983454959746295,765,interval,1670964.225593055
580,0,0.0255263817238789,0.408808945945996,0.38349016630688953,1000,interval_capped,1262803.3154833494
580,1,0.145522192186868,0.836250078681466,0.6908322529035797,1000,interval_capped,1426044.7278942082
581,0,0.308981210092678,0.876923970106927,0.5682503818891175,1000,interval_capped,1864128.706321764
581,1,0.0757284608742364,0.407146771595748,0.3314683867929098,1000,interval_capped,1475760.7969613816
582,0,0.00752811071358883,0.0615589289052546,0.05406008357325524,263,interval,1517668.9526925709
582,1,0.262556244524066,0.398961082417228,0.1364254481557227,693,interval,1941641.8574712097
583,0,0.358387365225511,0.781960946743188,0.42380300692542033,1000,interval_capped,1619634.408864602
583,1,0.409987506181367,0.670207670163533,0.2602594822789808,1000,interval_capped,937714.9184367511
584,0,0.352373197733531,0.952490107587784,0.6004419586125908,1000,interval_capped,1568081.8900845428
584,1,0.475719751059248,0.788128942085802,0.31245639489082216,1000,interval_capped,1838487.8374182018
585,0,0.482776374925522,0.768310846760578,0.2856891294092863,1000,interval_capped,1555293.3195562314
585,1,0.525513532135332,0.762743984292361,0.2372662967940805,1000,interval_capped,2311953.73959304
586,0,0.652939036717109,0.827824509911943,0.17498019858080444,856,interval,1221207.7571088846
586,1,0.0996630254752573,0.55733286514832,0.4577389918798867,1000,interval_capped,2162662.372621045
587,0,0.0525655760641083,0.182089983185057,0.12959456303060193,630,interval,1395613.5247878619
587,1,0.388244709475593,0.85702151900883,0.4688476399618059,1000,interval_capped,1747820.2333146024
588,0,0.684315010959148,0.768310921256757,0.08404140604335349,379,interval,1520883.021602112
588,1,0.110458533373046,0.657314420378856,0.5469385148919477,1000,interval_capped,1881203.9412773924
589,0,0.560467381177459,0.626344298932478,0.06591259948630801,361,interval,1902560.374037285
589,1,0.860176126749109,0.910642970905441,0.050474469508370326,258,interval,1370864.7100132762
590,0,0.485188946694402,0.865103083873484,0.3801199147809747,1000,interval_capped,2499159.482947527
590,1,0.0390203298061645,0.201561686992682,0.16256591657972036,815,interval,2028080.2257504829
591,0,0.0123564474605107,0.0497434945837388,0.037407297532849576,183,interval,1795818.2154579186
591,1,0.183679160729075,0.259751821688055,0.07608415525449233,346,interval,1956626.8215127492
592,0,0.230386518804275,0.319454043337327,0.08911576728006065,457,interval,1760455.570797775
592,1,0.269743649674964,0.418030723119648,0.14830947906874586,775,interval,1062046.3424263706
593,0,0.867370018373544,0.876923970106927,0.00955912655864984,50,interval,1377909.5426960126
593,1,0.270124712402056,0.407146771595748,0.1370427627160906,695,interval,1119571.6145554911
594,0,0.319405665411088,0.42986683207037,0.11052099710977852,591,interval,2448492.659188798
594,1,0.108382956569149,0.177473477765689,0.06910096051675996,378,interval,1063559.6048168507
595,0,0.321773695757172,0.856051299507123,0.5345669911490644,1000,interval_capped,1963220.040687089
595,1,0.23828227326148,0.582401494905827,0.3441712167760434,1000,interval_capped,2322253.409491638
596,0,0.843331713426265,0.9282559240504,0.08497020917668856,425,interval,1684939.3017737786
596,1,0.772157437225149,0.942150236520387,0.17001848457356847,860,interval,1161458.7283008872
597,0,0.691740063074177,0.845056592744199,0.1533995724018357,726,interval,2416112.82425038
597,1,0.428323575385927,0.747107354569994,0.3188319462248447,1000,interval_capped,2581747.3447041
598,0,0.0495298373055554,0.171807538381643,0.12234393186254693,610,interval,2079156.0651753012
598,1,0.484394066980618,0.507113786115378,0.022723151999634254,108,interval,1536879.6928895835
599,0,0.198036022458044,0.928412053178575,0.7307716333406323,1000,interval_capped,1872549.5534688814
599,1,0.251757495066651,0.865211031291047,0.6135462267670898,1000,interval_capped,1336183.707685807
600,0,0.307181138906906,0.727757856253266,0.4208045195254261,1000,interval_capped,1064390.0585553576
600,1,0.160454285205689,0.665841495400601,0.5054635723185567,1000,interval_capped,1331098.4834845886
601,0,0.298238827950988,0.467097126045712,0.16894975890715816,873,interval,1364879.4424289055
601,1,0.217889403710286,0.827815029407254,0.6100177831855313,1000,interval_capped,990741.9414959821
602,0,0.665592036962615,0.688437047841815,0.02285738470553043,128,interval,1013867.7062426648
602,1,0.339168337836448,0.695462961551124,0.3563484585042417,1000,interval_capped,1252337.0820682016
603,0,0.184678578986105,0.67144434866874,0.4870294226583113,1000,interval_capped,1201806.128471905
603,1,0.23609058758987,0.821738780672923,0.5857366823420418,1000,interval_capped,1894950.995469947
604,0,0.37945183059415,0.96716109891277,0.5880275965723215,1000,interval_capped,1869550.277765802
604,1,0.713014033532797,0.828844702722412,0.11584817077197412,592,interval,1893627.2207589084
605,0,0.30619525049623,0.559730925935895,0.25367300110928503,1000,interval_capped,990517.7408293368
605,1,0.663609032128115,0.829524298243778,0.165940335293929,849,interval,1419485.6790589732
606,0,0.478189605823128,0.528229907381581,0.05006740550706931,255,interval,1928260.8905491817
606,1,0.580427109088205,0.893895207353892,0.313515462126892,1000,interval_capped,1121187.5044770238
607,0,0.366528511302256,0.858228118941541,0.49196593299075225,1000,interval_capped,1066965.5520269254
607,1,0.227068794801535,0.561528034951673,0.3345097756946379,1000,interval_capped,1115728.806144073
608,0,0.783634659054376,0.899697702677593,0.11612590828775007,563,interval,1942611.6196614155
608,1,0.021405230991473,0.655193531830103,0.6338840638884599,1000,interval_capped,1225187.240437598
609,0,0.232579767367235,0.658808382258768,0.42645947837790305,1000,interval_capped,1100525.4826495098
609,1,0.116955598573849,0.383613408333111,0.26669810076035755,1000,interval_capped,1837035.4115026258
610,0,0.236433196442921,0.490872541838378,0.2545771605310331,1000,interval_capped,963387.7345166121
610,1,0.187403270093389,0.756026859114801,0.5687095059261859,1000,interval_capped,1006634.945541608
611,0,0.33574232116183,0.872570704235805,0.537119152083302,1000,interval_capped,2925188.5223985706
611,1,0.410341792226378,0.606947323553437,0.1966352376900012,997,interval,1266179.1544619363
612,0,0.415852372029757,0.42986683207037,0.014022050866267446,73,interval,2769126.2486350294
612,1,0.177473477765689,0.346825837608471,0.1693779483530984,841,interval,2708334.580202348
613,0,0.0888803924062656,0.664820858107609,0.5762524194726482,1000,interval_capped,995229.8917484786
613,1,0.554924951944253,0.650383287439199,0.09547275889362129,478,interval,1703757.4286643476
614,0,0.423446387673919,0.633186992056772,0.20985420878544217,1000,interval_capped,1171005.553563228
614,1,0.204912505862296,0.23845533432576,0.033547896659814926,163,interval,1500209.137549283
615,0,0.333366062450088,0.405835487637043,0.07250867769973658,377,interval,1619956.4257243727
615,1,0.232289384182238,0.440214458970079,0.20795649149160694,1000,interval_capped,993338.2657205395
616,0,0.0706896389709566,0.23414720096026,0.16354609753411659,780,interval,1196998.8238570725
616,1,0.849381667053661,0.907014442809959,0.05764148385389033,302,interval,1338474.882021435
617,0,0.27679425824072,0.334949258727585,0.05818649970041655,295,interval,2536446.046270537
617,1,0.115915724213124,0.271812084269278,0.15591991541505945,780,interval,1835748.2655649767
618,0,0.868916623555854,0.954913788894398,0.08604374504885527,449,interval,1237818.3328577296
618,1,0.833885196595075,0.944757566998624,0.11088912280544357,550,interval,1729778.0380209044
619,0,0.727956464193485,0.875921369727046,0.14804504959887813,717,interval,1750777.1070785923
619,1,0.00180125125151682,0.0675967090932146,0.06580539929012705,310,interval,1308130.3362668115
620,0,0.634508033970839,0.70968440655429,0.07521709129369453,369,interval,2235936.3806472914
620,1,0.630072447341822,0.704387837806552,0.07432661924322084,387,interval,1433226.313979982
621,0,0.464002105274499,0.729643195323154,0.2657849725239961,1000,interval_capped,1450505.2809580592
621,1,0.304859452553194,0.390908808661691,0.08606235784545856,444,interval,2899406.270532367
622,0,0.205610951615841,0.531434921782851,0.3260004502414762,1000,interval_capped,1384327.785405891
622,1,0.630828479333282,0.831016756444209,0.20021852481340266,1000,interval_capped,1639750.356434542
623,0,0.198355484336916,0.42835648147613,0.23012557542939202,1000,interval_capped,1140475.9930438998
623,1,0.115921106597949,0.81126149093382,0.6954454476760837,1000,interval_capped,1089974.7591289876
624,0,0.724529149278796,0.865430573403405,0.14097774230896226,684,interval,1659045.2517867303
624,1,0.0158364601592194,0.0891303861568347,0.07330500043663263,352,interval,1388158.0848989717
625,0,0.585512593666655,0.966721007781925,0.38141489275241797,1000,interval_capped,1429953.4417596296
625,1,0.048849104316619,0.461666670766841,0.4128799416457475,1000,interval_capped,1762545.3483207468
626,0,0.0139377478099412,0.987769251958859,0.9743589725739131,1000,interval_capped,1781545.5138798153
626,1,0.519447885818128,0.928980049970448,0.4095940429358046,1000,interval_capped,1230003.7110803565
627,0,0.83691893711209,0.927984857214056,0.0911152452647301,449,interval,2128187.8705322617
627,1,0.0224984288157258,0.486758898489243,0.46433061769996786,1000,interval_capped,1477785.430607113
628,0,0.032871392334281,0.585439108764955,0.5528670105301636,1000,interval_capped,1029245.9188230839
628,1,0.438515459559001,0.476780033325938,0.03827035540140311,188,interval,1284033.314508528
629,0,0.030112833051174,0.25724997824949,0.22726017230487933,1000,interval_capped,1899234.0195542786
629,1,0.239920368231836,0.284331510489284,0.04441785261550192,193,interval,1900347.6098564349
630,0,0.620583794361926,0.99773352299493,0.3773540089140402,1000,interval_capped,1834773.5002354844
630,1,0.806571003825182,0.8682154643406,0.061653774763624054,330,interval,2193687.2777752797
631,0,0.634164920093066,0.827545554242353,0.19348537729847115,943,interval,2119060.9309180453
631,1,0.109694942088948,0.556782982264191,0.44715559351160616,1000,interval_capped,2000443.3576335388
632,0,0.193350274434295,0.229816002151098,0.036485479100777665,158,interval,1005566.4282602788
632,1,0.393399874687036,0.433451699870075,0.04005787686453213,221,interval,1424838.1261770064
633,0,0.273946239977262,0.943428845589739,0.6698452257721655,1000,interval_capped,1619760.0775431436
633,1,0.488437498368639,0.697237767358063,0.20883181793177155,1000,interval_capped,1271267.6451285165
634,0,0.0815937289718986,0.797659296123722,0.7164534186182114,1000,interval_capped,1890730.583010104
634,1,0.791549021555559,0.930882076573969,0.13935410772366358,699,interval,1500739.906028875
635,0,0.443733313791041,0.925446310188281,0.4819739125767094,1000,interval_capped,1059826.9130888218
635,1,0.186751319659854,0.724062483472703,0.5373923495268897,1000,interval_capped,1804790.6789790478
636,0,0.690142639827034,0.70914246547732,0.01901011676129253,74,interval,2157755.5250282674
636,1,0.455668886814592,0.461481176618318,0.005813168019050207,38,interval,2723763.9739813064
637,0,0.631997893215863,0.901809305876546,0.26995755395953763,1000,interval_capped,1587001.188366701
637,1,0.150008155822087,0.39299419993544,0.2430227583988953,1000,interval_capped,2294814.885164362
638,0,0.472108125364358,0.49981747208836,0.027724355280833377,140,interval,1666383.2213724833
638,1,0.0590038627181506,0.856317144211273,0.7974337525579946,1000,interval_capped,2672037.478650873
639,0,0.41053450825929,0.928412053178575,0.5181580493513096,1000,interval_capped,1413440.6182369147
639,1,0.862542852106789,0.865211031291047,0.0026685823361871737,15,interval,2476747.089399504
640,0,0.569323663878234,0.729228202091529,0.15999114928981256,821,interval,1248465.0989833325
640,1,0.166320567312878,0.977873377033811,0.811675432325443,1000,interval_capped,1254697.1163108933
641,0,0.155512856396821,0.860402222139234,0.7052711637043397,1000,interval_capped,1765039.7465606846
641,1,0.307934099565729,0.849600354040812,0.5417480982270895,1000,interval_capped,1526629.7686098183
642,0,0.401880541882854,0.988318133759655,0.5867552313366331,1000,interval_capped,2352511.2153656
642,1,0.451631618897353,0.904748944299388,0.453185789740922,1000,interval_capped,1348822.2784711227
643,0,0.472438198755397,0.841027517341007,0.3687889621856744,1000,interval_capped,2225696.425452859
643,1,0.4868285286967,0.804440104930436,0.3176595661590173,1000,interval_capped,1845038.4684230501
644,0,0.15327743599847,0.333977391357,0.1807978301145259,893,interval,973933.9248619607
644,1,0.34282540666271,0.35275274727187,0.009928840593322186,54,interval,2752100.405482011
645,0,0.177132845673763,0.563090787978518,0.3861669934877108,1000,interval_capped,2641705.3217242933
645,1,0.731881159688031,0.77513985149352,0.043265228032575355,214,interval,1382599.7985262845
646,0,0.0434150668491478,0.152609913771748,0.1092539914806459,547,interval,1239943.6364350643
646,1,0.0413807023091332,0.0551273274842782,0.013748702238968832,65,interval,2184182.379605569
647,0,0.331191197784504,0.634865374619177,0.30383865964210355,1000,interval_capped,1739889.4519706925
647,1,0.159330167563414,0.239992843241724,0.08067486350793729,397,interval,1728459.2072083803
648,0,0.341728408999539,0.927151129143495,0.5857398099062353,1000,interval_capped,1136424.8460444806
648,1,0.709215905578967,0.815097879552424,0.1058979723450525,530,interval,1156238.2303419942
649,0,0.351300338741008,0.464155301576581,0.11291608986755561,579,interval,1742656.7932257173
649,1,0.359775837569111,0.866570920113769,0.506871657392567,1000,interval_capped,1428109.042358669
650,0,0.161456159386499,0.246257106578248,0.08484687897960223,400,interval,1367790.89906753
650,1,0.371403328612774,0.769113807836413,0.39777057179459585,1000,interval_capped,1542209.1988842252
651,0,0.101216322959397,0.142461764899988,0.04126778222040937,207,interval,1821062.350166104
651,1,0.127958636032268,0.183043617613242,0.05509330471636326,301,interval,2627826.731451936
652,0,0.568966438617491,0.855217802037506,0.28640640929311795,1000,interval_capped,1041331.6291650146
652,1,0.36207017245415,0.569313603873131,0.2072747451289747,1000,interval_capped,1821865.1119479206
653,0,0.0788726612580592,0.34210629943704,0.2633762166763333,1000,interval_capped,1000751.2270168131
653,1,0.660740530933156,0.747658957098504,0.08693155921555581,450,interval,2283118.3310133917
654,0,0.869352915348468,0.875754459965647,0.006405011965115872,33,interval,2474975.147053361
654,1,0.149332983649793,0.96141393742236,0.8122036561776746,1000,interval_capped,1044563.304526508
655,0,0.0926397159498601,0.913935073071919,0.8217402055035617,1000,interval_capped,1065281.5904537623
655,1,0.396882510896763,0.613872140683722,0.2170224161111974,1000,interval_capped,1851952.7405334602
656,0,0.548174136177735,0.827885952120402,0.27986331971963374,1000,interval_capped,1511853.9793904414
656,1,0.722356642046883,0.789491352243082,0.06714485400066701,341,interval,1368260.7081282297
657,0,0.126466484031147,0.407976617037086,0.2816626108276609,1000,interval_capped,2143298.938934786
657,1,0.413272916844145,0.749517579200134,0.336295467671129,1000,interval_capped,1310476.639516619
658,0,0.674060848433495,0.864952835526333,0.19099538228527843,915,interval,1864270.1090756787
658,1,0.306942655066908,0.468709193471399,0.161790980725464,847,interval,1186607.116843745
659,0,0.504352104855687,0.659662890954406,0.15539490900435432,829,interval,1255302.1817383463
659,1,0.66988428008182,0.827097697913583,0.15723717219318908,797,interval,1788818.4163293634
660,0,0.667215207859832,0.927686288205275,0.26061216252436337,1000,interval_capped,2314239.792441968
660,1,0.23550303847858,0.544992359297355,0.30953608350153855,1000,interval_capped,1049440.0238541889
661,0,0.227908447879184,0.782692337052944,0.5550843836463547,1000,interval_capped,1484215.201028449
661,1,0.272257354836457,0.592705721834118,0.3204967855514526,1000,interval_capped,1344263.0482644353
