layer_width,sgkan_swim_train_inf_time,sgkan_swim_test_inf_time,sgkan_random_train_inf_time,sgkan_random_test_inf_time,hkan_train_inf_time,hkan_test_inf_time
2,0.01211241600685753,0.03711770799418446,0.012615542000276037,0.023832167004002258,0.005913999993936159,0.0024145839997800067
10,0.10560595900460612,0.16316874999029096,0.08172008300607558,0.18178933300077915,0.02266941699781455,0.023676791999605484
25,0.23953183299454395,0.40491100000508595,0.18134754100174177,0.2864511660009157,0.03079033399990294,0.055490709011792205
50,0.44087358299293555,0.7794492500106571,0.42204533399490174,0.7229568750044564,0.052267624996602535,0.09748837498773355
100,1.1417520420072833,1.821554833004484,0.660459874998196,1.582958166996832,0.13834433299780358,0.22266612500243355
250,2.07489220899879,3.758491917003994,1.9341333339980338,3.7053401669982122,0.2688084160035942,0.47801983400131576
500,3.817871749997721,7.609099332999904,3.1512562920106575,6.2198282909957925,0.5832264169875998,1.13768929100479
750,5.363752959005069,10.912191374998656,5.447199000002001,11.024518958001863,1.0617663330049254,2.220959500002209
1000,7.033690625001327,15.24184766599501,6.74872362500173,14.23923150000337,1.1735047500114888,2.8409956249961397
