layer_width,sgkan_swim_fit_time,sgkan_random_fit_time,hkan_fit_time
2,0.03741595899919048,0.04129420800018124,0.010194583010161296
10,0.16841608300455846,0.19219375000102445,0.07168850000016391
25,0.44471195799997076,0.44113583299622405,0.17759170800854918
50,0.9746233750047395,0.828756541988696,0.28759420799906366
100,1.741479625008651,2.1643239999975776,0.6772541660029674
250,4.755684417003067,4.272531833994435,1.6276603750011418
500,8.57296375000442,8.644106874999125,3.106832666991977
750,13.118931292003253,13.156720333005069,4.537945917007164
1000,17.500530207995325,17.742192958990927,6.432982332989923
