layer_width,sgkan_swim_train_inf_time,sgkan_swim_test_inf_time,sgkan_random_train_inf_time,sgkan_random_test_inf_time,hkan_train_inf_time,hkan_test_inf_time
2,0.08418587500636932,0.039066792000085115,0.07845112499489915,0.02662691600562539,0.0021705409890273586,0.0028565420070663095
10,0.4064139589900151,0.12377083300088998,0.39615295799740124,0.11460233299294487,0.012730250004096888,0.010488874992006458
25,0.8946507080108859,0.28644937499484513,1.103554916990106,0.42041087499819696,0.04451037499529775,0.019750791005208157
50,1.8547113749955315,0.5562702919996809,2.2033482500119135,0.7172187499963911,0.08738966600503772,0.05417558300541714
100,3.908909916994162,1.138229667005362,3.825405541996588,1.224038375003147,0.14259108300029766,0.08372945799783338
250,9.571267958992394,3.001139707994298,9.731229958997574,2.952691334008705,0.28619620800600387,0.26158700000087265
500,17.459153167001205,5.48006591599551,18.911243542010197,5.733918333004112,0.48325595899950713,0.3348356250062352
750,27.617987791003543,8.285702249995666,25.850593624985777,7.560336832990288,0.8421544580050977,0.4809805410041008
1000,45.436763332996634,13.247851791995345,69.70126904200879,14.727621000012732,0.9467232500028331,0.6008123329957016
