seed,train_mae,train_rmse,train_inference_time_secs,test_mae,test_rmse,test_inference_time_secs,fit_time_secs
0,0.2004894814735232,0.23331449997145798,31.025176790979458,0.2459034373957605,0.2870801894472802,9.19309450002038,115.0768480419938
1,0.1960823334207141,0.22941753640262405,31.108853084006114,0.25199489596299196,0.2942920749853501,9.318421000003582,108.19179462498869
2,0.1987642969841137,0.2313304671486365,28.25480708401301,0.24635357781465908,0.28705715582539204,9.36893220897764,144.0992468339973
3,0.19825216948658872,0.23110669337120684,33.314307415974326,0.2512112555867759,0.2920621104000577,11.141949666984146,111.7167296250118
4,0.19609347062558935,0.22945514034962822,31.202364833006868,0.246343840972425,0.28736683119107054,11.677497874974506,131.05831749999197
5,0.19441151723467937,0.22758452975058488,35.10002149999491,0.2443409480687842,0.28840120424129306,13.10167408399866,122.79212370800087
6,0.19707898456856332,0.22993322211119765,32.14694804200553,0.24094386896876116,0.27997363860236735,10.587954124988755,155.63397324999096
7,0.19707785260952598,0.2303705623991266,30.02234037499875,0.24763604667917216,0.2915464433079748,9.758613374986453,125.63124008302111
8,0.19564400874551788,0.22979017657275636,30.49196779099293,0.24544637906682132,0.2877754314764229,11.952068832993973,152.1149465420167
9,0.19014390245284432,0.22405344466310734,31.45501170802163,0.2538076189143174,0.2975476278622533,10.047172499995213,129.11274283300736
10,0.19222403552683312,0.22562466359624558,34.73168958298629,0.24642789249466346,0.2888999600366732,9.23779337501037,116.5607262919948
11,0.1951631348229572,0.22874154093037913,26.500505957985297,0.24974580257228482,0.29187238205707566,8.322540541994385,100.85171733301831
12,0.19263839198491273,0.22646062337280778,26.892049000016414,0.24962963067643074,0.29244737574303675,9.837882666994119,143.5101503339829
13,0.19390059266630397,0.2276979588528335,31.855948042008094,0.24647161712902238,0.2857762342299765,13.174262374988757,145.8090201250161
14,0.1964884249795967,0.23006742867585164,29.595622791995993,0.25216561657630027,0.29484588089581093,11.715593916975195,142.3511467500066
15,0.19338672047355182,0.2268350335337642,23.872101749991998,0.24589220310707466,0.2896876282779559,7.091673916991567,101.31986837502336
16,0.1959645526028314,0.22982499523457256,35.13201354199555,0.24531708800839233,0.28483521280344926,11.03963704200578,96.12788650000584
17,0.19892020870845178,0.23216441778663052,28.644618999998784,0.25051132668381376,0.2920646977291404,8.127306750015123,120.18053995800437
18,0.1935641789945952,0.22844875521721134,28.24839762499323,0.24610568888246467,0.29018140004200216,8.291370874998393,137.3888934580027
19,0.1951853934255211,0.22896255265932416,29.11351750002359,0.2476205222364458,0.2887409892381842,10.170520040992415,110.15307450000546
20,0.19288991717684106,0.22577653005900472,28.899033749999944,0.2529946881500404,0.2962811947264226,10.294769790983992,123.77035695800441
21,0.19459758109626557,0.22736755734711944,25.5227224160044,0.24661214493423614,0.2900051033669351,8.15436666700407,97.19758933299454
22,0.1915067469727829,0.22531329388252386,36.92781541598379,0.250127801787418,0.2954420327705324,12.784371540998109,132.34685683299904
23,0.1922785267290079,0.22657706870647196,31.800757416000124,0.24487077031793061,0.2872026258692837,8.495286541990936,112.40610854199622
24,0.19625189626508183,0.22887903344819463,23.993858874979196,0.24676660121724672,0.290633919694199,7.475676041998668,82.74434570898302
25,0.19390438642819807,0.22770792641636126,24.91359791602008,0.24574371241481022,0.28656956816479967,7.736057750007603,86.58170570898801
26,0.1932874476187901,0.22640674669187486,36.675495500006946,0.25066837256727087,0.2937683400810261,14.057599709019996,84.88496287498856
27,0.19441398111017916,0.22734988480933196,25.43289370799903,0.24349447573676988,0.2865825868395519,7.802379708009539,99.88410354199004
28,0.1942777853519196,0.22790651370680903,25.311236708017532,0.25155034141471766,0.29420421883982933,7.609651290986221,84.44724158299505
29,0.19512340175473486,0.22833680844088777,25.731619416998,0.2415295656952267,0.2814593554263324,7.710351249988889,89.27758179200464
30,0.19696200071139267,0.2294684188005563,27.159130082989577,0.2463848199240182,0.2896847142439812,7.700908375001745,90.45821275000344
31,0.195394309466467,0.22802324247004516,25.910248458007118,0.24663812808905558,0.28880700720277935,7.745646541996393,90.5352744999982
32,0.19524237130469338,0.2293845876219893,25.388736042019445,0.24705271382934132,0.28952499082810845,7.87605312501546,86.8525674160046
33,0.19591705846705593,0.2292202451336319,25.2790707499953,0.2462494877187502,0.2869902527349527,7.659685207996517,87.45332337502623
34,0.19587069991363654,0.22954608079503525,23.71392070897855,0.24780645680680596,0.2889749820696857,6.580677707999712,88.48455708398251
35,0.19289809772861505,0.22734222318585864,25.613566999993054,0.25111366656343104,0.29407623967655666,7.582020208006725,94.96810716702021
36,0.1982385356153583,0.23162594282914317,27.500588374998188,0.24271948092234516,0.2865244786248688,7.45749979201355,84.70400708299712
37,0.1994223163283515,0.23176508970584353,25.01319945801515,0.24299519188832006,0.2850516120044442,8.119603625003947,84.33504466700833
38,0.19649601371924685,0.22982356166471835,24.92342483298853,0.2524560979805087,0.2932478564575518,7.407430749997729,90.29549683400546
39,0.1930428401694974,0.22666253761951863,25.131306209019385,0.248281181306062,0.29088787233231833,7.6840354170126375,95.17179645900615
40,0.19461859352286623,0.22763681030416408,24.007669124985114,0.24448164750705018,0.28588877861767453,7.395091250014957,84.40491245800513
41,0.19477517166117372,0.22794324528156204,25.817862374999095,0.25148146756552014,0.2938600095724231,8.127755458990578,80.95563316700282
42,0.19639284873294788,0.22995346306005102,24.062550416012527,0.24937885442866073,0.29264902797981934,7.4192746249900665,84.70345587498741
43,0.1955827795450857,0.2293283364706108,24.828142499987734,0.2482263425577943,0.2911135159826191,7.584323459013831,83.41320787501172
44,0.19656923781191077,0.2296152439740214,27.118208333005896,0.24284721684922464,0.2841486770185134,15.95528279201244,134.66175862500677
45,0.1957537966848402,0.2295797446864314,41.97281187499175,0.2503167779697782,0.28983186682703904,12.025908541021636,143.20517108298372
46,0.19628014570791857,0.2290218551856479,33.62779770899215,0.24415474825866745,0.28641437279793464,9.980711374984821,149.7593640839914
47,0.19377760008608894,0.22715229070612808,30.30402112498996,0.2504212827368302,0.29254113662648185,8.477288333000615,143.02804499998456
48,0.1927681150588893,0.226883813962375,30.48412916698726,0.24646419548410867,0.2893860579110149,9.368959790997906,92.65170662500896
49,0.19604049026811965,0.2285372925702862,26.488468874973478,0.24988140809489606,0.29238140289104003,10.966924582986394,91.4158729580231
