seed,train_mae,train_rmse,train_inference_time_secs,test_mae,test_rmse,test_inference_time_secs,fit_time_secs
0,0.00011483658233415983,0.00015221280431613996,8.633288124998217,0.00015988961472680475,0.0002490166274667525,13.212435374996858,29.617470666998997
1,3.3169382813707726e-08,4.341407308187989e-08,8.7491661249951,5.872943734838154e-08,2.1989052202580947e-07,13.639194249990396,22.598772291996283
2,1.318325774154333e-10,1.7330183315239562e-10,6.344481791005819,3.0191528375134167e-10,4.852223049032442e-09,12.780397167007322,18.761972291002166
3,4.355753710988033e-07,5.70760999489198e-07,7.614292749989545,6.460874907871429e-07,1.6594412278655843e-06,14.13632887499989,26.055160167001304
4,8.091716862529408e-13,1.0726916745662875e-12,7.845692290997249,1.8549006670920407e-12,1.1854800118657487e-11,13.874330000006012,24.86649370798841
5,9.043464454291244e-10,1.174556940586941e-09,7.075822667000466,1.7904606370564013e-09,1.6283855697342382e-08,14.345521417009877,21.074780875002034
6,8.570133354021681e-12,1.0926564424054078e-11,7.654126708002877,1.6751858695346344e-11,9.095936611307464e-11,15.567116624995833,20.709245332996943
7,7.162093751649986e-09,9.289493791048619e-09,6.413400625009672,1.1785918175371418e-08,2.9483343071324257e-08,15.698919041999034,21.459139625003445
8,6.859299958410225e-11,8.976246775199572e-11,7.592636125002173,1.2241724833897406e-10,5.192639938861477e-10,16.583283959000255,25.382438917004038
9,4.704798552378209e-11,6.170921264642663e-11,9.392487250006525,9.61766567858513e-11,8.824197226638829e-10,15.291490542003885,23.35602029200527
10,1.3576779828855523e-12,1.7963692289512288e-12,7.824378208999406,2.791008316127552e-12,2.2359268247556134e-11,16.639271749998443,26.10597908300406
11,1.0881438030838075e-11,1.458692814159259e-11,7.34209245799866,2.098282652004957e-11,1.1140269136684344e-10,15.191170916994452,23.763465374999214
12,2.885322868510787e-11,3.825061696874856e-11,7.400769041007152,5.94788874153096e-11,5.866361826420924e-10,17.487746250000782,23.57456408299913
13,6.745747074508868e-11,8.941305246024795e-11,10.833013166993624,1.2314031402962944e-10,4.761121250780262e-10,18.917965792003088,26.253645124990726
14,3.5784972348327364e-09,4.7857741214053015e-09,9.680449790990679,7.316588245431105e-09,7.48249657806307e-08,15.877071459006402,30.908498457996757
15,2.3476255997766096e-10,3.121969166562268e-10,6.620402707994799,4.3714400233679783e-10,2.649529759504453e-09,14.680696166004054,20.844906333004474
16,0.0005277416630211112,0.0006868999972576437,6.4850537500024075,0.0007073323343520454,0.0009762258280402791,16.241262083000038,15.590792749993852
17,1.1347838193079273e-11,1.5147855371993106e-11,7.9751445000001695,3.247295084565782e-11,6.256725709460909e-10,16.438055749997147,26.95839933300158
