layer_width,sgkan_swim_train_inf_time,sgkan_swim_test_inf_time,sgkan_random_train_inf_time,sgkan_random_test_inf_time,hkan_train_inf_time,hkan_test_inf_time
2,0.00659845799964387,0.007582582999020815,0.002307375005329959,0.008332208002684638,0.0040550410049036145,0.021967041000607423
10,0.04589245899114758,0.03274254199641291,0.015682584009482525,0.06514041700575035,0.027227832993958145,0.08790508299716748
25,0.04294225000194274,0.131837542008725,0.04935641599877272,0.06918954200227745,0.07853104099922348,0.19196741600171663
50,0.07910845900187269,0.20041579200187698,0.07095199999457691,0.16897791599330958,0.19510000001173466,0.3498765410040505
100,0.2437663330056239,0.3769137079943903,0.17075483400549274,0.3360586670023622,0.42307429198990576,0.7971382090036059
250,0.5038447909901151,1.1656357080064481,0.5003712920006365,0.992184166010702,0.932065999993938,1.8855039999907603
500,0.8856557090039132,2.0197052500006976,1.0267756249959348,1.7363571250025416,1.7953523750038585,3.6815424999949755
750,1.7579187500086846,2.9331415420019766,1.2074673750030342,2.8450002079916885,3.1625388340034988,6.14585720798641
1000,2.566227582996362,4.035378000000492,1.87011495900515,3.6271692919981433,3.9400887090014294,7.7968908329930855
