,layer_width,sgkan_swim_train_rmse,sgkan_swim_test_rmse,sgkan_random_train_rmse,sgkan_random_test_rmse,hkan_train_rmse,hkan_test_rmse
0,2,0.2630895686826498,0.2620253930517977,0.2610528239447666,0.2600351611955086,0.259179530935233,0.25891037720348914
1,10,0.2603948392315857,0.2605567767376338,0.2602528714414044,0.2595279872901741,0.25907048328801546,0.25878573883081485
2,25,0.25978639190583475,0.25930976849565746,0.2585181184784281,0.25932001032150725,0.2586103136549401,0.25936081595536375
3,50,0.2573097606530831,0.2610734860813634,0.258046098330605,0.26010308810203336,0.2578350265916414,0.2586757063579839
4,100,0.25612093110883843,0.26194992603498685,0.256674447536854,0.26076860813716246,0.2563716567275754,0.2608134605478864
5,250,0.2501085962374031,0.26729971929696744,0.24940787772515868,0.26700621189833157,0.25271402875650884,0.26633660585695684
6,500,0.23971883177749229,0.27513541211828424,0.2414433479098562,0.2762453808497241,0.25260221080320927,0.2664609056430422
7,750,0.22954425227191508,0.2848786118833194,0.23331449997145798,0.2870801894472802,0.2525244574981167,0.26662031687853105
8,1000,0.2169582708179095,0.30372693831411224,0.21925998537452615,0.29821570759296634,0.25240147573659244,0.26655985163201584
