seed,train_mae,train_rmse,train_inference_time_secs,test_mae,test_rmse,test_inference_time_secs,fit_time_secs
0,3.7368672545793966e-06,9.248783688025209e-06,4.167478666000534,3.849765699280851e-06,6.081823890077461e-06,8.402778667004895,12.088724957997329
1,3.7847849071965347e-06,9.351920729970593e-06,4.016293249995215,3.973889453582652e-06,6.839740601338251e-06,7.344576582996524,12.689306416999898
2,3.729104061681696e-06,9.285613215101535e-06,4.001062625000486,3.574010488324067e-06,5.957172899973336e-06,8.110503083997173,13.886430875005317
3,3.7393199046615193e-06,9.254478333675025e-06,3.9295823330030544,3.5821755115516094e-06,5.901669510186439e-06,8.615522000007331,12.51050295800087
4,3.7691515226513547e-06,9.38525294188672e-06,4.048375792001025,3.8946038143099535e-06,6.342732443933846e-06,7.5716399579978315,12.093189167004311
5,3.7596233770892654e-06,9.345627291329226e-06,4.283040750000509,3.807340205760351e-06,6.209521266928872e-06,7.890274416000466,11.893437209000695
6,3.79205834763092e-06,9.395996726996773e-06,4.325472541997442,3.912333906378271e-06,6.632928457135767e-06,7.446594041000935,12.587504082999658
7,3.7240766839787714e-06,9.268339780310718e-06,3.673160749996896,3.6226638322095315e-06,5.954314885931162e-06,7.717850957997143,12.045201583008748
8,3.7117816106601984e-06,9.26615203641714e-06,3.413460291005322,3.8887865563996275e-06,6.395138175923816e-06,7.147152666002512,12.441207584008225
9,3.723308862183732e-06,9.328672409235284e-06,3.582448834000388,3.5825153831681445e-06,5.967924142556261e-06,8.13135058300395,11.948709749995032
10,3.7461566845352895e-06,9.27521205178393e-06,3.023300000000745,3.811561684580536e-06,6.160137498473671e-06,7.6182662500068545,11.28778675000649
11,3.7417309281224323e-06,9.294646640763789e-06,3.9295589169923915,3.7990675761523125e-06,6.262247533188615e-06,7.754027542003314,11.309423458995298
12,3.7767855757028894e-06,9.286332711589362e-06,3.236636000001454,3.680183623599964e-06,5.950251278584136e-06,6.965679957997054,9.860031083997455
13,3.754403188614696e-06,9.348092881452139e-06,3.3187025829975028,3.7258852991326834e-06,6.086597552424249e-06,6.645345625001937,9.865796083002351
14,3.8018508843725354e-06,9.420475603143189e-06,3.1843182500015246,3.993465937970139e-06,6.817120989586064e-06,6.506692583003314,10.046625667004264
15,3.7545969425067986e-06,9.363780446119599e-06,3.4728387919894885,3.990388692391562e-06,6.791062944195213e-06,6.743245083009242,9.9800109170028
16,3.7894777797223606e-06,9.372499119049426e-06,3.2854293750133365,4.001604309743233e-06,6.562644817322566e-06,6.726242583012208,9.714019167004153
17,3.7566382258758865e-06,9.331163968194653e-06,3.214991833010572,3.7591705495087544e-06,6.174403120420947e-06,6.56786033300159,10.131466042003012
18,3.674951325630769e-06,9.247784116840696e-06,3.287408708012663,3.5767255724423282e-06,5.89975858831798e-06,6.747203833001549,9.791785624998738
19,3.78035956955081e-06,9.383835149165906e-06,3.4680317500024103,3.667773864505e-06,6.191166766163052e-06,6.924074833004852,9.994829749994096
20,3.776580273422119e-06,9.38336755525276e-06,3.1813035419909284,3.873551888796639e-06,6.3657033406381255e-06,6.696220541998628,9.783862333002617
21,3.7194091062001604e-06,9.287078994869928e-06,3.2323040409974055,3.87526890459561e-06,6.33315430906366e-06,6.684516833003727,10.163811458987766
22,3.731367148474076e-06,9.300051978717135e-06,3.3320774169988,3.717060087720385e-06,6.136181766863235e-06,6.475615750008728,9.9152450410038
23,3.7404710433262984e-06,9.348640272870847e-06,3.2499067500029923,3.663756447375055e-06,6.166658476984155e-06,6.691781832996639,10.242089250008576
24,3.6925844976815663e-06,9.315924293446205e-06,3.2057097500073723,3.7128248218423255e-06,6.0910172164662726e-06,7.338859084004071,10.131491917010862
25,3.7451257966211216e-06,9.324881951969419e-06,3.3090728749957634,3.880098077318308e-06,6.410487571240258e-06,6.542519499998889,10.070718250004575
26,3.7438026839884114e-06,9.33149670064857e-06,3.0593818329944042,3.8793591432509795e-06,6.4764774275807505e-06,6.1929529160115635,9.816074333008146
27,3.7252544999601656e-06,9.369051215957417e-06,3.2705989999958547,3.845799225597433e-06,6.356883911398502e-06,6.574236999993445,9.86440562500502
28,3.665267630620695e-06,9.256282449804235e-06,3.1054100829933304,3.626178387636207e-06,5.947858261131185e-06,6.227222499990603,9.856349624998984
29,3.695883189759851e-06,9.22346147051538e-06,3.17968566599302,3.5779376498064145e-06,5.799826257459058e-06,6.63867566701083,9.779821416988852
30,3.80086240809469e-06,9.413993711879138e-06,3.266433833006886,4.017754335138752e-06,6.6995007361275235e-06,6.531909124998492,9.992823291991954
31,3.725337173261942e-06,9.362423656885665e-06,3.3270959579967894,3.6700725835534716e-06,6.17078444861462e-06,7.075679667002987,9.754260999994585
32,3.7716415055057385e-06,9.358652502808864e-06,3.1947458749928046,3.6787641128335864e-06,6.235400171123588e-06,6.8509149579913355,12.342162417000509
33,3.790256564370275e-06,9.36588392061069e-06,3.349327917007031,4.049270686163188e-06,6.646038760542439e-06,6.855588624996017,9.782209042008617
34,3.7742905994890323e-06,9.372055207614231e-06,3.4202612080116523,4.0482535324532705e-06,6.875419120410694e-06,6.718712374989991,9.749885041994276
35,3.7601200644585935e-06,9.320192236314461e-06,3.3339194159925682,3.8039275533808396e-06,6.27629097676529e-06,6.802325209006085,10.015666749997763
36,3.748283780354563e-06,9.287902445426523e-06,3.4419617499952437,3.869804577954172e-06,6.5530321963739524e-06,6.816964999990887,10.124356833999627
37,3.7062201157298464e-06,9.283030498547756e-06,3.228775040988694,3.6700984890702908e-06,5.9573710025651365e-06,6.782373166002799,9.92430549999699
38,3.7500825780094038e-06,9.376196279750919e-06,3.297140209004283,3.7176932061570663e-06,6.343738152279302e-06,6.615378000002238,9.989149291999638
39,3.6944251221353245e-06,9.205650937187967e-06,3.2926167499972507,3.600519853888892e-06,5.813768451838053e-06,6.747077416002867,9.93383174999326
40,3.755098160440296e-06,9.345413639940472e-06,3.7205133749957895,3.797161509709886e-06,6.2663887373050445e-06,6.9792634999903385,9.942516709008487
41,3.7805934990795035e-06,9.343991048197426e-06,3.1225839169928804,3.8248429807177925e-06,6.246740129414996e-06,6.57378270800109,10.366356208003708
42,3.7757262329611664e-06,9.424432115549563e-06,3.2772655000007944,3.7328875673638186e-06,6.372148881407589e-06,6.43647850000707,10.165789666003548
43,3.751064422347044e-06,9.35371581672069e-06,3.23265495900705,3.7346669590783185e-06,6.263313658545482e-06,6.623423000011826,10.121853666001698
44,3.7283997551939873e-06,9.29992404985967e-06,3.251132374993176,3.767072798884008e-06,6.190906846026642e-06,6.457083291999879,11.037021708994871
45,3.714596603473535e-06,9.250576880348686e-06,3.2292710420006188,3.7724007093017513e-06,6.1920821961455946e-06,6.839252374993521,10.45352012499643
46,3.7543445487988487e-06,9.364033218300598e-06,3.2702642920048675,4.0271357648977335e-06,6.8070128486792936e-06,7.44432270800462,9.832756834002794
47,3.7552486130236963e-06,9.326666344187315e-06,3.3096671249950305,3.666842618856292e-06,6.045690849062127e-06,6.698772542004008,10.285517083000741
48,3.726881418622902e-06,9.37657549298195e-06,3.279022167000221,3.6240698519867927e-06,6.119621136778489e-06,6.722831459002919,10.134621792007238
49,3.740057648935192e-06,9.320864756142955e-06,3.2626170000003185,3.7559831075044127e-06,6.135358709254447e-06,6.726103291992331,10.150238583999453
