seed,train_mae,train_rmse,train_inference_time_secs,test_mae,test_rmse,test_inference_time_secs,fit_time_secs
0,0.0008276107122713673,0.0012731507914156364,3.0921809170104098,0.001145522161033806,0.0019306660561716465,4.897076375011238,8.718271459001699
1,0.0007600679093029513,0.001171622377464469,2.9247690830088686,0.0010382194606179832,0.001715920755313753,4.965946416996303,8.633034625003347
2,0.0006876672044254428,0.0010050365769832088,3.404666125003132,0.0009483529374573699,0.0015937335513371495,6.469937207992189,9.29117258299084
3,0.001115912479340718,0.001639006814742282,2.30240899999626,0.0015551111586940905,0.002534462569868195,4.531997625002987,9.04130354199151
4,0.0008622184776486586,0.0012821772956470563,2.4503723329980858,0.0011731900907528516,0.0018590526718049425,4.569258832998457,8.269956832999014
5,0.0009960513997232343,0.0014906306079740808,2.289483583997935,0.0013279576217942821,0.002082706356798494,4.010769540996989,7.402902208996238
6,0.0009295057312968445,0.0014779317774066504,2.2387423750042217,0.0012383574738281564,0.002017509266176971,4.2503156250022585,7.080469665990677
7,0.0037745786248980793,0.004840869478449562,2.1869642090023262,0.005051083364861529,0.007008243603779513,3.9801479159941664,7.3477920000004815
8,0.0009760117197059002,0.0014938625233283812,2.3352526670059888,0.0012588618269930346,0.001970162962488877,4.091151499989792,7.640765791002195
9,0.000851971930101335,0.0013048747727026104,2.123365165985888,0.0011477319070164137,0.0018840281540824773,3.9769297909952,6.425270374995307
10,0.0010166625184463583,0.001578966917317297,2.028644666992477,0.0013810738608288134,0.002259594007021444,3.737604415990063,5.958055041002808
11,0.0008390312541350538,0.0012846542493371695,1.7851255830028094,0.0011530554456474816,0.0021524148836784204,3.8629597919934895,6.151928207997116
12,0.0008213981854639152,0.001263207369743356,1.8887512920045992,0.0011288965854455424,0.0018581620293659786,3.6512175829993794,6.2095340410014614
13,0.0007762956689839723,0.0012355982974763308,2.0191264169989154,0.0010640425501443113,0.0018416907846669458,3.672864624997601,6.303860041996813
14,0.0010640300001606739,0.0015559013527083054,2.006424291001167,0.0014453525797444708,0.002313472224112606,4.444550000000163,6.0110329590097535
