seed,train_mae,train_rmse,train_inference_time_secs,test_mae,test_rmse,test_inference_time_secs,fit_time_secs
0,0.00035446260026153784,0.0005326687600793363,7.935087290999945,0.000566464901271346,0.0012303346767327979,14.445465583994519,28.179735375015298
1,0.0003479252738899938,0.0005199216817295145,7.065988375019515,0.0006643318399451433,0.002893519224042873,14.553387958992971,23.828837000008207
2,0.00045757146616708517,0.0006421849079204058,10.154894833016442,0.0007291917126883701,0.0024873827353937713,17.404382041975623,35.54986687499331
3,0.0008492615828417634,0.0013203058817979343,9.602334999974119,0.0014316431874626674,0.004405766458874359,19.436941166990437,37.032196832995396
4,0.0004190385606154857,0.0006310670781695529,11.33536570801516,0.0007362569660671645,0.0032447847369983566,17.120368333999068,23.415935833007097
5,0.0002556225706948387,0.00037235099986424996,8.498431291023735,0.0004947518342842038,0.003092237333669366,17.444463958003325,23.663290417025564
6,0.0004763600021117454,0.0007726446537770019,9.944808000000194,0.000878375097094047,0.0033487972895481434,16.623543082998367,26.58384175001993
7,0.00031364644757434044,0.00045846816152023655,10.764572666987078,0.00046451453659878084,0.0009757626398269188,18.620874541986268,45.75688279198948
8,0.0007792758225409532,0.00120835732567081,8.331408250000095,0.0010671875025555927,0.0018078518643812017,15.770470833987929,25.42141837501549
9,0.0004631121530318538,0.0007187487357632358,7.8471580000186805,0.0008043179637995671,0.0028005988169964254,17.393120499997167,28.574954500014428
10,0.00024183820562461626,0.0003249128214220162,9.453610208001919,0.0003630349964821629,0.0007482204993945898,19.679144916997757,29.347537165973336
11,0.0002712235380960332,0.00042346612549321754,8.736886458995286,0.0005086658261914895,0.0023705935408170143,16.100223042012658,25.17986433301121
12,0.00016389556489753728,0.00025317290093415375,8.487335749989143,0.00029734614522082574,0.002023176168093693,16.857527957996354,29.696413375000702
13,0.0007015648685161817,0.000964777395436158,7.860701458004769,0.001074958654943582,0.002304730815790858,17.711242791992845,22.820569291972788
14,0.00021324896963929003,0.0003055203346726477,8.443464082985884,0.0003464957870779654,0.0009965184601277853,17.422976000001654,30.63338070802274
15,0.0007992694724382404,0.001146646925942946,9.219441541994456,0.0011816802676345366,0.0020498339073766365,18.793740000022808,27.601795583992498
16,0.0004637245697346017,0.0007013682094606228,10.170084458019119,0.0008002614197840727,0.0033573460547009124,17.502717625000514,34.2134839160135
17,0.0012833553288710438,0.0018545167634557345,8.537437166989548,0.0018017078651913479,0.003269627469322814,18.179901875002543,31.539936833025422
