,layer_width,sgkan_swim_train_rmse,sgkan_swim_test_rmse,sgkan_random_train_rmse,sgkan_random_test_rmse,hkan_train_rmse,hkan_test_rmse
0,2,0.16622241134499793,0.17022550391057722,0.16199334667058152,0.16550588837209154,0.1328610459975697,0.13303030605916458
1,10,0.15892349658541835,0.16390060452137253,0.14573915234165885,0.14902510910431743,0.02584917925054656,0.026468756615027268
2,25,0.1220995354610381,0.12771526834348262,0.10039678543387401,0.10381988986106505,0.00021855769223727954,0.0002388565578605639
3,50,0.06551273133479683,0.07013684813417637,0.11484229727048265,0.11819600456286253,1.1490466657250144e-06,1.269070936273823e-06
4,100,0.013245869591238664,0.015192153895541929,0.0652059654304969,0.07147013037658252,7.456474076434416e-10,8.878835348591052e-10
5,250,4.1481591726386705e-05,6.561808587193408e-05,0.011051951296987708,0.012355044880302904,4.397066139325952e-11,5.6898401582806605e-11
6,500,2.8050201600248964e-05,4.705348694151216e-05,0.00284573220318936,0.0034820676758682634,2.665699661877032e-11,3.5125395551555926e-11
7,750,6.30658195948381e-07,1.4728660428225734e-06,0.0005177078452985379,0.000778778018535814,1.4269753034060137e-11,2.3828897985543633e-11
8,1000,1.7145528925073545e-11,1.6634521335571077e-10,0.00015221280431613996,0.0002490166274667525,1.1250849873266296e-11,1.6398886948924593e-11
