layer_width,sgkan_swim_fit_time,sgkan_random_fit_time,hkan_fit_time
2,0.030418416994507425,0.013644917009514757,0.028749124991009012
10,0.0717678750079358,0.05181279199314304,0.1411132909997832
25,0.17604804200527724,0.1389635410014307,0.27439416699053254
50,0.29592849999608006,0.32574695799848996,0.5479543339897646
100,0.621643624996068,0.7215043750038603,1.224091458003386
250,1.4548074999911478,1.83862558400142,2.7896730830107117
500,3.3974521669879323,3.235985083010746,6.472732291993452
750,5.923986541994964,5.2583422089956,8.537442750006448
1000,6.3769449579995126,7.210555083001964,10.924923500002478
