,layer_width,sgkan_swim_train_rmse,sgkan_swim_test_rmse,sgkan_random_train_rmse,sgkan_random_test_rmse,hkan_train_rmse,hkan_test_rmse
0,2,0.16070702688214847,0.16314780586422611,0.1555060661258983,0.15880594696471115,0.025443763529440073,0.029956155779263065
1,10,0.15254989344329947,0.1559973312516546,0.1414634131308041,0.1456959660885991,0.01553320179639911,0.01745247088203053
2,25,0.12578504926657053,0.1304583398963166,0.12204465145807648,0.1277331280035595,0.01349272511991977,0.015130504052915111
3,50,0.10115896381114016,0.1076917243082033,0.098174834713571,0.10411913617489209,0.010443188110410812,0.011122420959823572
4,100,0.04843729066173635,0.04949323795212778,0.04518945174947084,0.04646728204792165,0.0061614312300797775,0.0063448666360743314
5,250,0.019244400913397706,0.02126529359462067,0.012029567235724303,0.013176175770873424,4.506293925254091e-05,5.582873262033014e-05
6,500,0.0034194201431356043,0.004090194320574128,0.0036556830013872183,0.004470027685580575,1.1356303367778792e-05,1.0584915867582899e-05
7,750,0.001901552470103789,0.002679472428779455,0.0019312414643249387,0.0023843746286201103,9.47120757192456e-06,6.461936773931688e-06
8,1000,0.0017607324181780123,0.002170478295979745,0.0013566008696416915,0.0018824934038606802,9.336676716430593e-06,6.3377529514600285e-06
