seed,train_mae,train_rmse,train_inference_time_secs,test_mae,test_rmse,test_inference_time_secs,fit_time_secs
0,1.2938335950882229e-11,1.7145528925073545e-11,9.549515833001351,3.092843626067987e-11,1.6634521335571077e-10,13.794440792000387,30.757123250004952
1,3.525164109442064e-10,4.704266766310426e-10,10.119511417011381,7.011663999578755e-10,5.781235111572132e-09,17.291854499999317,31.416322249991936
2,8.450413468721191e-10,1.1167596267696136e-09,8.98584608300007,1.5272860610281158e-09,4.946738458389948e-09,17.801513875005185,33.89382895799645
3,2.7916776666202932e-09,3.6551723357088376e-09,11.273615250000148,5.307820590938483e-09,4.042665949983316e-08,17.229014750002534,32.46302512499096
4,1.065615103830464e-11,1.398764799478125e-11,12.430189666003571,2.3743281808014105e-11,1.6893294994785928e-10,18.416378374997294,27.274732082994888
5,1.252305710069089e-08,1.627309359803364e-08,8.54272124999261,2.1808511336302712e-08,8.252537905124858e-08,19.188469582994003,24.99226520799857
6,3.268502945987656e-10,4.3289728258919997e-10,10.357310708001023,7.752613059540392e-10,7.229777874549424e-09,20.39477583298867,39.87206924999191
7,7.506455450160856e-08,1.003573058212715e-07,9.210967166000046,1.1451468121925212e-07,3.4178657039678066e-07,17.188543084004777,45.594860166005674
8,3.3335906674362983e-10,4.4333071930281093e-10,8.565277874993626,5.928370887781087e-10,1.799922378510798e-09,19.092493458010722,30.805411332999938
9,5.7904541383643757e-11,7.515779695841062e-11,9.959651459008455,1.263912668220124e-10,8.086935343718477e-10,17.70027320900408,37.263105833000736
10,1.4889980590009067e-10,1.9893028616032596e-10,12.2552331249899,3.185181444043117e-10,2.815575213604762e-09,15.032211540994467,38.02737429199624
11,3.3893181484133394e-10,4.4121298341133814e-10,12.003411958998186,6.182644478054666e-10,3.4143259642283785e-09,16.9406907090015,30.484512374998303
12,2.3370022053100652e-09,3.0634197386662766e-09,7.477325291009038,4.056415855585582e-09,1.1929294392829565e-08,18.326337334001437,24.401492207995034
13,7.27699200752871e-10,9.845081907453583e-10,8.061151374990004,1.3914421417834944e-09,1.2157414796539903e-08,15.930752833999577,29.739897457999177
14,7.786325615169453e-12,1.002501157903815e-11,11.013023167004576,1.7195609462727912e-11,1.8370697209349748e-10,18.144605916997534,33.15033095800027
15,7.15260368844943e-09,9.715980481390052e-09,9.041921291995095,1.2192306606380321e-08,5.300874407620763e-08,19.049521624998306,27.042661040992243
16,6.361265453246056e-11,8.393677073873179e-11,8.004847292002523,1.3121074135466482e-10,1.4920099510772448e-09,14.617373125001905,23.554918374997214
17,5.264907649734502e-10,7.067138208514291e-10,10.512662875000387,1.1893329536674657e-09,1.4064510380392471e-08,16.23776674999681,29.116401665989542
18,2.2510050959566318e-10,2.9701170614593413e-10,11.154327875003219,4.896713521905515e-10,4.045523167772486e-09,19.99486758300918,30.64148670899158
19,1.5769637104059293e-09,2.0770442824772584e-09,9.087351417008904,2.828421129436043e-09,1.5121519754785034e-08,18.179043415992055,23.479896000004373
20,1.3437144023957516e-10,1.81035782858343e-10,8.34242612500384,2.614746449851324e-10,1.4693257885042542e-09,14.33259341599478,25.2241662919987
21,2.1052311754532134e-08,2.7671276900448842e-08,6.869568167006946,3.383350857818074e-08,1.2438631423721156e-07,14.792765207996126,20.001518709002994
22,2.4097022076653705e-10,3.155610815735317e-10,9.883365416011657,5.650698900232231e-10,7.700480356288466e-09,18.115240041006473,28.577814582997235
23,1.2583735977688554e-09,1.7205701080194443e-09,6.462321333994623,2.608760412675659e-09,2.109357777490232e-08,13.533230583998375,17.76785779200145
24,1.1425884866459454e-06,1.5197672453742557e-06,7.592627708989312,1.8914918995806309e-06,6.417771020660538e-06,16.18357616699359,16.55778683400422
25,5.428076949396642e-08,7.181587964416871e-08,9.433977833003155,8.669132669149385e-08,1.9237134317515818e-07,16.658820540993474,25.599644166999497
26,3.3856053786515686e-11,4.535871127489704e-11,7.983236624990241,6.411325494046216e-11,2.0459482817539076e-10,16.096110667000175,28.386016832999303
27,4.774210143072485e-09,6.2481027955518905e-09,8.897237750003114,9.036252872583056e-09,7.353365221844825e-08,16.464239875000203,27.611055125002167
28,8.999109468774448e-08,1.1873813556669629e-07,10.178832165998756,1.6067983105512162e-07,6.672623603253536e-07,16.69709270900057,25.37825566600077
29,6.577028228844113e-07,8.736639805286463e-07,7.537097957989317,1.0617215175317274e-06,2.625051537169187e-06,23.35427812501439,28.447443167009624
30,3.625182760149427e-08,4.734300884258437e-08,9.66859995800769,5.621678389272841e-08,1.2950024182429817e-07,16.129229250000208,34.199873916993965
31,1.9636757358536956e-09,2.699183078556435e-09,9.514940458000638,5.4592565469933905e-09,8.042462490559432e-08,16.940946999995504,28.977980625000782
32,2.8487146344034763e-10,3.7415747302659826e-10,10.669738416996552,5.509628719556348e-10,2.213627773840431e-09,17.443225208000513,24.01721533300588
33,2.388247891924149e-08,3.146575973104423e-08,8.829759334010305,4.019615027107751e-08,1.142789668931621e-07,15.864036458006012,27.39102312499017
34,6.266303980760647e-08,7.886181205494226e-08,9.928672541995184,9.617050000896854e-08,3.2177532156047274e-07,19.359679083005176,29.57585641699552
35,4.643314376342675e-09,6.260279622293702e-09,9.922317083008238,8.41473201573517e-09,4.433854975653302e-08,21.554765583990957,27.739482832999784
36,2.167848004833474e-08,2.8293132310094953e-08,9.348300875004497,4.0377047188880357e-08,2.6977608004503605e-07,14.885846791003132,33.92071566700179
37,2.778374655811738e-10,3.638706136284472e-10,7.284707958009676,5.457503983431756e-10,3.269424411251026e-09,14.140669832995627,24.563618000000133
38,5.657710827823882e-08,7.511433064957386e-08,8.213841332995798,8.913089520783749e-08,1.9461426151015346e-07,15.535454583994579,29.360722583005554
