layer_width,sgkan_swim_train_inf_time,sgkan_swim_test_inf_time,sgkan_random_train_inf_time,sgkan_random_test_inf_time,hkan_train_inf_time,hkan_test_inf_time
2,0.00461449999420438,0.004948250003508292,0.0017331249982817098,0.01281858398579061,0.03531483400729485,0.054118291998747736
10,0.018545917002484202,0.02300400000240188,0.007696417000261135,0.022364834003383294,0.19279258300957736,0.393513791001169
25,0.09702020800614264,0.07697075000032783,0.03982633299892768,0.057851666992064565,0.5245064159971662,0.9905809170013526
50,0.17007695899519604,0.19793695799307898,0.06141316700086463,0.13118833300541155,0.8935527919966262,1.7727252920012688
100,0.16868608401273377,0.3431750410090899,0.18536791700171307,0.2649865410057828,1.9048062079964438,3.8064445409982
250,0.45964287500828505,0.8074169159954181,0.41850549999799114,0.6430490830098279,4.570713666995289,9.42059216699272
500,0.949479999995674,1.6011462909955299,0.7191202909889398,1.3178254579979694,10.25533554199501,18.878104415998678
750,1.1400521250034217,2.2652639580046525,1.108671541995136,1.951033000004827,13.966768000012962,26.75738870901114
1000,1.3861022920027608,2.4865969170059543,1.4179943339986494,2.437346291000722,19.41443279098894,36.39943287501228
