layer_width,sgkan_swim_fit_time,sgkan_random_fit_time,hkan_fit_time
2,0.05200612501357682,0.012814584013540298,0.09847224999975879
10,0.06353420800587628,0.04966016700200271,0.507216583006084
25,0.1513222079956904,0.10502558400912676,1.13342112499231
50,0.22284270799718797,0.3267087920103222,2.7868809159990633
100,0.6230317909939913,0.5481102909980109,5.97639724999317
250,1.4316580000013346,1.2322786669974448,12.042511124993325
500,3.0104605829983484,2.9226186250016326,22.21043995799846
750,4.534171874998719,4.131410832997062,32.930460082992795
1000,7.150756749993889,6.277957875005086,43.266526624996914
