seed,train_mae,train_rmse,train_inference_time_secs,test_mae,test_rmse,test_inference_time_secs,fit_time_secs
0,0.10136653266512065,0.1170349924799243,0.004391209004097618,0.013342867132515406,0.01724688100739209,0.009328707994427532,10.777343207999365
1,0.10136653240531147,0.11703499247983722,0.004163291989243589,0.013342889392469264,0.01724689364467516,0.009380958988913335,11.13478925000527
2,0.10136653264921766,0.11703499247573973,0.004315750004025176,0.013342866082313004,0.017246878669807286,0.0112613330129534,10.822056584001984
3,0.10136653260625655,0.11703499248177576,0.004176749993348494,0.013342866375635745,0.017246878442641563,0.007797792000928894,10.77827158299624
4,0.10136653296860579,0.11703499248059382,0.0044233339867787436,0.013342845256653123,0.017246887724117595,0.00945066699932795,11.603491208006744
5,0.10136653272251343,0.11703499248095194,0.003911040999810211,0.0133428687848378,0.01724688079491164,0.008346292001078837,11.139054166997084
6,0.1013665325372257,0.11703499251324177,0.004426042010891251,0.013342869425877863,0.017246886097861427,0.009879749995889142,10.27713912499894
7,0.10136653263546873,0.1170349924937013,0.004650458009564318,0.013342867141857812,0.01724688001625062,0.009278833007556386,10.70057316700695
8,0.10136653265290876,0.11703499248287692,0.004265999989002012,0.013342866639478809,0.01724687967062871,0.009772625009645708,10.543302541002049
9,0.10136641453846723,0.11703499340186548,0.004281124987755902,0.013341674754727768,0.017245192628798797,0.010142541999812238,11.10708854200493
10,0.10136653417276714,0.11703499248091342,0.0036614160053431988,0.013342804494363373,0.017246856640282568,0.0098697500070557,11.170527333000791
11,0.10136653263007676,0.1170349924879432,0.006158584001241252,0.01334286722113257,0.017246879830640438,0.047113291002460755,10.636470541998278
12,0.10136653255401863,0.11703499247670084,0.003984750001109205,0.013342869884595581,0.017246883347565075,0.009075417008716613,10.305601542000659
13,0.10136658631544045,0.11703499286264304,0.004489333005039953,0.013341184141231855,0.017243405118152987,0.010587374999886379,12.355166125009418
14,0.10136653257632551,0.11703499247242365,0.01364625000860542,0.013342888398822134,0.01724694128022968,0.011464166003861465,12.24809891699988
15,0.10136653257471516,0.11703499249917328,0.004187500002444722,0.013342869148726101,0.01724688234313314,0.008582875001593493,10.79467195799225
16,0.10136653256855287,0.11703499246600185,0.004250625002896413,0.01334286942472458,0.01724687950044723,0.008606415998656303,11.784281917003682
17,0.1013664946137599,0.11703499262423063,0.003785458000493236,0.013343338292082068,0.01724661350852812,0.007393125008093193,12.068374041991774
18,0.10136653265418444,0.11703499248595874,0.004409750006743707,0.013342867731745327,0.01724688147320989,0.010306916999979876,11.276968791993568
19,0.10136653258549824,0.11703499249180145,0.011584874999243766,0.013342868280668649,0.017246882334688116,0.011617458003456704,11.843935707991477
20,0.10136653378473304,0.11703499247437785,0.004502666008193046,0.013342846454015159,0.017246853514273953,0.009344207996036857,12.054360124995583
21,0.10136652847973338,0.1170349924756197,0.004988375003449619,0.013342974995121699,0.01724708121812553,0.009153749997494742,11.86215929199534
22,0.10136655177554138,0.11703499388041229,0.004925000001094304,0.013342458164589578,0.017243323071229257,0.008564333998947404,11.312799457999063
23,0.10136653272324471,0.11703499248510804,0.004173207998974249,0.013342865001110607,0.01724687771688657,0.009978165995562449,11.028330957997241
24,0.10136653258879458,0.11703499247899116,0.004244166993885301,0.013342868589216749,0.017246882616629405,0.00818349998735357,11.100404249998974
25,0.10136656203086788,0.11703499255158607,0.004042792003019713,0.013342949890014376,0.01724648856322308,0.009714665997307748,11.411345208995044
26,0.10136653641514329,0.11703499248207473,0.004421624995302409,0.013342836214726038,0.017246594519828202,0.009970708008040674,11.254973290997441
27,0.10136614753306779,0.11703502159650325,0.0046386670001083985,0.013363017423938356,0.01728213334381393,0.048654333004378714,11.392743125004927
28,0.10136653245896952,0.11703499247580064,0.004139583004871383,0.013342866128029957,0.017246883994867363,0.009168791002593935,11.263053250004305
29,0.10136653057948997,0.11703499247917669,0.003914249988156371,0.013342907700218712,0.017246994637535193,0.00991479100775905,11.168434709004941
30,0.1013665322903473,0.11703499253103992,0.004265833995305002,0.013342882755244711,0.017246908590074935,0.010897499989368953,11.363644124998245
31,0.10136653272359865,0.11703499246735383,0.005013665999285877,0.013342864893115034,0.017246869195795697,0.008445792002021335,11.709884666008293
32,0.10136653264057563,0.11703499248275892,0.004927041998598725,0.013342866191075947,0.017246877898702828,0.010105290988576598,10.86053937500401
33,0.10136653259629529,0.1170349924851964,0.004374416996142827,0.013342865503800004,0.01724687860890186,0.010210042004473507,10.75937200000044
34,0.10136653189311327,0.11703499247546027,0.003906416997779161,0.013342847097122593,0.01724685850389643,0.008585834002587944,10.917742083009216
35,0.10136653261769846,0.11703499246572743,0.004013458004919812,0.013342866089007345,0.017246878312825946,0.00983999999880325,11.05279858400172
36,0.10136653271684506,0.11703499248482657,0.004402541002491489,0.01334286639574605,0.017246876934740654,0.010046540992334485,10.75928912499512
37,0.10136653362766934,0.11703499247043839,0.003973707993282005,0.013342853512424924,0.017246843404451803,0.009903999991365708,11.113212791999104
38,0.10136653266126691,0.11703499248188345,0.0042718329932540655,0.013342867573298898,0.01724687800798878,0.009610583001631312,10.842416625004262
39,0.10136653266711096,0.11703499249310652,0.005026707993238233,0.013342866218340776,0.01724687899004247,0.008996209013275802,10.456340666001779
40,0.1013665327445356,0.11703499249282051,0.004368249996332452,0.013342865643701221,0.017246876520275255,0.009833792006247677,10.659303499996895
41,0.10136653256200862,0.11703499249070286,0.004380625003250316,0.013342868836506955,0.01724688453406734,0.008685749999131076,10.134828333000769
42,0.10136653262951348,0.11703499246709466,0.00458983400312718,0.013342862386686315,0.017246869053589433,0.007518375001382083,11.143486542001483
43,0.10136653265241587,0.117034992485545,0.004482582997297868,0.013342866805118698,0.017246879634564064,0.010013040999183431,10.244000584003516
44,0.10136652117817138,0.11703499248667225,0.004425958992214873,0.013343193695024638,0.017247704990937324,0.008627957999124192,11.024550916990847
45,0.10136653266522458,0.11703499248885103,0.00386475000414066,0.013342866031372148,0.017246877920467633,0.00997875000757631,10.560325333004585
46,0.1013664312089179,0.11703499274995285,0.003703791997395456,0.013344820776677715,0.017250749601974764,0.008598458007327281,11.157722125004511
47,0.10136653259954968,0.11703499247768082,0.004332583994255401,0.013342868158947318,0.01724688222343701,0.007569499997771345,10.827623375007533
48,0.10136653269080696,0.11703499248261647,0.0042061669955728576,0.013342866957834409,0.017246881709358237,0.008492000008118339,10.54895262500213
