seed,train_mae,train_rmse,train_inference_time_secs,test_mae,test_rmse,test_inference_time_secs
0,2.3327981144016796e-13,2.957595518572173e-13,2.9152677499987476,2.480855794707577e-13,3.1754580294402874e-13,5.796774166999967
1,1.6628137824992173e-13,2.049143064920649e-13,2.225703166999665,2.1490755733555257e-13,3.887162387810705e-13,5.5536937920005585
2,1.4688257762851543e-13,1.8786524368486752e-13,2.4446897499983606,2.0914209149643048e-13,5.338535813583929e-13,3.7764485830011836
3,1.4950484392151074e-13,1.922386436446863e-13,2.256233666999833,2.2663629979197088e-13,5.13618834976069e-13,4.005617458000415
4,1.603455299092893e-13,1.984996818057022e-13,2.125601457999437,2.079142456332529e-13,3.6685826609472007e-13,4.010566540999207
5,1.7418091552423575e-13,2.1902291177825886e-13,2.1768534169987106,2.5626502439594867e-13,5.854998605528255e-13,4.050053209000907
6,2.329642180554092e-13,2.8397055131497687e-13,2.115992000000915,3.126449391952358e-13,7.464080824483697e-13,3.996885790998931
7,1.8319372477315632e-13,2.252875725210959e-13,2.1081434170009743,2.0721278283047886e-13,2.654046922536104e-13,4.1637240830004885
8,1.5811561851486465e-13,1.9515323158399652e-13,2.141508207998413,2.1288438954773736e-13,3.976366988191896e-13,4.086394707999716
9,2.8324583095651335e-13,3.4220229037588985e-13,1.9046517919996404,3.988982422546976e-13,1.0018040161155458e-12,3.683848417000263
10,1.566010827958042e-13,2.0069468811059188e-13,2.101620166999055,2.7707670112686554e-13,8.356958490043075e-13,3.716844582999329
11,1.0961778082463348e-13,1.3749931507640134e-13,1.84737158399912,1.6479623537779585e-13,3.807734073243962e-13,4.022151541999847
12,1.1375299591165345e-13,1.3885652345599667e-13,1.9534336249998887,1.4346843292778423e-13,2.1229680342094185e-13,3.741039417000138
13,1.0175633946563067e-13,1.2920395018074275e-13,1.973971542000072,1.2047635177214701e-13,1.6589758675966421e-13,3.754949291998855
14,2.097638694686932e-13,2.6030251339993363e-13,1.8794972919986321,2.56392407786243e-13,3.5400632253078814e-13,3.598372250000466
15,1.894239799737907e-13,2.438041359067301e-13,1.7946261659999436,2.797810436845909e-13,7.127135099728412e-13,3.7675733329997456
16,1.502463764513351e-13,1.8809020229549317e-13,1.9022095410000475,1.966943679939802e-13,3.6819688867335207e-13,3.865650249999817
17,1.7587111003636303e-13,2.2434765001590973e-13,2.0712937919997785,2.1328381782464946e-13,2.840112294363387e-13,3.968681958000161
18,1.8317310515603147e-13,2.28726897690132e-13,2.052957542000513,2.0857401973492463e-13,2.832176382990587e-13,3.6080030410012114
19,1.737266358547984e-13,2.2384652371745642e-13,2.3294797079997807,2.1817089579839786e-13,3.4921201942341583e-13,4.199827207999988
20,2.2852613135171396e-13,2.825031218538371e-13,1.878259250001065,3.011339503236209e-13,5.24428735419265e-13,3.6501277499992284
21,1.112946769465939e-13,1.3716109962509116e-13,1.9529124590007996,1.333061581653143e-13,1.889364137436498e-13,4.7071072079997975
22,2.314059634883625e-13,2.9878550815986286e-13,2.0343785410004784,3.1671969778133925e-13,5.696359695324389e-13,4.095730041999559
23,2.2208530500722468e-13,2.6249593231274515e-13,1.921148584000548,2.759424222499867e-13,4.16027098273858e-13,3.6090909999984433
24,1.660795230506995e-13,2.1864127879338351e-13,2.008154375000231,2.3647176209767817e-13,4.487287807863051e-13,3.9700727090003056
25,2.1623671637993614e-13,2.708999371253466e-13,2.0525945409990527,2.884501566814972e-13,5.430273137933275e-13,3.8715146249996906
26,1.2020504938647924e-13,1.5030903776509522e-13,1.9511918330008484,1.432461135426606e-13,1.8899738621812676e-13,3.5604787079992093
27,1.8331764994883315e-13,2.2725080949198073e-13,1.9323629999998957,2.1673282674165808e-13,3.228334139839972e-13,3.7598826670000562
28,1.6431973837160997e-13,2.0821628007964065e-13,2.050961750001079,2.1794192609875208e-13,3.7648023411483384e-13,3.8116284999996424
29,2.0122075117257055e-13,2.5310215319370787e-13,2.1493140420006966,2.676882474838822e-13,4.4676566103616546e-13,3.679956250000032
30,2.4994259266442054e-13,3.262311515740501e-13,2.119481290999829,3.134574673568512e-13,4.548635462452305e-13,3.640587249999953
31,1.6621304228803258e-13,2.1379193314508948e-13,1.9830294999992475,2.0452196807196855e-13,3.162657753391903e-13,3.5984616659989115
32,1.6807841646260258e-13,2.0898994129173278e-13,2.085832708999078,2.1117817585364395e-13,3.8725870239669233e-13,3.6796898339998734
33,1.414338673955129e-13,1.8500680250482127e-13,1.9758287079985166,1.6393416541377091e-13,2.1846838499734782e-13,3.652971000001344
