,model_type,n_width,n_layers,l2_relative,time_fit,xlim_min,xlim_max,n_dim,n_points_train,n_points_test,random_seed
311,sampling,161,1,0.007893703757419736,0.07341694831848145,-1,1,3,10000,10000,2
312,sampling,161,1,0.007687091980296285,0.07370996475219727,-1,1,3,10000,10000,3
313,sampling,161,1,0.00798912710956685,0.07421422004699707,-1,1,3,10000,10000,4
314,sampling,161,1,0.007924598200540497,0.0794367790222168,-1,1,3,10000,10000,5
315,sampling,256,1,0.007276919045778088,0.12161993980407715,-1,1,3,10000,10000,1
316,sampling,256,1,0.007171367609443781,0.12199687957763672,-1,1,3,10000,10000,2
317,sampling,256,1,0.007087301139742906,0.12220478057861328,-1,1,3,10000,10000,3
318,sampling,256,1,0.007330294633401994,0.12324237823486328,-1,1,3,10000,10000,4
319,sampling,256,1,0.007308307739025419,0.12256002426147461,-1,1,3,10000,10000,5
320,sampling,406,1,0.00613243262000621,0.20272207260131836,-1,1,3,10000,10000,1
321,sampling,406,1,0.006101222216665533,0.2003955841064453,-1,1,3,10000,10000,2
322,sampling,406,1,0.005951957683882784,0.20088911056518555,-1,1,3,10000,10000,3
323,sampling,406,1,0.006053393596154676,0.20172786712646484,-1,1,3,10000,10000,4
324,sampling,406,1,0.006194926451389331,0.2009282112121582,-1,1,3,10000,10000,5
325,sampling,645,1,0.004967801638211379,0.339550256729126,-1,1,3,10000,10000,1
326,sampling,645,1,0.005007782834711567,0.3371756076812744,-1,1,3,10000,10000,2
327,sampling,645,1,0.005223053130102782,0.33590149879455566,-1,1,3,10000,10000,3
328,sampling,645,1,0.004702153889790664,0.3373899459838867,-1,1,3,10000,10000,4
329,sampling,645,1,0.005059653075173945,0.3367905616760254,-1,1,3,10000,10000,5
330,sampling,1024,1,0.00442555788801737,0.7166731357574463,-1,1,3,10000,10000,1
331,sampling,1024,1,0.004488706007820063,0.7131168842315674,-1,1,3,10000,10000,2
332,sampling,1024,1,0.004512373689316057,0.7175157070159912,-1,1,3,10000,10000,3
333,sampling,1024,1,0.004398047754911886,0.714576005935669,-1,1,3,10000,10000,4
334,sampling,1024,1,0.0044431332083713325,0.7125763893127441,-1,1,3,10000,10000,5
335,sampling,1625,1,0.004071289721023069,1.579918384552002,-1,1,3,10000,10000,1
336,sampling,1625,1,0.003933854733750673,1.571493148803711,-1,1,3,10000,10000,2
337,sampling,1625,1,0.004064501242404776,1.5982794761657715,-1,1,3,10000,10000,3
338,sampling,1625,1,0.003953527868753499,1.57275390625,-1,1,3,10000,10000,4
339,sampling,1625,1,0.004027450246993437,1.5781521797180176,-1,1,3,10000,10000,5
340,sampling,2580,1,0.003163950364339784,5.002863883972168,-1,1,3,10000,10000,1
341,sampling,2580,1,0.003015778618235747,5.026350021362305,-1,1,3,10000,10000,2
342,sampling,2580,1,0.0029793332539820236,5.0204877853393555,-1,1,3,10000,10000,3
343,sampling,2580,1,0.0029438214767637054,5.039340257644653,-1,1,3,10000,10000,4
344,sampling,2580,1,0.003105823306402397,5.028869390487671,-1,1,3,10000,10000,5
345,sampling,4096,1,0.002746077850025268,17.51011824607849,-1,1,3,10000,10000,1
346,sampling,4096,1,0.0026378334459769078,17.498554706573486,-1,1,3,10000,10000,2
347,sampling,4096,1,0.002635299972106294,17.50159215927124,-1,1,3,10000,10000,3
348,sampling,4096,1,0.0027821380952743934,17.501346826553345,-1,1,3,10000,10000,4
349,sampling,4096,1,0.0027165631252186254,17.497708320617676,-1,1,3,10000,10000,5
350,sampling,64,2,0.04718828012132442,0.04745292663574219,-1,1,3,10000,10000,1
351,sampling,64,2,0.029927713873350952,0.04693412780761719,-1,1,3,10000,10000,2
352,sampling,64,2,0.04659008112302687,0.04755520820617676,-1,1,3,10000,10000,3
353,sampling,64,2,0.04090153582233676,0.05478930473327637,-1,1,3,10000,10000,4
354,sampling,64,2,0.03875562503864855,0.05606484413146973,-1,1,3,10000,10000,5
355,sampling,101,2,0.02543106133563172,0.08592748641967773,-1,1,3,10000,10000,1
356,sampling,101,2,0.018501643671823022,0.08713459968566895,-1,1,3,10000,10000,2
357,sampling,101,2,0.01725030813185581,0.08643174171447754,-1,1,3,10000,10000,3
358,sampling,101,2,0.02661950688836163,0.0845189094543457,-1,1,3,10000,10000,4
359,sampling,101,2,0.0204114919883242,0.09132075309753418,-1,1,3,10000,10000,5
360,sampling,161,2,0.011760166259965576,0.13634490966796875,-1,1,3,10000,10000,1
361,sampling,161,2,0.01209089643084538,0.1393895149230957,-1,1,3,10000,10000,2
362,sampling,161,2,0.012463303971524004,0.1358935832977295,-1,1,3,10000,10000,3
363,sampling,161,2,0.011575626064309702,0.13510584831237793,-1,1,3,10000,10000,4
364,sampling,161,2,0.010984293548389786,0.13512563705444336,-1,1,3,10000,10000,5
365,sampling,256,2,0.008035987461743126,0.2201988697052002,-1,1,3,10000,10000,1
366,sampling,256,2,0.00617441685230262,0.22026944160461426,-1,1,3,10000,10000,2
367,sampling,256,2,0.0076546322446183375,0.22111725807189941,-1,1,3,10000,10000,3
368,sampling,256,2,0.006365178038258622,0.2172093391418457,-1,1,3,10000,10000,4
369,sampling,256,2,0.006433884361012194,0.2184464931488037,-1,1,3,10000,10000,5
370,sampling,406,2,0.004775566580612415,0.3457207679748535,-1,1,3,10000,10000,1
371,sampling,406,2,0.005202060480301884,0.37008094787597656,-1,1,3,10000,10000,2
372,sampling,406,2,0.005442905049310638,0.3325533866882324,-1,1,3,10000,10000,3
373,sampling,406,2,0.003832373481465438,0.33471202850341797,-1,1,3,10000,10000,4
374,sampling,406,2,0.004526370894456457,0.3352334499359131,-1,1,3,10000,10000,5
375,sampling,645,2,0.00399976447231929,0.5964457988739014,-1,1,3,10000,10000,1
376,sampling,645,2,0.0037170810693182114,0.6409292221069336,-1,1,3,10000,10000,2
377,sampling,645,2,0.0037809484030275364,0.6392812728881836,-1,1,3,10000,10000,3
378,sampling,645,2,0.002658610655822105,0.6400253772735596,-1,1,3,10000,10000,4
379,sampling,645,2,0.0037093396049439928,0.6416401863098145,-1,1,3,10000,10000,5
380,sampling,1024,2,0.003407844491842647,1.1315038204193115,-1,1,3,10000,10000,1
381,sampling,1024,2,0.002952587905940894,1.1306836605072021,-1,1,3,10000,10000,2
382,sampling,1024,2,0.0029309630250690653,1.12359619140625,-1,1,3,10000,10000,3
383,sampling,1024,2,0.002265698156259284,1.142009973526001,-1,1,3,10000,10000,4
384,sampling,1024,2,0.0028122113957781618,1.1245501041412354,-1,1,3,10000,10000,5
385,sampling,1625,2,0.0019377072694300636,2.26804780960083,-1,1,3,10000,10000,1
386,sampling,1625,2,0.002277531142508197,2.291335105895996,-1,1,3,10000,10000,2
387,sampling,1625,2,0.0019787942058602874,2.265516996383667,-1,1,3,10000,10000,3
388,sampling,1625,2,0.0016219532888224692,2.2693755626678467,-1,1,3,10000,10000,4
389,sampling,1625,2,0.0018546089218684626,2.269544839859009,-1,1,3,10000,10000,5
390,sampling,2580,2,0.001318616249671128,6.28124737739563,-1,1,3,10000,10000,1
391,sampling,2580,2,0.0014935293181065565,6.226101398468018,-1,1,3,10000,10000,2
392,sampling,2580,2,0.0012787305370854161,6.2176196575164795,-1,1,3,10000,10000,3
393,sampling,2580,2,0.001447533936146881,6.219569683074951,-1,1,3,10000,10000,4
394,sampling,2580,2,0.0014822270064843456,6.2279393672943115,-1,1,3,10000,10000,5
395,sampling,4096,2,0.001045473449569995,19.918850660324097,-1,1,3,10000,10000,1
396,sampling,4096,2,0.0007125216642870949,19.929944276809692,-1,1,3,10000,10000,2
397,sampling,4096,2,0.000669501701293007,19.923999309539795,-1,1,3,10000,10000,3
398,sampling,4096,2,0.0009954386861699138,19.900749921798706,-1,1,3,10000,10000,4
399,sampling,4096,2,0.0010135785040519642,19.918782234191895,-1,1,3,10000,10000,5
400,sampling,64,3,0.08146687832907677,0.06424951553344727,-1,1,3,10000,10000,1
401,sampling,64,3,0.04059204137226691,0.06395339965820312,-1,1,3,10000,10000,2
402,sampling,64,3,0.058983216729167356,0.07375049591064453,-1,1,3,10000,10000,3
403,sampling,64,3,0.050881293705585855,0.07447934150695801,-1,1,3,10000,10000,4
404,sampling,64,3,0.08006799377419815,0.07616519927978516,-1,1,3,10000,10000,5
405,sampling,101,3,0.04820512113678978,0.11806511878967285,-1,1,3,10000,10000,1
406,sampling,101,3,0.025900586230950234,0.1195380687713623,-1,1,3,10000,10000,2
407,sampling,101,3,0.030163829504706464,0.12222528457641602,-1,1,3,10000,10000,3
408,sampling,101,3,0.028416964625483817,0.11598396301269531,-1,1,3,10000,10000,4
409,sampling,101,3,0.027596323877513675,0.11702418327331543,-1,1,3,10000,10000,5
410,sampling,161,3,0.017867769477741036,0.1894690990447998,-1,1,3,10000,10000,1
411,sampling,161,3,0.017641549387421237,0.19756269454956055,-1,1,3,10000,10000,2
412,sampling,161,3,0.014441972167461278,0.18651390075683594,-1,1,3,10000,10000,3
413,sampling,161,3,0.01713953806496375,0.18610215187072754,-1,1,3,10000,10000,4
414,sampling,161,3,0.013949531728442753,0.18701601028442383,-1,1,3,10000,10000,5
415,sampling,256,3,0.013005912452931175,0.31444454193115234,-1,1,3,10000,10000,1
416,sampling,256,3,0.007775295416344375,0.3036923408508301,-1,1,3,10000,10000,2
417,sampling,256,3,0.007765497462942641,0.3066682815551758,-1,1,3,10000,10000,3
418,sampling,256,3,0.007822239143674688,0.31656551361083984,-1,1,3,10000,10000,4
419,sampling,256,3,0.007297098424515198,0.3050882816314697,-1,1,3,10000,10000,5
420,sampling,406,3,0.005240167974201411,0.48545098304748535,-1,1,3,10000,10000,1
421,sampling,406,3,0.006051524827776228,0.49505615234375,-1,1,3,10000,10000,2
422,sampling,406,3,0.004436628199202998,0.49805569648742676,-1,1,3,10000,10000,3
423,sampling,406,3,0.005215234978135069,0.4999990463256836,-1,1,3,10000,10000,4
424,sampling,406,3,0.0052871231657228325,0.4963345527648926,-1,1,3,10000,10000,5
425,sampling,645,3,0.0030499583158517217,0.8915846347808838,-1,1,3,10000,10000,1
426,sampling,645,3,0.004667615175129564,0.8898468017578125,-1,1,3,10000,10000,2
427,sampling,645,3,0.00432157719214593,0.897688627243042,-1,1,3,10000,10000,3
428,sampling,645,3,0.003427953231224484,0.8983192443847656,-1,1,3,10000,10000,4
429,sampling,645,3,0.004302129352255119,0.8916213512420654,-1,1,3,10000,10000,5
430,sampling,1024,3,0.0027021913982736563,1.5313386917114258,-1,1,3,10000,10000,1
431,sampling,1024,3,0.003084219820801058,1.5322582721710205,-1,1,3,10000,10000,2
432,sampling,1024,3,0.0026258664207817833,1.5310149192810059,-1,1,3,10000,10000,3
433,sampling,1024,3,0.0027415994984328704,1.5340690612792969,-1,1,3,10000,10000,4
434,sampling,1024,3,0.0029182327833715193,1.5366308689117432,-1,1,3,10000,10000,5
435,sampling,1625,3,0.002037945956277942,2.9454941749572754,-1,1,3,10000,10000,1
436,sampling,1625,3,0.0025104456571319197,2.933779716491699,-1,1,3,10000,10000,2
437,sampling,1625,3,0.002029530898550165,2.9420435428619385,-1,1,3,10000,10000,3
438,sampling,1625,3,0.0021175365914271257,2.9620988368988037,-1,1,3,10000,10000,4
439,sampling,1625,3,0.0023663166536130177,2.9562127590179443,-1,1,3,10000,10000,5
440,sampling,2580,3,0.0019245229934930902,7.446613311767578,-1,1,3,10000,10000,1
441,sampling,2580,3,0.0023163113637448144,7.406958341598511,-1,1,3,10000,10000,2
442,sampling,2580,3,0.001899178232737785,7.422245025634766,-1,1,3,10000,10000,3
443,sampling,2580,3,0.001854006169738879,7.4105589389801025,-1,1,3,10000,10000,4
444,sampling,2580,3,0.0021140843178561954,7.408164978027344,-1,1,3,10000,10000,5
445,sampling,4096,3,0.0009637254402973856,22.283668279647827,-1,1,3,10000,10000,1
446,sampling,4096,3,0.0009123370504934708,22.27479338645935,-1,1,3,10000,10000,2
447,sampling,4096,3,0.0009230797710170203,22.19969081878662,-1,1,3,10000,10000,3
448,sampling,4096,3,0.001047449759589597,22.248804330825806,-1,1,3,10000,10000,4
449,sampling,4096,3,0.0010441856054618924,22.213701725006104,-1,1,3,10000,10000,5
450,sampling,64,1,0.02354240829345999,0.02396249771118164,-1,1,4,10000,10000,1
451,sampling,64,1,0.023769364770714604,0.024370908737182617,-1,1,4,10000,10000,2
452,sampling,64,1,0.023121718258582183,0.024549245834350586,-1,1,4,10000,10000,3
453,sampling,64,1,0.023754395230960984,0.02380990982055664,-1,1,4,10000,10000,4
454,sampling,64,1,0.022216989490499293,0.024298906326293945,-1,1,4,10000,10000,5
455,sampling,101,1,0.012722645346104238,0.04233860969543457,-1,1,4,10000,10000,1
456,sampling,101,1,0.014674098368548142,0.04513216018676758,-1,1,4,10000,10000,2
457,sampling,101,1,0.015149465574065078,0.04621767997741699,-1,1,4,10000,10000,3
458,sampling,101,1,0.017099191996266635,0.04533505439758301,-1,1,4,10000,10000,4
459,sampling,101,1,0.01313113536300117,0.04551410675048828,-1,1,4,10000,10000,5
460,sampling,161,1,0.009852328081138131,0.07289266586303711,-1,1,4,10000,10000,1
461,sampling,161,1,0.009985344319942743,0.0730593204498291,-1,1,4,10000,10000,2
462,sampling,161,1,0.009967630632853131,0.07256627082824707,-1,1,4,10000,10000,3
463,sampling,161,1,0.009834490840789335,0.07177472114562988,-1,1,4,10000,10000,4
464,sampling,161,1,0.009781544873553753,0.07440829277038574,-1,1,4,10000,10000,5
465,sampling,256,1,0.006773617658876011,0.12075591087341309,-1,1,4,10000,10000,1
466,sampling,256,1,0.007772886569712738,0.12092256546020508,-1,1,4,10000,10000,2
467,sampling,256,1,0.0073425974745017905,0.12078738212585449,-1,1,4,10000,10000,3
468,sampling,256,1,0.0071466266698751975,0.11981868743896484,-1,1,4,10000,10000,4
469,sampling,256,1,0.007037636423104732,0.12035560607910156,-1,1,4,10000,10000,5
470,sampling,406,1,0.005607662388564427,0.20572400093078613,-1,1,4,10000,10000,1
471,sampling,406,1,0.005544171672801907,0.20355439186096191,-1,1,4,10000,10000,2
472,sampling,406,1,0.005822934108954686,0.20414304733276367,-1,1,4,10000,10000,3
473,sampling,406,1,0.005748149389287455,0.20531868934631348,-1,1,4,10000,10000,4
474,sampling,406,1,0.00564483182869632,0.20474672317504883,-1,1,4,10000,10000,5
475,sampling,645,1,0.005307840762345888,0.34965085983276367,-1,1,4,10000,10000,1
476,sampling,645,1,0.005368515172045582,0.34673261642456055,-1,1,4,10000,10000,2
477,sampling,645,1,0.005156656977805353,0.34728336334228516,-1,1,4,10000,10000,3
478,sampling,645,1,0.005187763131042726,0.34647297859191895,-1,1,4,10000,10000,4
479,sampling,645,1,0.0050154296953228055,0.3460869789123535,-1,1,4,10000,10000,5
480,sampling,1024,1,0.0041646370112187895,0.7398982048034668,-1,1,4,10000,10000,1
481,sampling,1024,1,0.004380629954519053,0.7386322021484375,-1,1,4,10000,10000,2
482,sampling,1024,1,0.0041257671737841275,0.739058256149292,-1,1,4,10000,10000,3
483,sampling,1024,1,0.0039052580205409877,0.7395141124725342,-1,1,4,10000,10000,4
484,sampling,1024,1,0.004337140199201693,0.7457199096679688,-1,1,4,10000,10000,5
485,sampling,1625,1,0.0034129489042137064,1.627272367477417,-1,1,4,10000,10000,1
486,sampling,1625,1,0.0036914541070324648,1.6128299236297607,-1,1,4,10000,10000,2
487,sampling,1625,1,0.003575358794518677,1.6428542137145996,-1,1,4,10000,10000,3
488,sampling,1625,1,0.0035431114782535178,1.609602928161621,-1,1,4,10000,10000,4
489,sampling,1625,1,0.003505352372790965,1.6215555667877197,-1,1,4,10000,10000,5
490,sampling,2580,1,0.0032120569582934832,5.072636365890503,-1,1,4,10000,10000,1
491,sampling,2580,1,0.003217924565587573,5.105739593505859,-1,1,4,10000,10000,2
492,sampling,2580,1,0.0032897488227007386,5.108689785003662,-1,1,4,10000,10000,3
493,sampling,2580,1,0.0032610053872891174,5.101948261260986,-1,1,4,10000,10000,4
494,sampling,2580,1,0.00317507030177786,5.122201681137085,-1,1,4,10000,10000,5
495,sampling,4096,1,0.0029862966932625835,17.6244375705719,-1,1,4,10000,10000,1
496,sampling,4096,1,0.0037619800114624038,17.60882067680359,-1,1,4,10000,10000,2
497,sampling,4096,1,0.004177585482675563,17.598774671554565,-1,1,4,10000,10000,3
498,sampling,4096,1,0.003247356726193583,17.630171537399292,-1,1,4,10000,10000,4
499,sampling,4096,1,0.0029483554838119737,17.620580196380615,-1,1,4,10000,10000,5
500,sampling,64,2,0.04485636035522115,0.04535508155822754,-1,1,4,10000,10000,1
501,sampling,64,2,0.04257585212297103,0.04640960693359375,-1,1,4,10000,10000,2
502,sampling,64,2,0.07089686481815072,0.04738354682922363,-1,1,4,10000,10000,3
503,sampling,64,2,0.053656034082506396,0.05500507354736328,-1,1,4,10000,10000,4
504,sampling,64,2,0.057844066400903955,0.056346893310546875,-1,1,4,10000,10000,5
505,sampling,101,2,0.02346416387300421,0.0843057632446289,-1,1,4,10000,10000,1
506,sampling,101,2,0.025395190267570825,0.0865020751953125,-1,1,4,10000,10000,2
507,sampling,101,2,0.029052268979215312,0.08516931533813477,-1,1,4,10000,10000,3
508,sampling,101,2,0.02957198090195174,0.08676385879516602,-1,1,4,10000,10000,4
509,sampling,101,2,0.023821580725111768,0.08968377113342285,-1,1,4,10000,10000,5
510,sampling,161,2,0.016823817583052687,0.1336672306060791,-1,1,4,10000,10000,1
511,sampling,161,2,0.01636886300265546,0.13635635375976562,-1,1,4,10000,10000,2
512,sampling,161,2,0.019286295234622094,0.13455843925476074,-1,1,4,10000,10000,3
513,sampling,161,2,0.016552573030587072,0.1363682746887207,-1,1,4,10000,10000,4
514,sampling,161,2,0.015934328750619873,0.13639450073242188,-1,1,4,10000,10000,5
515,sampling,256,2,0.010425703108388754,0.22029757499694824,-1,1,4,10000,10000,1
516,sampling,256,2,0.008981908644160885,0.2191462516784668,-1,1,4,10000,10000,2
517,sampling,256,2,0.00912282608715274,0.21837663650512695,-1,1,4,10000,10000,3
518,sampling,256,2,0.009933576076799648,0.21944069862365723,-1,1,4,10000,10000,4
519,sampling,256,2,0.008846395990076734,0.21969866752624512,-1,1,4,10000,10000,5
520,sampling,406,2,0.007085586187744833,0.3368551731109619,-1,1,4,10000,10000,1
521,sampling,406,2,0.006010996462878782,0.334597110748291,-1,1,4,10000,10000,2
522,sampling,406,2,0.006008028625221401,0.3354799747467041,-1,1,4,10000,10000,3
523,sampling,406,2,0.006573741652651661,0.35309839248657227,-1,1,4,10000,10000,4
524,sampling,406,2,0.005997178566038915,0.33653712272644043,-1,1,4,10000,10000,5
525,sampling,645,2,0.005391373983805909,0.5979375839233398,-1,1,4,10000,10000,1
526,sampling,645,2,0.004847904980830952,0.6432380676269531,-1,1,4,10000,10000,2
527,sampling,645,2,0.005710752032061128,0.6441559791564941,-1,1,4,10000,10000,3
528,sampling,645,2,0.004716207349866451,0.6441707611083984,-1,1,4,10000,10000,4
529,sampling,645,2,0.004507438965629361,0.6451394557952881,-1,1,4,10000,10000,5
530,sampling,1024,2,0.003928597594014061,1.1338725090026855,-1,1,4,10000,10000,1
531,sampling,1024,2,0.0035126818620633943,1.1377968788146973,-1,1,4,10000,10000,2
532,sampling,1024,2,0.0035022592627493216,1.136932611465454,-1,1,4,10000,10000,3
533,sampling,1024,2,0.0035629434245432624,1.1324899196624756,-1,1,4,10000,10000,4
534,sampling,1024,2,0.0037255389743118786,1.1406311988830566,-1,1,4,10000,10000,5
535,sampling,1625,2,0.0033004864836002792,2.2858808040618896,-1,1,4,10000,10000,1
536,sampling,1625,2,0.0037246682031993666,2.2771711349487305,-1,1,4,10000,10000,2
537,sampling,1625,2,0.003722400476844897,2.2660953998565674,-1,1,4,10000,10000,3
538,sampling,1625,2,0.0031380052178726745,2.281644105911255,-1,1,4,10000,10000,4
539,sampling,1625,2,0.0030842792526235272,2.283904552459717,-1,1,4,10000,10000,5
540,sampling,2580,2,0.002236596310832436,6.303162097930908,-1,1,4,10000,10000,1
541,sampling,2580,2,0.002171734657038902,6.281588077545166,-1,1,4,10000,10000,2
542,sampling,2580,2,0.002525234617616552,6.265804767608643,-1,1,4,10000,10000,3
543,sampling,2580,2,0.0018049690947554145,6.28645920753479,-1,1,4,10000,10000,4
544,sampling,2580,2,0.0022903755916934363,6.2995216846466064,-1,1,4,10000,10000,5
545,sampling,4096,2,0.0018884559871163548,20.035242080688477,-1,1,4,10000,10000,1
546,sampling,4096,2,0.0025037949236194116,19.995455503463745,-1,1,4,10000,10000,2
547,sampling,4096,2,0.0021397928610524244,19.998548984527588,-1,1,4,10000,10000,3
548,sampling,4096,2,0.0015074372814594325,20.09273076057434,-1,1,4,10000,10000,4
549,sampling,4096,2,0.0014116770523645485,19.98024821281433,-1,1,4,10000,10000,5
550,sampling,64,3,0.06574803580245446,0.06405448913574219,-1,1,4,10000,10000,1
551,sampling,64,3,0.05778086164747824,0.0632927417755127,-1,1,4,10000,10000,2
552,sampling,64,3,0.07411652200316171,0.07394742965698242,-1,1,4,10000,10000,3
553,sampling,64,3,0.08230603955605942,0.07674908638000488,-1,1,4,10000,10000,4
554,sampling,64,3,0.07534912570639765,0.07468509674072266,-1,1,4,10000,10000,5
555,sampling,101,3,0.04336339151611588,0.11770844459533691,-1,1,4,10000,10000,1
556,sampling,101,3,0.055315002215016555,0.11965537071228027,-1,1,4,10000,10000,2
557,sampling,101,3,0.04349102246117706,0.12112855911254883,-1,1,4,10000,10000,3
558,sampling,101,3,0.049275650879465754,0.11948084831237793,-1,1,4,10000,10000,4
559,sampling,101,3,0.049034680928967705,0.11960339546203613,-1,1,4,10000,10000,5
560,sampling,161,3,0.024430307484668,0.18879437446594238,-1,1,4,10000,10000,1
561,sampling,161,3,0.025286114916536713,0.19356727600097656,-1,1,4,10000,10000,2
562,sampling,161,3,0.025134706578286294,0.1877593994140625,-1,1,4,10000,10000,3
563,sampling,161,3,0.031191682121488443,0.18798542022705078,-1,1,4,10000,10000,4
564,sampling,161,3,0.028714043707304765,0.18911194801330566,-1,1,4,10000,10000,5
565,sampling,256,3,0.016075515874707187,0.3185276985168457,-1,1,4,10000,10000,1
566,sampling,256,3,0.013410655099187851,0.3055903911590576,-1,1,4,10000,10000,2
567,sampling,256,3,0.014837907511588802,0.30855894088745117,-1,1,4,10000,10000,3
568,sampling,256,3,0.016538897802644805,0.3054821491241455,-1,1,4,10000,10000,4
569,sampling,256,3,0.017023307036156808,0.30914878845214844,-1,1,4,10000,10000,5
570,sampling,406,3,0.00924017686858912,0.4814727306365967,-1,1,4,10000,10000,1
571,sampling,406,3,0.01007181249839834,0.49654269218444824,-1,1,4,10000,10000,2
572,sampling,406,3,0.00856338682192439,0.4984095096588135,-1,1,4,10000,10000,3
573,sampling,406,3,0.008641370719643545,0.49558067321777344,-1,1,4,10000,10000,4
574,sampling,406,3,0.010823700535552476,0.49783754348754883,-1,1,4,10000,10000,5
575,sampling,645,3,0.007351590668458696,0.9042527675628662,-1,1,4,10000,10000,1
576,sampling,645,3,0.0071902494226536474,0.8913710117340088,-1,1,4,10000,10000,2
577,sampling,645,3,0.0069398911230291365,0.8975450992584229,-1,1,4,10000,10000,3
578,sampling,645,3,0.0063954089635273395,0.8988170623779297,-1,1,4,10000,10000,4
579,sampling,645,3,0.00591126689204215,0.8955011367797852,-1,1,4,10000,10000,5
580,sampling,1024,3,0.005043441481547702,1.5511279106140137,-1,1,4,10000,10000,1
581,sampling,1024,3,0.004862412413366701,1.5435214042663574,-1,1,4,10000,10000,2
582,sampling,1024,3,0.004511158351451316,1.5419402122497559,-1,1,4,10000,10000,3
583,sampling,1024,3,0.005060405980097569,1.5424957275390625,-1,1,4,10000,10000,4
584,sampling,1024,3,0.004443125205140912,1.541370153427124,-1,1,4,10000,10000,5
585,sampling,1625,3,0.003545380375910271,2.9500935077667236,-1,1,4,10000,10000,1
586,sampling,1625,3,0.004108139910004204,2.9369115829467773,-1,1,4,10000,10000,2
587,sampling,1625,3,0.003813772452671349,2.954380750656128,-1,1,4,10000,10000,3
588,sampling,1625,3,0.00424631282803311,2.968492269515991,-1,1,4,10000,10000,4
589,sampling,1625,3,0.003670398508394197,2.9329099655151367,-1,1,4,10000,10000,5
590,sampling,2580,3,0.002487355356698679,7.424107551574707,-1,1,4,10000,10000,1
591,sampling,2580,3,0.002772276917880253,7.405663728713989,-1,1,4,10000,10000,2
592,sampling,2580,3,0.0026746489552733335,7.407034873962402,-1,1,4,10000,10000,3
593,sampling,2580,3,0.00280653841578438,7.392756223678589,-1,1,4,10000,10000,4
594,sampling,2580,3,0.002938406655058288,7.41615629196167,-1,1,4,10000,10000,5
595,sampling,4096,3,0.0016114123873318907,22.555697202682495,-1,1,4,10000,10000,1
596,sampling,4096,3,0.0015579015071817838,22.38554334640503,-1,1,4,10000,10000,2
597,sampling,4096,3,0.0017659279190021615,22.419564962387085,-1,1,4,10000,10000,3
598,sampling,4096,3,0.0016251626956076694,22.42922282218933,-1,1,4,10000,10000,4
599,sampling,4096,3,0.001558219743820407,22.437066555023193,-1,1,4,10000,10000,5
600,sampling,64,1,0.0239760097851158,0.02423381805419922,-1,1,5,10000,10000,1
601,sampling,64,1,0.024117989596116933,0.024550437927246094,-1,1,5,10000,10000,2
602,sampling,64,1,0.023378506508075637,0.02478194236755371,-1,1,5,10000,10000,3
603,sampling,64,1,0.02399034148978449,0.024443387985229492,-1,1,5,10000,10000,4
604,sampling,64,1,0.02329051928703631,0.024581432342529297,-1,1,5,10000,10000,5
605,sampling,101,1,0.022207396621446298,0.04295849800109863,-1,1,5,10000,10000,1
606,sampling,101,1,0.020529662601337727,0.04547238349914551,-1,1,5,10000,10000,2
607,sampling,101,1,0.021846069953601565,0.04602980613708496,-1,1,5,10000,10000,3
608,sampling,101,1,0.021786539491264183,0.04596281051635742,-1,1,5,10000,10000,4
609,sampling,101,1,0.02118170847244891,0.045305728912353516,-1,1,5,10000,10000,5
610,sampling,161,1,0.014003706083826686,0.07270574569702148,-1,1,5,10000,10000,1
611,sampling,161,1,0.015338599593422729,0.07307982444763184,-1,1,5,10000,10000,2
612,sampling,161,1,0.014377932326896364,0.07420706748962402,-1,1,5,10000,10000,3
613,sampling,161,1,0.013443863198030015,0.0726017951965332,-1,1,5,10000,10000,4
614,sampling,161,1,0.0149994347796515,0.07503056526184082,-1,1,5,10000,10000,5
615,sampling,256,1,0.009014998367231313,0.12235617637634277,-1,1,5,10000,10000,1
616,sampling,256,1,0.009254572354868458,0.1223139762878418,-1,1,5,10000,10000,2
617,sampling,256,1,0.00894889462360446,0.1212012767791748,-1,1,5,10000,10000,3
618,sampling,256,1,0.009106480473305983,0.12131762504577637,-1,1,5,10000,10000,4
619,sampling,256,1,0.009178679427045035,0.12164831161499023,-1,1,5,10000,10000,5
620,sampling,406,1,0.007791482236585123,0.2091689109802246,-1,1,5,10000,10000,1
621,sampling,406,1,0.007825255941424598,0.20657920837402344,-1,1,5,10000,10000,2
622,sampling,406,1,0.007552661997533856,0.20581865310668945,-1,1,5,10000,10000,3
623,sampling,406,1,0.007471098918005036,0.2059345245361328,-1,1,5,10000,10000,4
624,sampling,406,1,0.007608474250632175,0.2062971591949463,-1,1,5,10000,10000,5
625,sampling,645,1,0.0050460030965000765,0.3528285026550293,-1,1,5,10000,10000,1
626,sampling,645,1,0.004895902942139861,0.35063695907592773,-1,1,5,10000,10000,2
627,sampling,645,1,0.005014250705555965,0.3505873680114746,-1,1,5,10000,10000,3
628,sampling,645,1,0.004993520785555713,0.3493480682373047,-1,1,5,10000,10000,4
629,sampling,645,1,0.004944409383413846,0.35017967224121094,-1,1,5,10000,10000,5
630,sampling,1024,1,0.004281925662171553,0.7527873516082764,-1,1,5,10000,10000,1
631,sampling,1024,1,0.004242605416586112,0.7496428489685059,-1,1,5,10000,10000,2
