,model_type,n_width,n_layers,l2_relative,time_fit,xlim_min,xlim_max,n_dim,n_points_train,n_points_test
328,sampling,368,2,0.018786858185474032,0.19787001609802246,-1,1,10,10000,10000
329,sampling,458,2,0.01640249469672474,0.2644784450531006,-1,1,10,10000,10000
330,sampling,571,2,0.013107373611410428,0.3849213123321533,-1,1,10,10000,10000
331,sampling,710,2,0.012048438867282359,0.6308860778808594,-1,1,10,10000,10000
332,sampling,884,2,0.011143548504261117,0.8417868614196777,-1,1,10,10000,10000
333,sampling,1101,2,0.010066499063959816,1.1196725368499756,-1,1,10,10000,10000
334,sampling,1371,2,0.008754178585223598,1.5274641513824463,-1,1,10,10000,10000
335,sampling,1706,2,0.0072788949468846,2.296029567718506,-1,1,10,10000,10000
336,sampling,2124,2,0.006212883679533569,3.726534605026245,-1,1,10,10000,10000
337,sampling,2643,2,0.005527032745305266,6.365288257598877,-1,1,10,10000,10000
338,sampling,3290,2,0.00509919257082823,11.088663339614868,-1,1,10,10000,10000
339,sampling,4096,2,0.0051316409983584044,19.63383913040161,-1,1,10,10000,10000
340,sampling,64,3,0.06752387819548836,0.032456159591674805,-1,1,10,10000,10000
341,sampling,79,3,0.06663132819738662,0.04510784149169922,-1,1,10,10000,10000
342,sampling,99,3,0.06470790300439234,0.05940580368041992,-1,1,10,10000,10000
343,sampling,123,3,0.06361802116826944,0.07461142539978027,-1,1,10,10000,10000
344,sampling,153,3,0.06127529313240738,0.09843325614929199,-1,1,10,10000,10000
345,sampling,191,3,0.05639517674368694,0.12603139877319336,-1,1,10,10000,10000
346,sampling,237,3,0.04632318984788491,0.16037464141845703,-1,1,10,10000,10000
347,sampling,296,3,0.04008279240070359,0.21917009353637695,-1,1,10,10000,10000
348,sampling,368,3,0.03125211714421017,0.24541735649108887,-1,1,10,10000,10000
349,sampling,458,3,0.025432263510001708,0.40067577362060547,-1,1,10,10000,10000
350,sampling,571,3,0.01800024191727539,0.6447646617889404,-1,1,10,10000,10000
351,sampling,710,3,0.015382957349292294,0.8364121913909912,-1,1,10,10000,10000
352,sampling,884,3,0.013363063117458558,1.1075992584228516,-1,1,10,10000,10000
353,sampling,1101,3,0.011312235941060617,1.44622802734375,-1,1,10,10000,10000
354,sampling,1371,3,0.009875744705874448,1.9973843097686768,-1,1,10,10000,10000
355,sampling,1706,3,0.009272015450082924,2.85295033454895,-1,1,10,10000,10000
356,sampling,2124,3,0.008339740520097888,4.468982696533203,-1,1,10,10000,10000
357,sampling,2643,3,0.007471930398531006,7.355381727218628,-1,1,10,10000,10000
358,sampling,3290,3,0.006643295041152106,12.46722674369812,-1,1,10,10000,10000
359,sampling,4096,3,0.005199440221924143,21.60386848449707,-1,1,10,10000,10000
