0,1,2,3,4,5
0.93102,0.93052,0.92122,0.90572,0.9316,0.89948
0.8973,0.9033,0.8986,0.8817,0.9055,0.8868
43.36301946640015,43.146050453186035,42.29303431510925,43.650193214416504,44.99165487289429,29.687140226364136
0.9993,0.99846,0.99952,0.99932,0.99922,0.99436
0.9508,0.9471,0.9526,0.9453,0.946,0.9428
