0,1,2,3,4,5,6
0.93134,0.94312,0.93442,0.92562,0.91976,0.91758,0.89898
0.9064,0.908,0.8931,0.9016,0.8906,0.896,0.8867
58.713074922561646,80.14870595932007,85.09772849082947,68.42270493507385,85.5040397644043,67.24220538139343,62.86443090438843
