0,1,2,3,4,5
0.94382,0.91008,0.88076,0.88318,0.89782,0.85062
0.8877,0.8782,0.8588,0.863,0.8677,0.8371
38.73333787918091,30.16594433784485,25.79126763343811,26.387208938598633,45.674269914627075,29.913041830062866
0.99952,0.99948,0.99726,0.9995,0.99812,0.99586
0.9496,0.9532,0.9506,0.9526,0.9395,0.9471
