0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.94014,0.92944,0.94032,0.9259,0.92362,0.92726,0.92924,0.94626,0.96104,0.93648,0.94438,0.92648,0.96578,0.92402
0.911,0.9063,0.9089,0.9012,0.899,0.903,0.8985,0.9089,0.9148,0.9044,0.9131,0.9046,0.9141,0.9059
70.98339104652405,62.64304280281067,83.18550682067871,66.2361991405487,84.00541281700134,89.12308716773987,95.49149298667908,54.91560673713684,59.11858057975769,50.14631700515747,50.543177127838135,46.998727798461914,62.26530623435974,52.80343556404114
