0,1,2,3,4,5
0.91536,0.92204,0.89872,0.88576,0.86832,0.84912
0.8685,0.8765,0.8722,0.8541,0.8452,0.8301
41.84917402267456,40.331477642059326,32.63260054588318,40.515156269073486,37.213974475860596,37.00787901878357
0.9989,0.9962,0.99244,0.97186,0.99028,0.98302
0.9455,0.9427,0.942,0.9258,0.94,0.9311
