0,1,2,3,4,5
0.87794,0.891,0.90618,0.92348,0.93756,0.94984
0.8693,0.8785,0.8826,0.891,0.8935,0.8941
1.3554081916809082,4.092183589935303,9.553308725357056,67.11839842796326,132.5842912197113,190.52012395858765
0.99968,0.99958,0.99962,0.99924,0.9986,0.99758
0.9575,0.9595,0.9586,0.9597,0.9587,0.958
