0,1,2,3,4,5,6
0.93804,0.91658,0.92906,0.91238,0.85854,0.8753,0.85346
0.8853,0.8817,0.8834,0.8767,0.8408,0.85,0.8404
58.31455707550049,51.33637595176697,55.6044225692749,55.138790130615234,46.96139073371887,54.83745837211609,53.489988565444946
