,layer_width,n_modes,learning_rate,n_layers,batch_size,train_rel_l2,val_rel_l2,test_rel_l2,time_spent,architecture,method
154,4098,8,0.0005,2,64,0.030635011389255812,0.040105680497705035,0.03973757827859403,4206.029367272742,in_fourier,adam
155,4098,8,0.0005,4,64,0.04552082684108975,0.06034082362073712,0.059700627736389456,13602.64167340131,in_fourier,adam
156,4098,16,1e-05,1,64,0.007574975800652385,0.019269396978111628,0.018857486136830432,2553.8107636480904,in_fourier,adam
157,4098,16,1e-05,2,64,0.003033519590622737,0.04389261448428853,0.0428319376491077,15933.367746688426,in_fourier,adam
158,4098,16,1e-05,4,64,0.005580711565706478,0.06873055140002994,0.06772747497124836,16877.416320655495,in_fourier,adam
159,4098,16,5e-05,1,64,0.003313837069873702,0.010121123787054242,0.010005604926517165,2410.5008244610704,in_fourier,adam
160,4098,16,5e-05,2,64,0.007165449438620572,0.038844732607884444,0.038397179836869626,3518.1352051040158,in_fourier,adam
161,4098,16,5e-05,4,64,0.01191047451975758,0.0634844258131354,0.062168061232781985,4181.876307287875,in_fourier,adam
162,4098,16,0.0001,1,64,0.003344068264981525,0.008596720680604146,0.008517226031702562,2253.4518072710684,in_fourier,adam
163,4098,16,0.0001,2,64,0.013419165851712588,0.03896041431072871,0.03820522450235627,2204.5772321180752,in_fourier,adam
164,4098,16,0.0001,4,64,0.018606169176065227,0.053787775233398734,0.05234289970963438,3762.464511710219,in_fourier,adam
165,4098,16,0.0005,1,64,0.008443794623098235,0.011185869037799417,0.011129042241440505,554.3521262894695,in_fourier,adam
166,4098,16,0.0005,2,64,0.03179575359523317,0.03883347141329025,0.03917502741061021,3530.999312746649,in_fourier,adam
167,4098,16,0.0005,4,64,0.05122703823525093,0.06192882123947108,0.06186671742799324,9279.960982894836,in_fourier,adam
168,4098,32,1e-05,1,64,0.005948434316622564,0.009450413356769676,0.009467050983288644,2259.7043248123177,in_fourier,adam
169,4098,32,1e-05,2,64,0.0025411862717962183,0.02491845135010252,0.02408994337689142,10933.024640071206,in_fourier,adam
170,4098,32,1e-05,4,64,0.004765318119806599,0.039076486511464135,0.0386158719200178,13148.165992755443,in_fourier,adam
171,4098,32,5e-05,1,64,0.0032968181102518944,0.005062469332131863,0.00509674416755825,2059.4466780402386,in_fourier,adam
172,4098,32,5e-05,2,64,0.0074233357472954535,0.024837520199165238,0.0251664962887899,2709.910264141547,in_fourier,adam
173,4098,32,5e-05,4,64,0.015160281393862515,0.041794265166721196,0.040303947755270984,3639.2339102166393,in_fourier,adam
174,4098,32,0.0001,1,64,0.003899520384087593,0.005393246953056608,0.005384876011087354,1290.0632298970595,in_fourier,adam
175,4098,32,0.0001,2,64,0.013933405560393653,0.026813421399531107,0.027130335105345516,1636.4438178880762,in_fourier,adam
176,4098,32,0.0001,4,64,0.02014025761347407,0.04229433376004749,0.04132780338399355,3771.9290851556384,in_fourier,adam
177,4098,32,0.0005,1,64,0.007427518586383834,0.008421921775307102,0.008402159413140669,738.9461819035932,in_fourier,adam
178,4098,32,0.0005,2,64,0.032774405057777525,0.03854441866176952,0.038417976475349766,3116.3164536717036,in_fourier,adam
179,4098,32,0.0005,4,64,0.05293939117394852,0.06264392666247436,0.062316948651705985,7440.239805832815,in_fourier,adam
