,n_hidden_channels,n_modes,learning_rate,n_layers,batch_size,train_rel_l2,val_rel_l2,test_rel_l2,time_spent,architecture,method
45,32,8,0.005,1,64,0.013185879740450117,0.013056791543960571,0.012997295671039159,696.3932652280977,fno,adam
46,32,8,0.005,2,64,0.0008474215807186231,0.0008947804603311751,0.0008932108759052223,1890.2318432343502,fno,adam
47,32,8,0.005,4,64,0.0006007377623959823,0.0006735167383319802,0.000674296048987243,2623.301055548092,fno,adam
48,32,16,0.0001,1,64,0.00176604745067932,0.00174803978867001,0.0018113023050957255,1118.3774260282516,fno,adam
49,32,16,0.0001,2,64,0.0006937891053794711,0.0006752307222535212,0.0007412207797169685,1631.1211898208905,fno,adam
50,32,16,0.0001,4,64,0.0006277580385406811,0.0006241556054188145,0.0006801780040065448,2359.8323667772734,fno,adam
51,32,16,0.0005,1,64,0.000910653565492895,0.0009004774221943484,0.0009396877177059651,1425.738079199257,fno,adam
52,32,16,0.0005,2,64,0.000515489725947932,0.0005059838431576887,0.0005440670541591114,1823.8989130950843,fno,adam
53,32,16,0.0005,4,64,0.00047075320566417994,0.0004743337045527167,0.0004943891153153446,2209.9829678187766,fno,adam
54,32,16,0.001,1,64,0.0007868189375709604,0.0007730805613100529,0.000800795267853472,1224.25361479943,fno,adam
55,32,16,0.001,2,64,0.000475459569444259,0.0004750451555268632,0.0004939364888187912,1254.0547286864992,fno,adam
56,32,16,0.001,4,64,0.0004568308440071565,0.00046772346893946335,0.00048196003503269617,2853.019297954937,fno,adam
57,32,16,0.005,1,64,0.0004784220257705008,0.0004797937692039543,0.0004933983569757806,1266.2667589063446,fno,adam
58,32,16,0.005,2,64,0.00037296208290866123,0.0003877311800089147,0.00039220166703065235,1626.6482105435182,fno,adam
59,32,16,0.005,4,64,0.000401287112178074,0.0004241191194289261,0.00042721859055260816,1928.384130012244,fno,adam
60,32,32,0.0001,1,64,0.0015289265460990094,0.0015052094492647384,0.0015797528384460344,1302.0116852018982,fno,adam
61,32,32,0.0001,2,64,0.0007136508383684689,0.0006981528401374818,0.0007799832001328468,1731.5780611749117,fno,adam
62,32,32,0.0001,4,64,0.0006005234458242302,0.000585674821295672,0.0006438614020331039,2661.9352626912296,fno,adam
63,32,32,0.0005,1,64,0.0009006145106697524,0.0008922641641563839,0.0009338004953331416,1152.0929766412203,fno,adam
64,32,32,0.0005,2,64,0.0004969930922681534,0.0004860975881003672,0.0005227284241053794,1566.308387772801,fno,adam
65,32,32,0.0005,4,64,0.0005098509560166686,0.0005108779234190781,0.0005402888705333073,2640.886119621806,fno,adam
66,32,32,0.001,1,64,0.0007339699887843044,0.0007256655225323306,0.0007533529595368437,1169.312606011207,fno,adam
67,32,32,0.001,2,64,0.0004524181122995085,0.00045341504344509706,0.00047113059771557647,1567.7758446289226,fno,adam
68,32,32,0.001,4,64,0.00040173131972551343,0.0004223078990148173,0.0004283969663083553,2509.6332648166767,fno,adam
69,32,32,0.005,1,64,0.0004876440514430956,0.0004943173902316226,0.000501693906262517,1113.3431236064062,fno,adam
70,32,32,0.005,2,64,0.0003639725322524706,0.0003788486325906383,0.00038139128664301506,1487.535891995455,fno,adam
71,32,32,0.005,4,64,0.0003800617970733179,0.0004084651861339808,0.0004076659896721443,2224.944009370481,fno,adam
