,architecture,n_hidden_channels,n_layers,n_modes,batch_size,learning_rate,n_epochs,patience,weight_decay,train_rel_l2,val_rel_l2,test_rel_l2,time_spent,seed
184,fno,32,4,32,64,0.001,2000,100,0.0,0.00038896822825902036,0.0003980860455582539,0.0004116730932146311,2842.5737519217655,31993600
185,fno,32,2,32,64,0.001,2000,100,0.0,0.0004494482796225283,0.0004497474494079749,0.00046204775820175804,1554.1609245287254,491009879
186,fno,32,4,8,64,0.0005,2000,100,0.0,0.0008135365897582637,0.0008167992656429609,0.0008547528634468715,3385.5618717828766,36389812
187,fno,32,1,32,64,0.005,2000,100,0.0,0.0004756493175195323,0.00048273204701642194,0.0004885085492084424,1261.1700121900067,875293929
188,fno,32,1,32,64,0.0001,2000,100,0.0,0.001542706862092018,0.0015073494240641595,0.0015803134540716807,1599.1677757054567,141881507
189,fno,32,4,8,64,0.005,2000,100,0.0,0.0006132432321707407,0.0006928315858046214,0.0006858822156985601,2553.889113531448,732389862
190,fno,32,4,8,64,0.0001,2000,100,0.0,0.0009563099187281397,0.0009579149000346661,0.0010210286391278108,2796.5463306047022,868180797
191,fno,32,1,16,64,0.0005,2000,100,0.0,0.0009512419965532091,0.0009314353267351786,0.0009705194520453612,1692.615393936634,113739886
192,fno,32,2,16,64,0.0005,2000,100,0.0,0.000514000150271588,0.0004954636674374342,0.00052839387084047,2208.1083613643423,172682774
193,fno,32,4,8,64,0.005,2000,100,0.0,0.0006057168034215768,0.0006785633849600951,0.0006906622828294833,2978.230805164203,284479310
194,fno,32,1,16,64,0.0005,2000,100,0.0,0.0009040731278558572,0.0009008988464872042,0.0009488344974815845,1474.0707848062739,248937360
195,fno,32,4,8,64,0.0001,2000,100,0.0,0.001121422506454918,0.0011216224084297816,0.0012025394241015116,3936.164072819054,132163977
196,fno,16,1,32,64,0.001,2000,100,0.0,0.001909028651813666,0.0019010605091849962,0.0019578669518232348,1989.8926911493763,23893516
197,fno,32,2,16,64,0.0005,2000,100,0.0,0.0005560651684386863,0.0005420661643147468,0.0006034688819199801,1996.398912561126,971996116
198,fno,16,4,32,64,0.001,2000,100,0.0,0.0004346354448546966,0.00043878980291386444,0.0004539889978865782,2088.8698226986453,497928699
199,fno,32,2,8,64,0.0001,2000,100,0.0,0.0015089138688312636,0.001487746795018514,0.001536765140791734,1508.6780526945367,107862995
