,architecture,layer_width,n_hidden_channels,n_layers,n_modes,regularization_scale,train_rel_l2,val_rel_l2,test_rel_l2,time_spent,seed
40,fno_swim,4096,16,4,8,1e-10,0.00028229971540255226,0.0009370842532956258,0.0009657566829980855,767.3161882637069,114213817
41,fno_swim,4096,16,4,8,1e-08,0.0004518424128561614,0.0011006434998386723,0.0011302733996346852,763.6246657334268,128560697
42,fno_swim,4096,16,4,8,1e-06,0.0011916831929666466,0.0019539112296503725,0.0019323384359233842,763.2314172545448,816192511
43,fno_swim,512,16,1,8,1e-08,0.006090183963150861,0.006808386324010873,0.006676246414739464,10.773640368133783,146280477
44,fno_swim,4096,32,4,8,1e-10,0.000281524052103135,0.0009114667108877037,0.0009362027252644413,1511.2603648034856,539684075
45,fno_swim,4096,32,4,8,1e-08,0.0004634744744491576,0.0011323510541458436,0.001143169526654638,1496.280284752138,84637839
46,fno_swim,4096,32,4,8,1e-06,0.0012684776011027612,0.0021159289983731584,0.0021401816540022565,1514.8804747154936,571155929
47,fno_swim,4096,16,4,16,1e-10,0.0002870046376879362,0.0009408137368851545,0.0009694735571628885,777.5566000370309,672824276
48,fno_swim,4096,16,4,16,1e-08,0.00044734767677827314,0.0010826868119734592,0.0010832904805478266,775.2643766216934,794594794
49,fno_swim,4096,16,4,16,1e-06,0.0012863754060175256,0.0021648110133493125,0.002167153513224607,775.2737563056871,806882235
50,fno_swim,4096,32,4,16,1e-10,0.0002787374936185437,0.000908606161506123,0.0009349494292700234,1538.9916309164837,28782177
51,fno_swim,4096,32,4,16,1e-08,0.0004384585991716006,0.0010565071185683716,0.0010853751564494536,1539.0028011640534,277387752
52,fno_swim,4096,32,4,16,1e-06,0.0012831372397175364,0.0021628430816182076,0.0021702119558676103,1530.2572066849098,427482669
53,fno_swim,4096,16,4,32,1e-10,0.00028855850998683186,0.0009572564467204863,0.0009833079600930809,778.3097065044567,509564896
54,fno_swim,1024,16,4,32,1e-06,0.0031842869804101365,0.00435035569211905,0.004329198075118669,109.1956810746342,409266978
55,fno_swim,4096,16,4,32,1e-08,0.00044124435775496067,0.0010828415539938512,0.001108515563717064,774.9188866158947,771794620
56,fno_swim,4096,16,4,32,1e-06,0.0012317021671546238,0.0020030580612121138,0.002037442920104758,780.5038708783686,278678583
57,fno_swim,4096,32,4,32,1e-10,0.00027998797054228444,0.0009071002431511983,0.0009321100477927095,1546.7779664304107,291205466
58,fno_swim,4096,32,4,32,1e-08,0.00043280946023954275,0.0010461094630389166,0.001062362328875579,1547.677003087476,286876412
59,fno_swim,4096,32,4,32,1e-06,0.001367142207923429,0.002388954559252861,0.0023935773950773493,1540.5204515410587,566567598
60,fno_swim,4096,16,1,8,1e-10,0.0002773389495265573,0.0009172031920810994,0.0009415168336197266,184.56034630164504,987110893
61,fno_swim,4096,16,1,8,1e-08,0.0004479075318597899,0.0010934839004970228,0.0010976427538820948,184.52563375979662,180749372
62,fno_swim,4096,16,1,8,1e-06,0.0011799209704858751,0.0018950899628317425,0.001890421001602318,183.44175953418016,368939550
63,fno_swim,4096,32,1,8,1e-10,0.00027402182951394944,0.0008888935222220622,0.0009192633699680799,348.5639517111704,156838376
64,fno_swim,4096,32,1,8,1e-08,0.0004208906266420674,0.001019800602431826,0.0010453248348375754,342.79570684581995,930201672
65,fno_swim,1024,16,1,8,1e-06,0.0029146390846098375,0.0036257242290118276,0.003604356087427436,21.640696433372796,437918183
66,fno_swim,4096,32,1,8,1e-06,0.0011816740451314894,0.0019227051256326118,0.001916616663220514,340.67182536702603,587946449
67,fno_swim,4096,16,1,16,1e-10,0.00027651790903879416,0.0009029869231532593,0.0009474853696840553,187.3111662454903,918392680
68,fno_swim,4096,16,1,16,1e-08,0.0004418249930184688,0.0010628849828042417,0.0010735457323075306,187.73366712685674,106846185
69,fno_swim,4096,16,1,16,1e-06,0.001202158179890173,0.0019203038105426863,0.0019321278645923496,186.4332438930869,423788383
70,fno_swim,4096,32,1,16,1e-10,0.00027884399048252193,0.0009077730713878189,0.0009352650977700847,342.470973235555,352307742
71,fno_swim,4096,32,1,16,1e-08,0.0004442181989772876,0.001074805058023442,0.0010940877342099447,335.4484812710434,714420989
72,fno_swim,4096,32,1,16,1e-06,0.00119409953835046,0.0019259017316531418,0.0019391684391701863,345.21487962361425,834813855
73,fno_swim,4096,16,1,32,1e-10,0.0002787956459657221,0.0009093068701558628,0.0009410793617819998,189.31096275057644,464736018
74,fno_swim,4096,16,1,32,1e-08,0.00043720886769252657,0.0010379707940250346,0.0010609115813819644,188.28967716544867,866384387
75,fno_swim,4096,16,1,32,1e-06,0.0011955584298048616,0.0019150882023388682,0.0019080866732771925,187.79327906668186,468095146
76,fno_swim,256,16,4,32,1e-08,0.013785628959045148,0.014522398590942306,0.014472200447298422,35.082176436670125,907323513
77,fno_swim,4096,32,1,32,1e-10,0.000276863954841515,0.0009013339172088724,0.0009386800076318188,371.753194517456,946281948
78,fno_swim,4096,32,1,32,1e-08,0.00044170102765960845,0.001059780623375542,0.0010708055905181745,367.2760212086141,415975773
79,fno_swim,4096,32,1,32,1e-06,0.0011988328845401479,0.001913808414180097,0.0019112675970184801,369.8831200422719,844063156
80,fno_swim,4096,16,2,8,1e-10,0.0002943990984900121,0.000960534432090914,0.0009972200252320819,376.18802332598716,267615351
81,fno_swim,4096,16,2,8,1e-08,0.00043908645746550546,0.0010753045439108012,0.0010947027089029432,374.03798767831177,24977139
82,fno_swim,4096,16,2,8,1e-06,0.0012108214894696488,0.001976779596678662,0.0019773339379469857,375.6008381815627,356623413
83,fno_swim,4096,32,2,8,1e-10,0.0002749718456925117,0.0009006867274537835,0.0009392915276697395,732.017429525964,175874432
84,fno_swim,4096,32,2,8,1e-08,0.0004416158102244286,0.0010710553876564428,0.001085224311670207,714.2172538330778,317217032
