,architecture,layer_width,n_hidden_channels,n_layers,n_modes,regularization_scale,train_rel_l2,val_rel_l2,test_rel_l2,time_spent,seed
85,fno_swim,4096,32,2,8,1e-06,0.0011643401148294168,0.001883717208589679,0.0018836738085039955,732.4925296325237,665272842
86,fno_swim,4096,16,2,16,1e-10,0.00027538940789025745,0.0008976677846311937,0.0009330905901124967,388.32484983466566,554448229
87,fno_swim,1024,16,4,16,1e-06,0.003109710628715101,0.004031625258956255,0.003964957057400208,106.47845900245011,485868175
88,fno_swim,4096,16,2,16,1e-08,0.0004359386960909606,0.001054760996215782,0.0010739284147411308,385.60153062362224,873404996
89,fno_swim,4096,16,2,16,1e-06,0.001225428249626,0.0020222462811388775,0.002020316849436315,386.3298324197531,108226487
90,fno_swim,4096,32,2,16,1e-10,0.00027922197773878535,0.0009092615460404612,0.0009453114037512524,747.6112475898117,963663404
91,fno_swim,4096,32,2,16,1e-08,0.0004542876152515466,0.00109737909379712,0.0011083139951955508,749.2666125399992,239105020
92,fno_swim,4096,32,2,16,1e-06,0.0011947020642413134,0.0019150234772659926,0.001920061921043068,747.8817535080016,757244427
93,fno_swim,4096,16,2,32,1e-10,0.0002843360617119754,0.0009372386984040813,0.0009668757262124389,388.73004373628646,341118479
94,fno_swim,4096,16,2,32,1e-08,0.00044329703748163725,0.0010750127442695284,0.0010879213442846374,389.0956274913624,532895358
95,fno_swim,4096,16,2,32,1e-06,0.0013203344327408926,0.0022527906939271932,0.0022703225214987795,386.1819181460887,939506177
96,fno_swim,4096,32,2,32,1e-10,0.00027884804589056814,0.0009172846613279045,0.0009426168305388683,764.7285710358992,181658378
97,fno_swim,4096,32,2,32,1e-08,0.00045143654889908053,0.001086051697140654,0.0011124979078542807,764.6913990732282,122950401
98,fno_swim,256,16,1,16,1e-08,0.013575606671415255,0.014105443406216327,0.014186951770216998,7.356546325609088,329366569
99,fno_swim,4096,32,2,32,1e-06,0.001205426120485268,0.002010844164591378,0.002025245911115229,772.2360212085769,794893509
100,fno_swim,4096,16,4,8,1e-10,0.00028581342063740365,0.000942122953715464,0.0009792065856105527,757.3768787514418,622518555
101,fno_swim,4096,16,4,8,1e-08,0.0004538301958295118,0.0011029986938940793,0.0011248168752034085,764.829704397358,150732226
102,fno_swim,4096,16,4,8,1e-06,0.001276766034098931,0.002141057540373565,0.002156657561862368,749.5379369379953,896281595
103,fno_swim,4096,32,4,8,1e-10,0.00028150073768910036,0.0009278234505999232,0.0009603810899437709,1537.0189505992457,961466956
104,fno_swim,4096,32,4,8,1e-08,0.00045913460993785135,0.0011526534939184845,0.001164232459043755,1509.336161560379,869173402
105,fno_swim,4096,32,4,8,1e-06,0.0012228583603895392,0.002038210183897292,0.0020228807282848104,1516.262250430882,99121396
106,fno_swim,4096,16,4,16,1e-10,0.0002902588682441757,0.0009656277227206527,0.0009945873794034693,774.5884775696322,984309545
107,fno_swim,4096,16,4,16,1e-08,0.0004518597362140453,0.001089611543966044,0.001099724286243141,776.0907276887447,108614704
108,fno_swim,4096,16,4,16,1e-06,0.001770521159680397,0.003300191570104029,0.003262787461200996,774.200592215173,256030442
109,fno_swim,512,16,2,16,1e-06,0.0057767641170791625,0.006344749789851659,0.006291699472091918,49.80815567076206,662385184
110,fno_swim,1024,16,1,32,1e-06,0.002886478118323332,0.0035432685285050358,0.003525847190025558,26.47019524499774,211695410
111,fno_swim,4096,32,4,16,1e-10,0.0002810163297431063,0.0009267121885651281,0.0009611687980995915,1527.1832695519552,759821446
112,fno_swim,4096,32,4,16,1e-08,0.00046042784646183185,0.0011124652059813038,0.001130723492461056,1499.4295165706426,408436727
113,fno_swim,4096,32,4,16,1e-06,0.0013831160348769056,0.002447912391304416,0.002446733465763109,1516.2842483483255,337108201
114,fno_swim,4096,16,4,32,1e-10,0.0002917054251115646,0.0009629954778338886,0.0009897836487736894,778.6666083931923,175179136
115,fno_swim,4096,16,4,32,1e-08,0.00048724295862733206,0.0012109688498968035,0.0012303806437131066,785.3582416689023,8419212
116,fno_swim,4096,16,4,32,1e-06,0.0014418206158808792,0.002498183601184027,0.0024834998952047863,776.0536280879751,225827889
117,fno_swim,4096,32,4,32,1e-10,0.00029156782390882274,0.0009629359031915783,0.0009969558681768868,1683.863128802739,994042637
118,fno_swim,4096,32,4,32,1e-08,0.0004410093888254907,0.0010606489195844912,0.0010659472048990986,1974.6715427394956,185377414
119,fno_swim,4096,32,4,32,1e-06,0.0011673985482278148,0.0019275978094525565,0.0019372159136369967,1968.0989002212882,672469898
120,fno_swim,4096,16,1,8,1e-10,0.0002764130758773288,0.0009104619124420586,0.0009308208734549819,230.1518505671993,822062014
121,fno_swim,512,16,1,32,1e-08,0.005890297286081843,0.006532825812040537,0.00647583360523097,13.000719256699085,537145037
122,fno_swim,4096,16,1,8,1e-08,0.0004372997230188222,0.0010383080646164452,0.0010619583771800465,228.92635871004313,143847136
123,fno_swim,4096,16,1,8,1e-06,0.00120308651307209,0.001977864775886549,0.0019949837044299567,230.48275455273688,605522853
124,fno_swim,4096,32,1,8,1e-10,0.00027498460775220694,0.000894381245555073,0.0009427407825035381,450.80842163134366,407566386
125,fno_swim,4096,32,1,8,1e-08,0.00044997611104506094,0.0010793781172689651,0.001092567969831411,451.96475658752024,894191105
126,fno_swim,4096,32,1,8,1e-06,0.0012292450658169776,0.001985623873534402,0.001998418214977913,445.91467763949186,798545039
127,fno_swim,4096,16,1,16,1e-10,0.0002746870659024812,0.0008942931590592266,0.0009227066571204772,235.23808011971414,195700716
128,fno_swim,4096,16,1,16,1e-08,0.0004416394580130001,0.0010557692062511939,0.0010677188156454237,236.39244022406638,949070272
129,fno_swim,4096,16,1,16,1e-06,0.0012412179866537916,0.0020663442795028704,0.0020551401025825024,234.99734503217041,602756146
130,fno_swim,4096,32,1,16,1e-10,0.00027289399641035447,0.0008908232414894514,0.0009161478076433241,457.6692760651931,706271301
131,fno_swim,4096,32,1,16,1e-08,0.000428646194792004,0.0010249391076401475,0.0010400200161737277,459.64466714207083,974603546
132,fno_swim,512,16,4,32,1e-10,0.0064299525419861826,0.0074318773135727155,0.007373173105966146,57.96569363772869,75327449
133,fno_swim,4096,32,1,16,1e-06,0.0011913377330474925,0.0019371271251775587,0.0019429588169326889,449.17349010985345,468732183
134,fno_swim,4096,16,1,32,1e-10,0.00027936873494030913,0.0009342036198283257,0.0009557408171195426,240.62977076787502,473679469
135,fno_swim,4096,16,1,32,1e-08,0.0004334700668199021,0.0010561761251361161,0.0010666775965711742,239.89504899736494,846112416
136,fno_swim,4096,16,1,32,1e-06,0.0012288812761426585,0.0020195688621637456,0.002043929861061628,237.92004456650466,555861119
137,fno_swim,4096,32,1,32,1e-10,0.00027554757447936876,0.0009002244553231312,0.0009308507879288098,467.21894409600645,189632205
138,fno_swim,4096,32,1,32,1e-08,0.0004380083225569638,0.0010426030437873097,0.0010552160341290202,465.33651185780764,783604194
139,fno_swim,4096,32,1,32,1e-06,0.001179123986257417,0.0018995612888323408,0.0019312629997988446,467.7861467599869,141168146
140,fno_swim,4096,16,2,8,1e-10,0.0002859404429876704,0.000947133062282776,0.0009847113651507413,465.76907166745514,639395480
141,fno_swim,4096,16,2,8,1e-08,0.00044338283652587584,0.0010783620116260467,0.0011023576574682567,469.8206323515624,620990951
142,fno_swim,4096,16,2,8,1e-06,0.0013040449107540293,0.0022572149002896952,0.002267240420562425,457.19717465061694,734272243
143,fno_swim,1024,16,4,32,1e-08,0.0028834397031377596,0.0040870960466384085,0.004080895463634477,113.52874271105975,231926801
144,fno_swim,4096,32,2,8,1e-10,0.0002785882307363902,0.0009115113411897078,0.0009350056857194652,905.1262544095516,741651069
145,fno_swim,4096,32,2,8,1e-08,0.0004299336854655049,0.0010484828337118145,0.0010607431607415603,913.5172663861886,387661791
146,fno_swim,4096,32,2,8,1e-06,0.0012726520291829327,0.002144591377679044,0.002163008502638227,1033.144379220903,794385354
147,fno_swim,4096,16,2,16,1e-10,0.00028480128738066934,0.000950654903288626,0.0009750730535872559,472.21287103928626,714620647
148,fno_swim,4096,16,2,16,1e-08,0.00044415379703499424,0.001063816700364705,0.0010859659939979908,476.41249300260097,145746906
149,fno_swim,4096,16,2,16,1e-06,0.0012111705158877953,0.001961369666369675,0.0019594427117467744,397.0249481257051,239913197
150,fno_swim,4096,32,2,16,1e-10,0.0002738154716565466,0.0008791453883832528,0.0009268898979369249,853.5136074842885,686181698
151,fno_swim,4096,32,2,16,1e-08,0.0004376188020827957,0.0010567193400703777,0.0010608369936886102,926.8510876754299,44895771
152,fno_swim,4096,32,2,16,1e-06,0.0012012089098301956,0.0019694081385633042,0.0019830793130970244,909.7508458066732,504138540
153,fno_swim,4096,16,2,32,1e-10,0.0002739549776298561,0.0008977675170578854,0.0009209753275375719,479.04985426180065,341156329
154,fno_swim,4096,16,2,32,1e-08,0.00044937909255637405,0.0010900612795907486,0.001119020355311664,479.9664391260594,858421233
155,fno_swim,4096,16,2,32,1e-06,0.00141790589672013,0.0024930672995443666,0.0024978415821433728,431.74633352737874,267255182
156,fno_swim,4096,32,2,32,1e-10,0.00027462094838504134,0.000905015373643018,0.0009288920689539977,771.8978647012264,914697908
157,fno_swim,4096,32,2,32,1e-08,0.0004449521485722716,0.0010701740043682266,0.001076897139114989,804.9514274103567,190065429
158,fno_swim,4096,32,2,32,1e-06,0.0011605158587966499,0.0018925733944153596,0.0019067911658228246,915.0956720560789,626361837
159,fno_swim,4096,16,4,8,1e-10,0.0002835686822695341,0.000939813699282324,0.0009740520447580467,826.7236184505746,643046046
160,fno_swim,4096,16,4,8,1e-08,0.0005174534453855346,0.0013059001435350795,0.0013299145187220358,766.3300344860181,933159903
161,fno_swim,4096,16,4,8,1e-06,0.0015094342277772875,0.0026798922392528754,0.002671025356551862,780.9340311717242,490373508
162,fno_swim,4096,32,4,8,1e-10,0.00027335005850853694,0.0008916219683480513,0.0009134874116971455,1595.0751345530152,950600439
163,fno_swim,4096,32,4,8,1e-08,0.0004344787066265052,0.0010546646338439774,0.0010718166268396663,1524.208466728218,259242578
164,fno_swim,512,32,4,32,1e-08,0.0059984964089728485,0.0066174147440147876,0.0066400234877573685,119.82073967903852,181319038
165,fno_swim,4096,32,4,8,1e-06,0.001204962150258335,0.0019660096273094087,0.0019740330804116023,1597.704396978952,350849499
