,architecture,input_dim,layer_width,n_layers,n_modes,batch_size,learning_rate,n_epochs,patience,print_every,weight_decay,train_rel_l2,val_rel_l2,test_rel_l2,time_spent,seed
98,in_fourier,256,256,1,8,64,5e-05,5000,200,1,0.0,0.004619163543748465,0.0048803295364890096,0.0048532889180217505,2004.5116445515305,356752994
99,in_fourier,256,4098,2,16,64,5e-05,5000,200,1,0.0,0.00661299313604575,0.039399254386063016,0.03864518178498635,3955.691102235578,976206788
100,in_fourier,256,512,4,32,64,5e-05,5000,200,1,0.0,0.0037814267087462015,0.01252692733426616,0.012083547399892767,2106.971068944782,353183939
101,in_fourier,256,4098,2,32,64,5e-05,5000,200,1,0.0,0.008753076646232297,0.024864210146524558,0.025255478178182935,2473.929460985586,743304615
102,in_fourier,256,4098,4,8,64,1e-05,5000,200,1,0.0,0.011720503629899834,0.11849449654386744,0.11454606237593373,32098.80739770271,647323813
103,in_fourier,256,256,1,16,64,5e-05,5000,200,1,0.0,0.004923423053122056,0.005166542971101608,0.005114105066809254,2128.94778069295,429352046
104,in_fourier,256,4098,4,16,64,1e-05,5000,200,1,0.0,0.005250857343315582,0.06871152982510274,0.06798865444310845,18116.82370251324,952764843
105,in_fourier,256,4098,4,32,64,1e-05,5000,200,1,0.0,0.004561518067592239,0.039978141531237944,0.03956474537003355,13287.789136807434,599124426
106,in_fourier,256,1024,4,32,64,0.0005,5000,200,1,0.0,0.04649997893610786,0.060645533655800506,0.058875195246129004,275.0245321113616,454457901
107,in_fourier,256,4098,4,16,64,0.0005,5000,200,1,0.0,0.05088271659037974,0.061546330077365,0.06111883033178145,9352.191939136945,628704702
108,in_fourier,256,512,1,16,64,5e-05,5000,200,1,0.0,0.004031685676417922,0.0043412942644307315,0.004324483959280163,1802.2328659202904,95392685
109,in_fourier,256,512,1,16,64,0.0001,5000,200,1,0.0,0.003429405586937138,0.003711700697746885,0.0036902974687300213,1564.227557794191,549967243
110,in_fourier,256,4098,1,8,64,0.0001,5000,200,1,0.0,0.003322347083688826,0.020381709465281717,0.020243053027970855,2493.922758168541,834717738
111,in_fourier,256,4098,4,8,64,5e-05,5000,200,1,0.0,0.010421162150463133,0.10155798086236235,0.09771852676452694,5269.792669228278,785560747
112,in_fourier,256,512,4,32,64,0.0001,5000,200,1,0.0,0.00661969059033859,0.017541088215084915,0.016456792675585478,995.544985389337,435825584
113,in_fourier,256,512,1,16,64,5e-05,5000,200,1,0.0,0.0035796786679716005,0.0038669602361180284,0.0038517904804311336,2198.941635743715,291813350
114,in_fourier,256,4098,2,32,64,0.0001,5000,200,1,0.0,0.013194502867437013,0.027199589680951274,0.02722465095893321,1865.5712206549942,715585819
115,in_fourier,256,4098,2,32,64,0.0005,5000,200,1,0.0,0.03261176005876218,0.038309387478071014,0.03841818199780162,3376.6337453033775,988891434
116,in_fourier,256,2048,1,32,64,0.0001,5000,200,1,0.0,0.0038795572455430625,0.004401301600970883,0.00434242173613087,1114.190430643037,456345819
117,in_fourier,256,4098,4,8,64,1e-05,5000,200,1,0.0,0.008953127388097244,0.11772859293319804,0.11446458009092467,26453.498843031004,420514720
118,in_fourier,256,2048,2,32,64,5e-05,5000,200,1,0.0,0.005411793432583743,0.019600658694385827,0.019421163260581423,1281.6794702699408,297021302
119,in_fourier,256,2048,2,16,64,0.0001,5000,200,1,0.0,0.009706880715815382,0.03306425270496062,0.031624943563120095,660.7098571388051,38505834
120,in_fourier,256,512,4,8,64,5e-05,5000,200,1,0.0,0.0037655818077925065,0.03615232922177164,0.035626541393501646,3171.9955212092027,289820177
121,in_fourier,256,256,2,8,64,0.0001,5000,200,1,0.0,0.004235676444438246,0.005835918922167331,0.005783551564305554,1459.5365242697299,789497154
122,in_fourier,256,256,2,16,64,1e-05,5000,200,1,0.0,0.006410810809299744,0.008590153533976005,0.008490925257925244,2593.4833501027897,288020779
123,in_fourier,256,4098,1,8,64,1e-05,5000,200,1,0.0,0.009012287043668512,0.03303835520254543,0.03218816541457162,2212.1297129252926,312799273
124,in_fourier,256,4098,2,8,64,0.0005,5000,200,1,0.0,0.02997124583318673,0.03976634799208462,0.03945063234135322,4283.769700111821,881180835
125,in_fourier,256,512,4,8,64,0.0005,5000,200,1,0.0,0.03507469021871955,0.06792595645800814,0.06678539422222186,176.44114900473505,617088768
126,in_fourier,256,256,1,8,64,0.0001,5000,200,1,0.0,0.00381809032506386,0.004006127224092454,0.003997151406385309,1982.8916875310242,515815848
127,in_fourier,256,512,1,16,64,0.0005,5000,200,1,0.0,0.005383337942784602,0.005641710701155568,0.005519674936557237,504.1605096673593,705645845
128,in_fourier,256,256,2,8,64,1e-05,5000,200,1,0.0,0.011623376837898998,0.019602527146240462,0.019234268554576633,2425.1840694043785,889034961
