,architecture,input_dim,layer_width,n_layers,n_modes,batch_size,learning_rate,n_epochs,patience,print_every,weight_decay,train_rel_l2,val_rel_l2,test_rel_l2,time_spent,seed
129,in_fourier,256,2048,4,32,64,0.0001,5000,200,1,0.0,0.017638006750996107,0.036955554119405855,0.03670472645622732,782.487221349962,481462418
130,in_fourier,256,1024,2,16,64,0.0001,5000,200,1,0.0,0.0054028652541935045,0.02851291643685374,0.027768465272903355,575.6503453105688,145681542
131,in_fourier,256,1024,4,16,64,5e-05,5000,200,1,0.0,0.006717018827748611,0.038208539165627206,0.03838625699978185,1049.8616105597466,23918790
132,in_fourier,256,256,2,16,64,0.0005,5000,200,1,0.0,0.009082990785353318,0.011911016618784418,0.011933618592691755,599.8495951117948,239650063
133,in_fourier,256,4098,2,16,64,1e-05,5000,200,1,0.0,0.002651727758008746,0.043730030571385185,0.043305534936583935,15780.082782958634,73532869
134,in_fourier,256,2048,4,8,64,1e-05,5000,200,1,0.0,0.006860918729219851,0.08184681754244212,0.0812237833550718,13132.552458241582,749801093
135,in_fourier,256,2048,2,8,64,0.0001,5000,200,1,0.0,0.009862418550076442,0.05229553319626385,0.05060978426984036,793.296312646009,877886837
136,in_fourier,256,256,1,16,64,5e-05,5000,200,1,0.0,0.004803433546893185,0.005024623565356852,0.004982814627224037,1916.3753057532012,13844200
137,in_fourier,256,2048,4,16,64,1e-05,5000,200,1,0.0,0.0035765866013325225,0.053144247025086355,0.05379841386166488,11449.165466905572,843260373
138,in_fourier,256,256,1,16,64,0.0001,5000,200,1,0.0,0.0038389362572662615,0.004030863935141566,0.004009806823210089,1873.3453081147745,470673417
139,in_fourier,256,4098,4,16,64,5e-05,5000,200,1,0.0,0.008278600107748295,0.06543531292125142,0.06384769033801548,5143.3928077491,204395595
140,in_fourier,256,2048,4,32,64,5e-05,5000,200,1,0.0,0.009744809867258623,0.03428813803202359,0.033777227369782836,1291.3287204820663,86381478
