,architecture,input_dim,layer_width,n_layers,n_modes,batch_size,learning_rate,n_epochs,patience,weight_decay,train_rel_l2,val_rel_l2,test_rel_l2,time_spent,seed
48,deeponet,256,2048,1,16,n/a,5e-05,90000,4500,0,0.005394700448960066,0.005639619193971157,0.005605973768979311,497.9922101367265,260589791
49,deeponet,256,1024,4,32,n/a,0.0005,90000,4500,0,0.006720706354826689,0.007392944302409887,0.007311361376196146,204.11577572580427,822264273
50,deeponet,256,256,2,16,n/a,5e-05,90000,4500,0,0.0024937016423791647,0.0026906151324510574,0.0026496450882405043,422.7530973693356,915309815
51,deeponet,256,2048,2,32,n/a,0.0005,90000,4500,0,0.004107796587049961,0.004358359612524509,0.004354380536824465,290.48867773264647,748157960
52,deeponet,256,1024,1,8,n/a,5e-05,90000,4500,0,0.021254276856780052,0.02118002437055111,0.020861422643065453,406.6309970030561,284260598
53,deeponet,256,512,2,16,n/a,0.0001,90000,4500,0,0.00206904043443501,0.002292957389727235,0.002260475419461727,449.1585524948314,975655324
54,deeponet,256,4098,2,32,n/a,0.0005,90000,4500,0,0.0072372243739664555,0.007512741256505251,0.007411847356706858,665.488547696732,55908444
55,deeponet,256,1024,2,32,n/a,0.0005,90000,4500,0,0.0067538549192249775,0.006924633868038654,0.006869615986943245,118.66226207930595,938553098
56,deeponet,256,256,4,32,n/a,0.0005,90000,4500,0,0.0040299976244568825,0.004468741826713085,0.004454427864402533,208.5021195774898,829672030
57,deeponet,256,1024,2,8,n/a,5e-05,90000,4500,0,0.020871544256806374,0.020779110491275787,0.02043956331908703,329.28508228901774,26057931
58,deeponet,256,512,1,32,n/a,0.0001,90000,4500,0,0.004238514229655266,0.004416903480887413,0.004387811757624149,386.1015702979639,654607098
59,deeponet,256,2048,1,8,n/a,0.0001,90000,4500,0,0.02160383015871048,0.021558642387390137,0.021229185163974762,330.3112360658124,955949206
60,deeponet,256,4098,2,16,n/a,0.0005,90000,4500,0,0.008238682523369789,0.008569796569645405,0.00850727129727602,576.4710473995656,644473187
61,deeponet,256,4098,1,32,n/a,0.0005,90000,4500,0,0.006126244552433491,0.0064282347448170185,0.006408482789993286,292.02551099285483,110471251
62,deeponet,256,4098,1,32,n/a,0.0001,90000,4500,0,0.004705209285020828,0.004955537151545286,0.0049427105113863945,741.4533899677917,507458034
63,deeponet,256,1024,2,32,n/a,0.0001,90000,4500,0,0.0020842321682721376,0.0022769724018871784,0.0022515978198498487,383.9639624413103,870090784
64,deeponet,256,1024,1,8,n/a,0.0001,90000,4500,0,0.02141103893518448,0.021332519128918648,0.021018655970692635,284.02953223045915,181766035
65,deeponet,256,4098,1,8,n/a,0.0001,90000,4500,0,0.022235620766878128,0.02219253033399582,0.02189350314438343,320.13366259261966,677781998
66,deeponet,256,512,4,8,n/a,0.0005,90000,4500,0,0.021515892818570137,0.0215265154838562,0.021237263455986977,97.89046785514802,764585758
67,deeponet,256,256,4,16,n/a,0.0005,90000,4500,0,0.004471051972359419,0.0049722325056791306,0.004906689748167992,147.455161283724,393507268
68,deeponet,256,4098,1,32,n/a,5e-05,90000,4500,0,0.004739098716527224,0.004994941875338554,0.004976385273039341,735.5908759068698,885301563
69,deeponet,256,1024,4,32,n/a,5e-05,90000,4500,0,0.0015864401357248425,0.0018943664617836475,0.001896943082101643,1284.8871547402814,584100817
70,deeponet,256,4098,1,16,n/a,1e-05,90000,4500,0,0.005448808427900076,0.005715072620660067,0.005672153551131487,765.0339081520215,87769325
71,deeponet,256,4098,2,8,n/a,0.0005,90000,4500,0,0.022358905524015427,0.022359974682331085,0.02206534892320633,663.6243813978508,993802428
72,deeponet,256,2048,4,32,n/a,5e-05,90000,4500,0,0.0028544447850435972,0.0031904710922390223,0.0031643409747630358,1038.7246248805895,918948393
73,deeponet,256,2048,2,32,n/a,1e-05,90000,4500,0,0.0015245110262185335,0.0016968080308288336,0.0016814529662951827,1707.8699938617647,866271849
74,deeponet,256,2048,1,8,n/a,0.0005,90000,4500,0,0.02267233282327652,0.0226361695677042,0.02233530767261982,102.26797609124333,517759111
75,deeponet,256,1024,1,32,n/a,0.0005,90000,4500,0,0.005983792245388031,0.006187241990119219,0.006155200768262148,181.05828179884702,66388509
76,deeponet,256,256,2,8,n/a,5e-05,90000,4500,0,0.0207716915756464,0.020656848326325417,0.02032163366675377,374.09548416826874,713237087
77,deeponet,256,4098,1,8,n/a,0.0005,90000,4500,0,0.022164206951856613,0.0221063494682312,0.021809851750731468,273.4058711696416,727593906
